APPCH:060,R,R26, ,AQABA,TJ,E,A,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,250,    ,   , , , , , ,B,J,S;
APPCH:070,R,R26, ,AQABA,TJ,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,1210,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,S08,BQN,BQN,TJ,D, ,V  A,L,   ,PI, ,BQN,TJ,D, ,      ,0000,0000,3100,0100,+,02000,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,S08,BQN,FS08,TJ,P,C,EE  , ,   ,CF, ,BQN,TJ,D, ,      ,2650,0070,0850,0025,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,S,S08, ,FS08,TJ,P,C,E  F, ,   ,IF, ,BQN,TJ,D, ,      ,2650,0070,    ,    ,+,02000,     ,18000, ,   ,    ,   ,BQN,TJ,D, ,A,0, ,S;
APPCH:030,S,S08, ,RW08,TJ,P,G,G  M, ,   ,CF, ,BQN,TJ,D, ,      ,2674,0021,0850,0049, ,00287,     ,     , ,   ,-330,   , , , , , ,0, ,S;
APPCH:040,S,S08, ,BQN,TJ,D, ,VYM , ,   ,CF, ,BQN,TJ,D, ,      ,0000,0000,0850,0021,+,00640,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,S,S08, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0850,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,S,S08, ,BQN,TJ,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,S,S08, ,BQN,TJ,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,0850,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,T08,BQN,BQN,TJ,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T08,BQN,TARGT,TJ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T08,BQN,TARGT,TJ,P,C,EE A,L,   ,PI, ,BQN,TJ,D, ,      ,2650,0070,3100,0100,+,01900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,T,T08, ,CF08,TJ,P,C,E  I, ,   ,IF, ,BQN,TJ,D, ,      ,2650,0130,    ,    ,+,01900,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T08, ,TARGT,TJ,P,C,E  F, ,   ,CF, ,BQN,TJ,D, ,      ,2650,0070,0850,0060,+,01800,     ,     , ,   ,    ,   ,BQN,TJ,D, ,A,0,D,S;
APPCH:030,T,T08, ,CITPO,TJ,P,C,E  M, ,   ,CF, ,BQN,TJ,D, ,      ,2650,0022,0850,0048, ,00307,     ,     , ,   ,-295,   , , , , , ,0,D,S;
APPCH:040,T,T08, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0850,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T08, ,TARGT,TJ,P,C,E   ,L,   ,CF,Y,BQN,TJ,D, ,      ,2650,0070,2650,0070,+,02300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,T,T08, ,TARGT,TJ,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,0850,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T26,BQN,BQN,TJ,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T26,BQN,DOSAO,TJ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T26,BQN,DOSAO,TJ,P,C,E  A,L,   ,PI, ,BQN,TJ,D, ,      ,0524,0050,0970,0100,+,01900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T26,BQN,DOSAO,TJ,P,C,EE  , ,   ,CF, ,BQN,TJ,D, ,      ,0524,0050,2320,0080,+,01900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T26,DDP,DDP,TJ,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T26,DDP,DOSAO,TJ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T26,DDP,DOSAO,TJ,P,C,E  A,L,   ,PI, ,BQN,TJ,D, ,      ,0524,0050,0970,0100,+,01900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T26,DDP,DOSAO,TJ,P,C,EE  , ,   ,CF, ,BQN,TJ,D, ,      ,0524,0050,2320,0080,+,01900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T26, ,DOSAO,TJ,P,C,E  F, ,   ,IF, ,BQN,TJ,D, ,      ,0524,0050,    ,    ,+,01900,     ,18000, ,   ,    ,   ,BQN,TJ,D, ,B,0,D,S;
APPCH:030,T,T26, ,BQN,TJ,D, ,V  M, ,   ,CF, ,BQN,TJ,D, ,      ,0000,0000,2320,0050, ,00289,     ,     , ,   ,-304,   , , , , , ,0,D,S;
APPCH:040,T,T26, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2320,    ,+,00600,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T26, , , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,3300,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,T,T26, ,AQABA,TJ,E,A,E   , ,   ,CF, ,BQN,TJ,D, ,      ,3011,0163,3010,0120,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,T,T26, ,AQABA,TJ,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,1210,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
RWY:RW08 ,     ,      ,00235, ,    , ,   ;N18292510,W067084009,0389;
RWY:RW26 ,     ,      ,00194, ,    , ,   ;N18295899,W067064805,0000;
