SID:010,5,ARVA1K,RW06,ARVAN,LS,E,A,E   , ,   ,CF, ,SIO,LS,D, ,      ,0144,0636,0750,0130, ,05000,     ,06000, ,   ,    ,   ,LSZG,LS,P,A, , , , ;
SID:020,5,ARVA1K,RW06,ARVAN,LS,E,A,EE H,L,   ,HA, , , , , ,      ,    ,    ,2550,T010,+,05000,     ,     ,-,180,    ,   , , , , , , , , ;
SID:010,5,ARVA1W,RW24,ZG201,LS,P,C,EY  , ,   ,CF, ,SIO,LS,D, ,      ,0010,0572,2460,0020, ,     ,     ,06000, ,   ,    ,   ,LSZG,LS,P,A, , , , ;
SID:020,5,ARVA1W,RW24,ARVAN,LS,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,140,    ,   , , , , , , , , ;
SID:030,5,ARVA1W,RW24,ARVAN,LS,E,A,EE H,L,   ,HA, , , , , ,      ,    ,    ,2550,T010,+,05000,     ,     ,-,180,    ,   , , , , , , , , ;
SID:005,5,BIRK1K,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0640,    ,+,01820,     ,06000, ,   ,    ,   ,LSZG,LS,P,A, , , , ;
SID:010,5,BIRK1K,RW06,ZG601,LS,P,C,EY  , ,   ,CF, ,SIO,LS,D, ,      ,0046,0587,0770,0010, ,     ,     ,     ,-,165,    ,   , , , , , , , , ;
SID:020,5,BIRK1K,RW06,ZG602,LS,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BIRK1K,RW06,ZG603,LS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BIRK1K,RW06,BIRKI,LS,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BIRK1W,RW24,ZG201,LS,P,C,EY  , ,   ,CF, ,SIO,LS,D, ,      ,0010,0572,2460,0020, ,     ,     ,06000,-,165,    ,   ,LSZG,LS,P,A, , , , ;
SID:020,5,BIRK1W,RW24,ZG603,LS,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BIRK1W,RW24,BIRKI,LS,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BIRK6V,ALL,ZG501,LS,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,06000, ,   ,    ,   ,LSZG,LS,P,A, , , , ;
SID:020,2,BIRK6V,ALL,D012Q,LS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BIRK6V,ALL,BIRKI,LS,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,FRI1K,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0640,    ,+,01820,     ,06000, ,   ,    ,   ,LSZG,LS,P,A, , , , ;
SID:010,5,FRI1K,RW06,ZG604,LS,P,C,EY  , ,   ,CF, ,SIO,LS,D, ,      ,0069,0595,0780,0030, ,     ,     ,     ,-,165,    ,   , , , , , , , , ;
SID:020,5,FRI1K,RW06,ZG605,LS,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,FRI1K,RW06,ZG606,LS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,FRI1K,RW06,FRI,LS,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,FRI1W,RW24,ZG201,LS,P,C,EY  , ,   ,CF, ,SIO,LS,D, ,      ,0010,0572,2460,0020, ,     ,     ,06000,-,165,    ,   ,LSZG,LS,P,A, , , , ;
SID:020,5,FRI1W,RW24,ZG202,LS,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,FRI1W,RW24,FRI,LS,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,FRI9V,ALL,ZG501,LS,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,06000, ,   ,    ,   ,LSZG,LS,P,A, , , , ;
SID:020,2,FRI9V,ALL,D012K,LS,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,FRI9V,ALL,FRI,LS,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,WIL1K,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0640,    ,+,01820,     ,06000, ,   ,    ,   ,LSZG,LS,P,A, , , , ;
SID:010,5,WIL1K,RW06,ZG604,LS,P,C,EY  , ,   ,CF, ,SIO,LS,D, ,      ,0069,0595,0780,0030, ,     ,     ,     ,-,165,    ,   , , , , , , , , ;
SID:020,5,WIL1K,RW06,WIL,LS,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,WIL1W,RW24,ZG201,LS,P,C,EY  , ,   ,CF, ,SIO,LS,D, ,      ,0010,0572,2460,0020, ,     ,     ,06000,-,165,    ,   ,LSZG,LS,P,A, , , , ;
SID:020,5,WIL1W,RW24,WIL,LS,D, ,VE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,WIL2V,ALL,ZG502,LS,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,06000, ,   ,    ,   ,LSZG,LS,P,A, , , , ;
SID:020,5,WIL2V,ALL,WIL,LS,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R24,WIL,WIL,LS,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R24,WIL,NEMAG,LS,E,A,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,180,    ,   , , , , , ,B,J,S;
APPCH:010,R,R24, ,NEMAG,LS,E,A,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,180,    ,   , , , , , ,B,J,S;
APPCH:015,R,R24, ,ZG506,LS,P,C,E S , ,010,TF, , , , , ,      ,    ,    ,2550,0015,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R24, ,ARVAN,LS,E,A,E  F, ,010,TF, , , , , ,      ,    ,    ,2550,0030,+,06000,     ,     , ,   ,-334,   ,LSZG,LS,P,A, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R24, ,ZG503,LS,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,2550,0113, ,01986,     ,     , ,   ,-334,   , , , , , ,B,J,S;
APPCH:040,R,R24, ,ZG100,LS,P,C,E M , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,150,    ,   , , , , , ,B,J,S;
APPCH:050,R,R24, ,ZG504,LS,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,150,    ,   , , , , , ,B,J,S;
APPCH:060,R,R24, ,ZG505,LS,P,C,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04400,     ,     ,-,150,    ,   , , , , , ,B,J,S;
APPCH:070,R,R24, ,WIL,LS,D, ,VE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
RWY:RW06 ,     ,      ,01407, ,    , ,   ;N47104899,E007244588,0377;
RWY:RW06R,     ,      ,01411, ,    , ,   ;N47104539,E007244359,0269;
RWY:RW24 ,     ,      ,01405, ,    , ,   ;N47110054,E007252351,0000;
