SID:010,5,EPD06D,RW07,WW410,ZW,P,C,EY  , ,   ,CF, ,WUR,ZW,D, ,      ,0708,0035,0710,0040, ,     ,     ,     ,-,210,    ,   ,WUR,ZW,D, , , , , ;
SID:020,5,EPD06D,RW07,WW412,ZW,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04270,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EPD06D,RW07,WW613,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EPD06D,RW07,WW541,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,EPD06D,RW07,WW432,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,EPD06D,RW07,WW531,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10830,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,EPD06D,RW07,WW532,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,EPD06D,RW07,BIVEX,ZW,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL157,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,EPD06D,RW07,EPDAG,ZW,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EPD07D,RW07,WW410,ZW,P,C,EY  , ,   ,CF, ,WUR,ZW,D, ,      ,0708,0035,0710,0040, ,     ,     ,     ,-,210,    ,   ,WUR,ZW,D, , , , , ;
SID:020,5,EPD07D,RW07,WW432,ZW,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EPD07D,RW07,WW531,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10830,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EPD07D,RW07,WW532,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,EPD07D,RW07,BIVEX,ZW,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL157,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,EPD07D,RW07,EPDAG,ZW,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EPD08D,RW07,WW410,ZW,P,C,EY  , ,   ,CF, ,WUR,ZW,D, ,      ,0708,0035,0710,0040, ,     ,     ,     ,-,210,    ,   ,WUR,ZW,D, , , , , ;
SID:020,5,EPD08D,RW07,WW414,ZW,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EPD08D,RW07,WW531,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10830,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EPD08D,RW07,WW532,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,EPD08D,RW07,BIVEX,ZW,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL157,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,EPD08D,RW07,EPDAG,ZW,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EPD09D,RW07,WW410,ZW,P,C,EY  , ,   ,CF, ,WUR,ZW,D, ,      ,0708,0035,0710,0040, ,     ,     ,     ,-,210,    ,   ,WUR,ZW,D, , , , , ;
SID:020,5,EPD09D,RW07,WW602,ZW,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EPD09D,RW07,WW521,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EPD09D,RW07,WW414,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,EPD09D,RW07,WW531,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10830,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,EPD09D,RW07,WW532,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,EPD09D,RW07,BIVEX,ZW,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL157,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,EPD09D,RW07,EPDAG,ZW,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EPD18D,RW25, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2510,    ,+,02630,     ,     , ,   ,    ,   ,WUR,ZW,D, , , , , ;
SID:020,5,EPD18D,RW25,WW811,ZW,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EPD18D,RW25,WW813,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EPD18D,RW25,WW815,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,EPD18D,RW25,EPDAG,ZW,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EPD19D,RW25,WW501,ZW,P,C,EY  , ,   ,CF, ,WUR,ZW,D, ,      ,2510,0065,2510,0040, ,     ,     ,     ,-,210,    ,   ,WUR,ZW,D, , , , , ;
SID:020,5,EPD19D,RW25,WW403,ZW,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EPD19D,RW25,WW531,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07880,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EPD19D,RW25,WW532,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL128,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,EPD19D,RW25,BIVEX,ZW,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL157,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,EPD19D,RW25,EPDAG,ZW,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,FKG01D,RW07, , , , ,    , ,   ,CD, ,WUR,ZW,D, ,      ,    ,    ,0710,0035, ,     ,     ,     , ,   ,    ,   ,WUR,ZW,D, , , , , ;
SID:020,2,FKG01D,RW07,FKG,ZW,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:010,2,FKG11D,RW25, , , , ,    , ,   ,CD, ,WUR,ZW,D, ,      ,    ,    ,2510,0065, ,     ,     ,     , ,   ,    ,   ,WUR,ZW,D, , , , , ;
SID:020,2,FKG11D,RW25,D014H,ZW,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,FKG11D,RW25,FKG,ZW,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IKA19D,RW25,WW501,ZW,P,C,EY  , ,   ,CF, ,WUR,ZW,D, ,      ,2510,0065,2510,0040, ,     ,     ,     , ,   ,    ,   ,WUR,ZW,D, , , , , ;
SID:020,5,IKA19D,RW25,WW542,ZW,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:025,5,IKA19D,RW25,WW544,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL128,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,IKA19D,RW25,VARMI,ZW,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IKA19D,RW25,UGPEL,ZW,E,A,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IKA19D,RW25,IKARA,ZW,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KAB01D,RW07, , , , ,    , ,   ,CD, ,WUR,ZW,D, ,      ,    ,    ,0710,0035, ,     ,     ,     , ,   ,    ,   ,WUR,ZW,D, , , , , ;
SID:020,2,KAB01D,RW07,WUR,ZW,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,KAB01D,RW07,KABDO,ZW,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL138,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KAB11D,RW25, , , , ,    , ,   ,CD, ,WUR,ZW,D, ,      ,    ,    ,2510,0065, ,     ,     ,     , ,   ,    ,   ,WUR,ZW,D, , , , , ;
SID:020,2,KAB11D,RW25,D234M,ZW,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,KAB11D,RW25,KABDO,ZW,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL138,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KEX09D,RW07,WW410,ZW,P,C,EY  , ,   ,CF, ,WUR,ZW,D, ,      ,0708,0035,0710,0040, ,     ,     ,     ,-,210,    ,   ,WUR,ZW,D, , , , , ;
SID:020,5,KEX09D,RW07,WW602,ZW,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KEX09D,RW07,WW604,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KEX09D,RW07,WW511,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KEX09D,RW07,WW512,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KEX09D,RW07,WW513,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL157,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,KEX09D,RW07,KEXAB,ZW,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KEX19D,RW25,WW501,ZW,P,C,EY  , ,   ,CF, ,WUR,ZW,D, ,      ,2510,0065,2510,0040, ,     ,     ,     ,-,210,    ,   ,WUR,ZW,D, , , , , ;
SID:020,5,KEX19D,RW25,WW621,ZW,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,07880,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KEX19D,RW25,WW623,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL108,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KEX19D,RW25,WW512,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KEX19D,RW25,WW513,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL157,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KEX19D,RW25,KEXAB,ZW,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NIX06D,RW07,WW410,ZW,P,C,EY  , ,   ,CF, ,WUR,ZW,D, ,      ,0708,0035,0710,0040, ,     ,     ,     ,-,210,    ,   ,WUR,ZW,D, , , , , ;
SID:020,5,NIX06D,RW07,WW412,ZW,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04270,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NIX06D,RW07,WW613,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NIX06D,RW07,WW541,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NIX06D,RW07,WW432,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,NIX06D,RW07,WW531,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10830,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,NIX06D,RW07,WW532,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,NIX06D,RW07,BIVEX,ZW,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL157,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,NIX06D,RW07,NIXER,ZW,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NIX07D,RW07,WW410,ZW,P,C,EY  , ,   ,CF, ,WUR,ZW,D, ,      ,0708,0035,0710,0040, ,     ,     ,     ,-,210,    ,   ,WUR,ZW,D, , , , , ;
SID:020,5,NIX07D,RW07,WW432,ZW,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NIX07D,RW07,WW531,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10830,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NIX07D,RW07,WW532,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NIX07D,RW07,BIVEX,ZW,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL157,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,NIX07D,RW07,NIXER,ZW,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NIX08D,RW07,WW410,ZW,P,C,EY  , ,   ,CF, ,WUR,ZW,D, ,      ,0708,0035,0710,0040, ,     ,     ,     ,-,210,    ,   ,WUR,ZW,D, , , , , ;
SID:020,5,NIX08D,RW07,WW414,ZW,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NIX08D,RW07,WW531,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10830,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NIX08D,RW07,WW532,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NIX08D,RW07,BIVEX,ZW,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL157,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,NIX08D,RW07,NIXER,ZW,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NIX09D,RW07,WW410,ZW,P,C,EY  , ,   ,CF, ,WUR,ZW,D, ,      ,0708,0035,0710,0040, ,     ,     ,     ,-,210,    ,   ,WUR,ZW,D, , , , , ;
SID:020,5,NIX09D,RW07,WW602,ZW,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NIX09D,RW07,WW521,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NIX09D,RW07,WW414,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05910,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NIX09D,RW07,WW531,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10830,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,NIX09D,RW07,WW532,ZW,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
