SID:010,2,ALG5C,RW35B,DEC,LI,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   ,DEC,LI,D, , , , , ;
SID:020,2,ALG5C,RW35B,SUSAN,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALG5C,RW35B,MAURY,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,ALG5C,RW35B, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3280,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ALG5C,RW35B,ALG,LI,D, ,VE  , ,   ,CF, ,ALG,LI,D, ,      ,0000,0000,3500,0300, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ALG5D,RW17B,D168L,LI,P,C,EY  , ,   ,CF, ,DEC,LI,D, ,      ,1680,0120,1680,0110,+,04000,     ,06000, ,   ,    ,   ,DEC,LI,D, , , , , ;
SID:030,2,ALG5D,RW17B,DEC,LI,D, ,V   ,R,   ,CF,Y,DEC,LI,D, ,      ,0000,0000,0130,0120,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,ALG5D,RW17B,SUSAN,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ALG5D,RW17B,MAURY,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ALG5D,RW17B, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3280,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ALG5D,RW17B,ALG,LI,D, ,VE  , ,   ,CF, ,ALG,LI,D, ,      ,0000,0000,3500,0300, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CAPO5A,RW35B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3460,    ,+,00500,     ,06000, ,   ,    ,   ,DEC,LI,D, , , , , ;
SID:020,2,CAPO5A,RW35B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3480,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
