SID:020,2,BOGR1D,RW12,D027D,UI,P,C,EY  ,L,   ,CF,Y,IKT,UI,D, ,      ,3438,0060,2970,0060,+,05300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,BOGR1D,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BOGR1D,RW12,BOGRA,UI,E,A,EEC , ,   ,CF, ,IKT,UI,D, ,      ,3406,0586,3430,0520,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOGR1E,RW12, , , , ,    , ,   ,CD, ,IKT,UI,D, ,      ,    ,    ,1180,0037, ,     ,     ,05300, ,   ,    ,   ,UIII,UI,P,A,A, , , ;
SID:020,2,BOGR1E,RW12,D027D,UI,P,C,E   ,L,   ,CF,Y,IKT,UI,D, ,      ,3438,0060,2970,0080,+,05300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BOGR1E,RW12,BOGRA,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BOGR4C,RW12,DER12,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05300, ,   ,    ,   ,UIII,UI,P,A,B, , , ;
SID:020,5,BOGR4C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,02580,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BOGR4C,RW12,II027,UI,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,FL090,FL080,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BOGR4C,RW12,NH,UI,D,B,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BOGR4C,RW12,II028,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BOGR4C,RW12,BOGRA,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BOGR4D,RW30,DER30,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05300, ,   ,    ,   ,UIII,UI,P,A,B, , , ;
SID:020,5,BOGR4D,RW30,II033,UI,P,C,EY  , ,   ,CF, ,IKT,UI,D, ,      ,2975,0047,2980,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BOGR4D,RW30,BOGRA,UI,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOGR4F,RW30,DER30,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05300, ,   ,    ,   ,IR,UI,P,N, , , , ;
SID:020,2,BOGR4F,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,02110,     ,     ,-,220,    ,   , , , , , , , , ;
SID:025,2,BOGR4F,RW30, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,0290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BOGR4F,RW30,BOGRA,UI,E,A,EEC , ,   ,CF, ,IKT,UI,D, ,      ,3406,0586,3400,0520,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GOLO1D,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,02580,     ,05300, ,   ,    ,   ,UIII,UI,P,A,A, , , ;
SID:020,2,GOLO1D,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0620,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GOLO1D,RW12,GOLOS,UI,E,A,EEC , ,   ,CF, ,IKT,UI,D, ,      ,0912,0336,0920,0310,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GOLO1E,RW12, , , , ,    , ,   ,CD, ,IKT,UI,D, ,      ,    ,    ,1180,0037, ,     ,     ,05300, ,   ,    ,   ,UIII,UI,P,A,A, , , ;
SID:020,2,GOLO1E,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0620,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GOLO1E,RW12,GOLOS,UI,E,A,EEC , ,   ,CF, ,IKT,UI,D, ,      ,0912,0336,0890,0290,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GOLO4C,RW12,DER12,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05300, ,   ,    ,   ,UIII,UI,P,A,B, , , ;
SID:020,5,GOLO4C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,02580,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GOLO4C,RW12,GOLOS,UI,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GOLO4D,RW30,DER30,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05300, ,   ,    ,   ,UIII,UI,P,A,B, , , ;
SID:020,5,GOLO4D,RW30,II033,UI,P,C,EY  , ,   ,CF, ,IKT,UI,D, ,      ,2975,0047,2980,0020, ,     ,     ,     ,-,245,    ,   , , , , , , , , ;
SID:030,5,GOLO4D,RW30,II034,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,245,    ,   , , , , , , , , ;
SID:040,5,GOLO4D,RW30,II043,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GOLO4D,RW30,GOLOS,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GOLO4F,RW30,DER30,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05300, ,   ,    ,   ,IR,UI,P,N, , , , ;
SID:020,2,GOLO4F,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,02110,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,2,GOLO4F,RW30,GOLOS,UI,E,A,EEC ,R,   ,CF,Y,IKT,UI,D, ,      ,0912,0336,1000,0360,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IDEN1D,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,02580,     ,05300, ,   ,    ,   ,UIII,UI,P,A,A, , , ;
SID:020,2,IDEN1D,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IDEN1D,RW12,IDENI,UI,E,A,EEC , ,   ,CF, ,IKT,UI,D, ,      ,1501,0492,1470,0400,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IDEN1E,RW12, , , , ,    , ,   ,CD, ,IKT,UI,D, ,      ,    ,    ,1180,0037, ,     ,     ,05300, ,   ,    ,   ,UIII,UI,P,A,A, , , ;
SID:020,2,IDEN1E,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1770,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IDEN1E,RW12,IDENI,UI,E,A,EEC , ,   ,CF, ,IKT,UI,D, ,      ,1501,0492,1500,0400,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IDEN4C,RW12,DER12,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05300, ,   ,    ,   ,UIII,UI,P,A,B, , , ;
SID:020,5,IDEN4C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,02580,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,IDEN4C,RW12,II026,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,FL080,FL070,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IDEN4C,RW12,IDENI,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IDEN4D,RW30,DER30,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05300, ,   ,    ,   ,UIII,UI,P,A,B, , , ;
SID:020,5,IDEN4D,RW30,II033,UI,P,C,EY  , ,   ,CF, ,IKT,UI,D, ,      ,2975,0047,2980,0020, ,     ,     ,     ,-,245,    ,   , , , , , , , , ;
SID:030,5,IDEN4D,RW30,II034,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,245,    ,   , , , , , , , , ;
SID:040,5,IDEN4D,RW30,II043,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IDEN4D,RW30,II044,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,IDEN4D,RW30,II039,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,IDEN4D,RW30,IDENI,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IDEN4F,RW30,DER30,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05300, ,   ,    ,   ,IR,UI,P,N, , , , ;
SID:020,2,IDEN4F,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,02110,     ,     ,-,220,    ,   , , , , , , , , ;
SID:035,2,IDEN4F,RW30,IR,UI,P,N,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,2,IDEN4F,RW30,IDENI,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KA1D,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,02580,     ,05300, ,   ,    ,   ,UIII,UI,P,A,A, , , ;
SID:020,2,KA1D,RW12, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0610,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KA1D,RW12,KA,UI,D,B,EE  , ,   ,CF, ,IKT,UI,D, ,      ,0379,0511,0310,0450,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KA1E,RW12, , , , ,    , ,   ,CD, ,IKT,UI,D, ,      ,    ,    ,1180,0037, ,     ,     ,05300, ,   ,    ,   ,UIII,UI,P,A,A, , , ;
SID:030,2,KA1E,RW12,KA,UI,D,B,EE  , ,   ,CF, ,IKT,UI,D, ,      ,0379,0511,0310,0490,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KA4C,RW12,DER12,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05300, ,   ,    ,   ,UIII,UI,P,A,B, , , ;
SID:020,5,KA4C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,02580,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KA4C,RW12,KA,UI,D,B,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KA4D,RW30,DER30,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05300, ,   ,    ,   ,UIII,UI,P,A,B, , , ;
SID:020,5,KA4D,RW30,II033,UI,P,C,EY  , ,   ,CF, ,IKT,UI,D, ,      ,2975,0047,2980,0020, ,     ,     ,     ,-,245,    ,   , , , , , , , , ;
SID:030,5,KA4D,RW30,II034,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,245,    ,   , , , , , , , , ;
SID:040,5,KA4D,RW30,II043,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     ,-,245,    ,   , , , , , , , , ;
SID:050,5,KA4D,RW30,KA,UI,D,B,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KA4F,RW30,DER30,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05300, ,   ,    ,   ,IR,UI,P,N, , , , ;
SID:020,2,KA4F,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,02110,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,2,KA4F,RW30,KA,UI,D,B,EE  ,R,   ,CF, ,IKT,UI,D, ,      ,0379,0511,0450,0500,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OSKE1D,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,02580,     ,05300, ,   ,    ,   ,UIII,UI,P,A,A, , , ;
SID:020,2,OSKE1D,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OSKE1D,RW12,OSKEN,UI,E,A,EEC , ,   ,CF, ,IKT,UI,D, ,      ,1762,0489,1720,0350,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OSKE1E,RW12, , , , ,    , ,   ,CD, ,IKT,UI,D, ,      ,    ,    ,1180,0037, ,     ,     ,05300, ,   ,    ,   ,UIII,UI,P,A,A, , , ;
SID:020,2,OSKE1E,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1970,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,OSKE1E,RW12,OSKEN,UI,E,A,EEC , ,   ,CF, ,IKT,UI,D, ,      ,1762,0489,1760,0350,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OSKE4C,RW12,DER12,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05300, ,   ,    ,   ,UIII,UI,P,A,B, , , ;
SID:020,5,OSKE4C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,02580,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,OSKE4C,RW12,II026,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,FL080,FL070,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,OSKE4C,RW12,OSKEN,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OSKE4D,RW30,DER30,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05300, ,   ,    ,   ,UIII,UI,P,A,B, , , ;
SID:020,5,OSKE4D,RW30,II033,UI,P,C,EY  , ,   ,CF, ,IKT,UI,D, ,      ,2975,0047,2980,0020, ,     ,     ,     ,-,245,    ,   , , , , , , , , ;
SID:030,5,OSKE4D,RW30,II034,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,245,    ,   , , , , , , , , ;
SID:040,5,OSKE4D,RW30,II043,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,OSKE4D,RW30,II044,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,OSKE4D,RW30,II039,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,OSKE4D,RW30,OSKEN,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OSKE4F,RW30,DER30,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05300, ,   ,    ,   ,IR,UI,P,N, , , , ;
SID:015,2,OSKE4F,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,02110,     ,     ,-,220,    ,   , , , , , , , , ;
SID:020,2,OSKE4F,RW30,IR,UI,P,N,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,OSKE4F,RW30,OSKEN,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OSKE4Z,RW30,DER30,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05300, ,   ,    ,   ,UIII,UI,P,A,B, , , ;
SID:020,5,OSKE4Z,RW30,II033,UI,P,C,EY  , ,   ,CF, ,IKT,UI,D, ,      ,2975,0047,2980,0020, ,     ,     ,     ,-,215,    ,   , , , , , , , , ;
SID:030,5,OSKE4Z,RW30,II038,UI,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,OSKE4Z,RW30,OSKEN,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ULTU1D,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,02580,     ,05300, ,   ,    ,   ,UIII,UI,P,A,A, , , ;
SID:020,2,ULTU1D,RW12, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2530,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ULTU1D,RW12,ULTUK,UI,E,A,EEC , ,   ,CF, ,IKT,UI,D, ,      ,2247,0427,2190,0300,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ULTU1E,RW12, , , , ,    , ,   ,CD, ,IKT,UI,D, ,      ,    ,    ,1180,0037, ,     ,     ,05300, ,   ,    ,   ,UIII,UI,P,A,A, , , ;
SID:020,2,ULTU1E,RW12, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2530,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ULTU1E,RW12,ULTUK,UI,E,A,EEC , ,   ,CF, ,IKT,UI,D, ,      ,2247,0427,2240,0310,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ULTU4C,RW12,DER12,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05300, ,   ,    ,   ,UIII,UI,P,A,B, , , ;
SID:020,5,ULTU4C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,02580,     ,     ,-,265,    ,   , , , , , , , , ;
SID:030,5,ULTU4C,RW12,ULTUK,UI,E,A,EEC ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ULTU4D,RW30,DER30,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05300, ,   ,    ,   ,UIII,UI,P,A,B, , , ;
SID:020,5,ULTU4D,RW30,II033,UI,P,C,EY  , ,   ,CF, ,IKT,UI,D, ,      ,2975,0047,2980,0020, ,     ,     ,     ,-,245,    ,   , , , , , , , , ;
SID:030,5,ULTU4D,RW30,II034,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,245,    ,   , , , , , , , , ;
SID:040,5,ULTU4D,RW30,II043,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ULTU4D,RW30,II044,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ULTU4D,RW30,ULTUK,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ULTU4F,RW30,DER30,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05300, ,   ,    ,   ,IR,UI,P,N, , , , ;
SID:015,2,ULTU4F,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,02110,     ,     ,-,220,    ,   , , , , , , , , ;
SID:020,2,ULTU4F,RW30,IR,UI,P,N,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ULTU4F,RW30,ULTUK,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
