SID:010,5,BAMV1G,RW07, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0680,    ,+,00600,     ,07000, ,   ,    ,   ,ENKB,EN,P,A, , , , ;
SID:020,5,BAMV1G,RW07,KB408,EN,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,BAMV1G,RW07,KB404,EN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,BAMV1G,RW07,KB406,EN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BAMV1G,RW07,BAMVA,EN,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BAMV2H,RW25,KB403,EN,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,ENKB,EN,P,A, , , , ;
SID:020,5,BAMV2H,RW25,KB405,EN,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,BAMV2H,RW25,BAMVA,EN,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ENKB4Y,RW07, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0680,    ,+,00900,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,2,ENKB4Y,RW07, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0680,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ENKB5Z,RW25, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2480,    ,+,01000,     ,07000, ,   ,    ,   , , , , , , , , ;
SID:020,2,ENKB5Z,RW25, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2480,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GIGI1H,RW25,KB403,EN,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,ENKB,EN,P,A, , , , ;
SID:020,5,GIGI1H,RW25,BOKVO,EN,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
