SID:010,5,BIVI1D,RW01,EB003,SK,P,C,EY  , ,   ,CF, ,BOG,SK,D, ,      ,3574,1719,0120,0050,+,01380,     ,18000, ,   ,    ,   ,SKEB,SK,P,A, , , , ;
SID:020,5,BIVI1D,RW01,SERVO,SK,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,165,    ,   , , , , , , , , ;
SID:030,5,BIVI1D,RW01,BIVIG,SK,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,OTU1D,RW19,OTU,SK,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,19000, ,   ,    ,   ,SKEB,SK,P,A, , , , ;
STAR:020,5,OTU1D,RW19,EB800,SK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,OTU1D,RW19,EB006,SK,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
RWY:RW01 ,     ,      ,00177, ,    , ,   ;N07352565,W074483384,0000;
RWY:RW19 ,     ,      ,00162, ,    , ,   ;N07360402,W074483097,0000;
