APPCH:010,A,R13-Y,ANTIV,ANTIV,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R13-Y,ANTIV,IKLOM,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01400,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R13-Y,RODGA,RODGA,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R13-Y,RODGA,IKLOM,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01400,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R13-Y, ,IKLOM,CY,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01400,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R13-Y, ,NOTEM,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1290,0060,+,01400,     ,     , ,   ,    ,   ,RW13,CY,P,G,A,A,J,S;
PRDAT: ,          ,A, LNAV/VNAV, ,          , ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R13-Y, ,RW13,CY,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1290,0042, ,00066,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R13-Y, ,URLUX,CY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,01800,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R13-Y, ,URLUX,CY,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,1290,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R13-Z,BIBOL,BIBOL,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R13-Z,BIBOL,ITNEV,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R13-Z,DAXEX,DAXEX,CY,E,A,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R13-Z,DAXEX,ITNEV,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R13-Z,ITGIP,ITGIP,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R13-Z,ITGIP,ITNEV,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01600,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R13-Z, ,ITNEV,CY,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01600,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R13-Z, ,MIDPU,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1290,0060,+,01400,     ,     , ,   ,    ,   ,MELTU,CY,P,C, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R13-Z, ,MELTU,CY,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,1290,0037, ,00226,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R13-Z, ,VERPU,CY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R13-Z, ,VERPU,CY,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,1290,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R31,MAVUT,MAVUT,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R31,MAVUT,GABAS,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R31,PIDLI,PIDLI,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R31,PIDLI,GABAS,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R31, ,GABAS,CY,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R31, ,ADSID,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3060,0060,+,01400,     ,     , ,   ,    ,   ,RW31,CY,P,G,A,A,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R31, ,RW31,CY,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3060,0042, ,00068,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R31, ,URMAM,CY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,01800,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R31, ,URMAM,CY,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,3060,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,RNVA,BEMEM,BEMEM,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,BEMEM,IGRUB,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVA,DATET,DATET,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,DATET,IGRUB,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVA,TALKI,TALKI,CY,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,TALKI,IGRUB,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVA, ,IGRUB,CY,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVA, ,IKLIP,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3090,0060,+,01200,     ,     , ,   ,    ,   ,RW31,CY,P,G,A,B,J,C;
APPCH:025,R,RNVA, ,KEBMU,CY,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,3090,0036,+,00880,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:030,R,RNVA, ,RW31,CY,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3090,0006, ,00760,     ,     , ,   , 000,   , , , , , ,B,J,C;
APPCH:040,R,RNVA, ,LIDAD,CY,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVA, ,LIDAD,CY,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,3090,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
RWY:RW13 ,     ,      ,00016, ,    , ,   ;N54015815,W132075219,0000;
RWY:RW31 ,     ,      ,00018, ,    , ,   ;N54011911,W132071060,0250;
