SID:010,2,AN1,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,00740,     ,02060, ,   ,    ,   ,UOII,UN,P,A, , , , ;
SID:020,2,AN1,RW12,ADNIR,UN,E,A,EE  ,L,   ,CF,Y,IGR,UN,D, ,      ,3512,0274,3420,0260,B,FL140,FL090,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AN3,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,00740,     ,02060, ,   ,    ,   ,UOII,UN,P,A, , , , ;
SID:020,2,AN3,RW30,ADNIR,UN,E,A,EE  , ,   ,CF, ,IGR,UN,D, ,      ,3512,0274,3560,0250,B,FL140,FL090,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AP1,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,00740,     ,02060, ,   ,    ,   ,UOII,UN,P,A, , , , ;
SID:020,2,AP1,RW12,ADEPA,UN,E,A,EE  ,L,   ,CF, ,IGR,UN,D, ,      ,0191,0271,0080,0250,B,FL140,FL090,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AP3,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,00740,     ,02060, ,   ,    ,   ,UOII,UN,P,A, , , , ;
SID:020,2,AP3,RW30,ADEPA,UN,E,A,EE  ,R,   ,CF, ,IGR,UN,D, ,      ,0191,0271,0290,0250,B,FL140,FL090,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LP1,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,00740,     ,02060, ,   ,    ,   ,UOII,UN,P,A, , , , ;
SID:020,2,LP1,RW12,LAPTI,UN,E,A,EEC , ,   ,CF, ,IGR,UN,D, ,      ,1458,0279,1470,0270,B,FL140,FL090,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LP3,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,00740,     ,02060, ,   ,    ,   ,UOII,UN,P,A, , , , ;
SID:020,2,LP3,RW30,LAPTI,UN,E,A,EEC ,L,   ,CF,Y,IGR,UN,D, ,      ,1458,0279,1330,0310,B,FL140,FL090,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NK1,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,00740,     ,02060, ,   ,    ,   ,UOII,UN,P,A, , , , ;
SID:020,2,NK1,RW12,NOKRU,UN,E,A,EE  , ,   ,CF, ,IGR,UN,D, ,      ,0593,0268,0520,0260,B,FL100,FL090,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NK3,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,00740,     ,02060, ,   ,    ,   ,UOII,UN,P,A, , , , ;
SID:020,2,NK3,RW30,NOKRU,UN,E,A,EE  ,R,   ,CF, ,IGR,UN,D, ,      ,0593,0268,0680,0280,B,FL100,FL090,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NR1,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,00740,     ,02060, ,   ,    ,   ,UOII,UN,P,A, , , , ;
SID:020,2,NR1,RW12,NERUK,UN,E,A,EE  ,R,   ,CF, ,IGR,UN,D, ,      ,2083,0269,2150,0260,B,FL140,FL090,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NR3,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,00740,     ,02060, ,   ,    ,   ,UOII,UN,P,A, , , , ;
SID:020,2,NR3,RW30,NERUK,UN,E,A,EE  ,L,   ,CF, ,IGR,UN,D, ,      ,2083,0269,1950,0260,B,FL140,FL090,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OD1,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,00740,     ,02060, ,   ,    ,   ,UOII,UN,P,A, , , , ;
SID:020,2,OD1,RW12,OMADA,UN,E,A,EE  ,L,   ,CF,Y,IGR,UN,D, ,      ,3397,0275,3290,0260,B,FL140,FL090,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OD3,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,00740,     ,02060, ,   ,    ,   ,UOII,UN,P,A, , , , ;
SID:020,2,OD3,RW30,OMADA,UN,E,A,EE  , ,   ,CF, ,IGR,UN,D, ,      ,3397,0275,3440,0240,B,FL140,FL090,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TB1,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,00740,     ,02060, ,   ,    ,   ,UOII,UN,P,A, , , , ;
SID:020,2,TB1,RW12,TUBRA,UN,E,A,EE  ,R,   ,CF,Y,IGR,UN,D, ,      ,2585,0274,2670,0270,B,FL140,FL090,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TB3,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,00740,     ,02060, ,   ,    ,   ,UOII,UN,P,A, , , , ;
SID:020,2,TB3,RW30,TUBRA,UN,E,A,EE  , ,   ,CF, ,IGR,UN,D, ,      ,2585,0274,2510,0240,B,FL140,FL090,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,UT1,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1180,    ,+,00740,     ,02060, ,   ,    ,   ,UOII,UN,P,A, , , , ;
SID:020,2,UT1,RW12,ULTUP,UN,E,A,EE  , ,   ,CF, ,IGR,UN,D, ,      ,1149,0265,1130,0260,B,FL140,FL090,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,UT3,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2980,    ,+,00740,     ,02060, ,   ,    ,   ,UOII,UN,P,A, , , , ;
SID:020,2,UT3,RW30,ULTUP,UN,E,A,EE  ,R,   ,CF,Y,IGR,UN,D, ,      ,1149,0265,1200,0310,B,FL140,FL090,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,AN2,RW12,ADNIR,UN,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL090,04000, ,   ,    ,   ,UOII,UN,P,A, , , , ;
