SID:040,6,CGULL1,DRYAD,DRYAD,K1,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CGULL1,TWF,CGULL,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,CGULL1,TWF,MOFER,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,CGULL1,TWF,SCOVL,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,CGULL1,TWF,DRYAD,K1,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,CGULL1,TWF,TWF,K1,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DEZRT2,RW16B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1640,    ,+,04640,     ,18000, ,   ,    ,   ,KSLC,K2,P,A, , , , ;
SID:020,4,DEZRT2,RW16B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1640,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DEZRT2,RW16B,DURCH,K2,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DEZRT2,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1690,    ,+,04640,     ,18000, ,   ,    ,   ,KSLC,K2,P,A, , , , ;
SID:020,4,DEZRT2,RW17, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1690,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DEZRT2,RW17,DURCH,K2,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DEZRT2,RW34B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3440,    ,+,04640,     ,18000, ,   ,    ,   ,KSLC,K2,P,A, , , , ;
SID:020,4,DEZRT2,RW34B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3440,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DEZRT2,RW34B,DURCH,K2,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DEZRT2,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3490,    ,+,04640,     ,18000, ,   ,    ,   ,KSLC,K2,P,A, , , , ;
SID:020,4,DEZRT2,RW35, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3490,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DEZRT2,RW35,DURCH,K2,P,C,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DEZRT2, ,DURCH,K2,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,18000, ,   ,    ,   ,KSLC,K2,P,A, , , , ;
SID:020,5,DEZRT2, ,BONNE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DEZRT2, ,DEZRT,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,DEZRT2,BAM,DEZRT,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,18000, ,   ,    ,   ,KSLC,K2,P,A, , , , ;
SID:020,6,DEZRT2,BAM,TIPTN,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,DEZRT2,BAM,PECOP,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,DEZRT2,BAM,ANTMO,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,DEZRT2,BAM,BAM,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,DEZRT2,MVA,DEZRT,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,18000, ,   ,    ,   ,KSLC,K2,P,A, , , , ;
SID:020,6,DEZRT2,MVA,TIPTN,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,DEZRT2,MVA,PECOP,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,DEZRT2,MVA,ASTNN,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,DEZRT2,MVA,MVA,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,FFU9,RW16B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1640,    ,+,04630,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,FFU9,RW16B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,FFU9,RW16B,FFU,K2,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,FFU9,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1690,    ,+,04630,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,FFU9,RW17, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,FFU9,RW17,FFU,K2,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,FFU9,BCE,FFU,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,FFU9,BCE,LODUY,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,3,FFU9,BCE,URNUW,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,FFU9,BCE,BCE,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,FFU9,HVE,FFU,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,FFU9,HVE,OHQES,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,FFU9,HVE,HVE,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,FFU9,MLF,FFU,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,FFU9,MLF,LODUY,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,FFU9,MLF,URNUW,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,FFU9,MLF,MLF,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,FFU9,OAL,FFU,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,FFU9,OAL,LODUY,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,FFU9,OAL,URNUW,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,FFU9,OAL,MLF,K2,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,3,FFU9,OAL,ILC,K2,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,3,FFU9,OAL,TPH,K2,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,3,FFU9,OAL,OAL,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,RUGGD3,RW16B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1640,    ,+,04640,     ,18000, ,   ,    ,   ,KSLC,K2,P,A, , , , ;
SID:020,4,RUGGD3,RW16B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1640,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,RUGGD3,RW16B,BUBBY,K2,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,RUGGD3,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1690,    ,+,04640,     ,18000, ,   ,    ,   ,KSLC,K2,P,A, , , , ;
SID:020,4,RUGGD3,RW17, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1690,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,RUGGD3,RW17,BUBBY,K2,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,RUGGD3,RW34B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3440,    ,+,04640,     ,18000, ,   ,    ,   ,KSLC,K2,P,A, , , , ;
SID:020,4,RUGGD3,RW34B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3440,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,RUGGD3,RW34B,BUBBY,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,RUGGD3,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3490,    ,+,04640,     ,18000, ,   ,    ,   ,KSLC,K2,P,A, , , , ;
SID:020,4,RUGGD3,RW35, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3490,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,RUGGD3,RW35,BUBBY,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RUGGD3, ,BUBBY,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,18000, ,   ,    ,   ,KSLC,K2,P,A, , , , ;
SID:020,5,RUGGD3, ,RUGGD,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,RUGGD3,EKR,RUGGD,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,18000, ,   ,    ,   ,KSLC,K2,P,A, , , , ;
SID:020,6,RUGGD3,EKR,UPJAR,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,RUGGD3,EKR,BORZI,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,RUGGD3,EKR,EKR,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,RUGGD3,HOLTR,RUGGD,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,18000, ,   ,    ,   ,KSLC,K2,P,A, , , , ;
SID:020,6,RUGGD3,HOLTR,KLOUD,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,RUGGD3,HOLTR,SAWGI,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,RUGGD3,HOLTR,HOLTR,K1,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,RUGGD3,KIERA,RUGGD,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,18000, ,   ,    ,   ,KSLC,K2,P,A, , , , ;
SID:020,6,RUGGD3,KIERA,LOFOG,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,RUGGD3,KIERA,LEGBE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,RUGGD3,KIERA,KIERA,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,RUGGD3,OCS,RUGGD,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,18000, ,   ,    ,   ,KSLC,K2,P,A, , , , ;
SID:020,6,RUGGD3,OCS,SPINE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,RUGGD3,OCS,SKIII,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,RUGGD3,OCS,POPLE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,RUGGD3,OCS,OCS,K1,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,RUGGD3,PERTY,RUGGD,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,18000, ,   ,    ,   ,KSLC,K2,P,A, , , , ;
SID:020,6,RUGGD3,PERTY,HERTS,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,RUGGD3,PERTY,PERTY,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,SEVYR3,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3220,    ,+,04630,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,SEVYR3,RW32, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2630,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,SEVYR3,RW32,TCH,K2,D, ,VE H, ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,SEVYR3,RW34B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3440,    ,+,04630,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,SEVYR3,RW34B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2630,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,SEVYR3,RW34B,TCH,K2,D, ,VE H, ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,SEVYR3,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3490,    ,+,04630,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,SEVYR3,RW35, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2630,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,SEVYR3,RW35,TCH,K2,D, ,VE H, ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,SEVYR3,MLF,TCH,K2,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,SEVYR3,MLF,EDETH,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,SEVYR3,MLF,SEVYR,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,SEVYR3,MLF,MLF,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,SEVYR3,OAL,TCH,K2,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,SEVYR3,OAL,EDETH,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,SEVYR3,OAL,SEVYR,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,SEVYR3,OAL,OAL,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,SLC4,RW14, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1420,    ,+,04630,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,SLC4,RW14, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1630,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,SLC4,RW16B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1640,    ,+,04630,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,SLC4,RW16B, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1630,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,SLC4,RW17, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1690,    ,+,04630,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,SLC4,RW17, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1630,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,SLC4,RW32, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3220,    ,+,04630,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,SLC4,RW32, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,3430,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,SLC4,RW34B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3440,    ,+,04630,     ,18000, ,   ,    ,   , , , , , , , , ;
