SID:010,2,BAVE1C,RW27, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2710,    ,+,00600,     ,06000,-,210,    ,   ,IRA,LG,D, ,A, , , ;
SID:030,2,BAVE1C,RW27, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BAVE1C,RW27,IRA,LG,D, ,V   , ,   ,FA, ,IRA,LG,D, ,      ,0000,0000,3030,    ,+,04600,     ,     ,-,210,    ,   , , , , , , , , ;
SID:050,2,BAVE1C,RW27, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2340,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,BAVE1C,RW27,BAVES,LG,E,A,EEC , ,   ,CF, ,IRA,LG,D, ,      ,2788,0230,2790,0070,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAVE1D,RW27, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2710,    ,+,00600,     ,06000, ,   ,    ,   ,HER,LG,D,B, , , , ;
SID:020,2,BAVE1D,RW27, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,0210,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,BAVE1D,RW27,HER,LG,D,B,E   , ,   ,FA, ,IRA,LG,D, ,      ,2194,0004,3360,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BAVE1D,RW27,HER,LG,D,B,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     ,-,210,    ,   , , , , , , , , ;
SID:050,2,BAVE1D,RW27, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,3250,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:060,2,BAVE1D,RW27,BAVES,LG,E,A,EEC , ,   ,CF, ,IRA,LG,D, ,      ,2788,0230,2800,0190, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAVE1E,RW09, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0910,    ,+,01000,     ,06000, ,   ,    ,   ,HER,LG,D,B, , , , ;
SID:020,2,BAVE1E,RW09, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0170,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,BAVE1E,RW09,HER,LG,D,B,E   , ,   ,FA, ,IRA,LG,D, ,      ,2194,0004,0620,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BAVE1E,RW09,HER,LG,D,B,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     ,-,210,    ,   , , , , , , , , ;
SID:050,2,BAVE1E,RW09, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,3250,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:060,2,BAVE1E,RW09,BAVES,LG,E,A,EEC , ,   ,CF, ,SUD,LG,D, ,      ,0981,0277,2800,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAVE1K,RW09, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0910,    ,+,01000,     ,06000,-,210,    ,   ,IRA,LG,D, ,A, , , ;
SID:020,2,BAVE1K,RW09, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0170,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BAVE1K,RW09,D062E,LG,P,C,EY  , ,   ,CF, ,IRA,LG,D, ,      ,0622,0050,0620,0030,+,05000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,BAVE1K,RW09,IRA,LG,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BAVE1K,RW09,BAVES,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
