SID:010,5,BUZA2Y,RW25,WUW00,EG,P,C,EY  , ,   ,CF, ,MCT,EG,D, ,      ,1475,1277,2490,0010, ,     ,     ,06000, ,   ,    ,   ,EGWU,EG,P,A, , , , ;
SID:020,5,BUZA2Y,RW25, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2490,    ,+,00700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BUZA2Y,RW25,WUW01,EG,P,C,E   ,R,   ,CF, ,MCT,EG,D, ,      ,1482,1237,3520,0020, ,03000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,BUZA2Y,RW25,WUN02,EG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,BUZA2Y,RW25,BNN,EG,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:060,5,BUZA2Y,RW25,WUN03,EG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:070,5,BUZA2Y,RW25,WUN04,EG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:080,5,BUZA2Y,RW25,BUZAD,EG,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,BUZA4X,RW07,WUE00,EG,P,C,EY  , ,   ,CF, ,MCT,EG,D, ,      ,1471,1279,0690,0010, ,     ,     ,06000, ,   ,    ,   ,EGWU,EG,P,A, , , , ;
SID:020,5,BUZA4X,RW07, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0690,    ,+,00700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BUZA4X,RW07,WUN05,EG,P,C,E   , ,   ,CF, ,MCT,EG,D, ,      ,1459,1263,0090,0020, ,03000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,BUZA4X,RW07,WATFO,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,BUZA4X,RW07,WUN06,EG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:060,5,BUZA4X,RW07,BUZAD,EG,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,CHARLI,RW07,WUE01,EG,P,C,EY  , ,   ,CF, ,MCT,EG,D, ,      ,1450,1289,0690,0048, ,     ,     ,06000,-,210,    ,   ,EGWU,EG,P,A, , , , ;
SID:020,5,CHARLI,RW07,CHARE,EG,P,C,EE  , ,   ,CF, ,BPK,EG,D, ,      ,2139,0106,0330,0014, ,02000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:010,5,CPT5Y,RW25,WUW00,EG,P,C,EY  , ,   ,CF, ,MCT,EG,D, ,      ,1475,1277,2490,0010, ,     ,     ,06000, ,   ,    ,   ,EGWU,EG,P,A, , , , ;
SID:020,5,CPT5Y,RW25, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2490,    ,+,00700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CPT5Y,RW25,WUW02,EG,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,CPT5Y,RW25,CHT,EG,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,CPT5Y,RW25,ADRUG,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:060,5,CPT5Y,RW25,HEN,EG,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:070,5,CPT5Y,RW25,RODNI,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:080,5,CPT5Y,RW25,CPT,EG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,CPT6X,RW07,WUE00,EG,P,C,EY  , ,   ,CF, ,MCT,EG,D, ,      ,1471,1279,0690,0010, ,     ,     ,06000, ,   ,    ,   ,EGWU,EG,P,A, , , , ;
SID:020,5,CPT6X,RW07, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0690,    ,+,00700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CPT6X,RW07,WUN05,EG,P,C,E   , ,   ,CF, ,MCT,EG,D, ,      ,1459,1263,0090,0020, ,03000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,CPT6X,RW07,WATFO,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,CPT6X,RW07,WUN09,EG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:060,5,CPT6X,RW07,BNN,EG,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:070,5,CPT6X,RW07,HEN,EG,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:080,5,CPT6X,RW07,RODNI,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:090,5,CPT6X,RW07,CPT,EG,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,MATC2X,RW07,WUE00,EG,P,C,EY  , ,   ,CF, ,BPK,EG,D, ,      ,2240,0162,0690,0010, ,     ,     ,06000, ,   ,    ,   ,EGWU,EG,P,A, , , , ;
SID:020,5,MATC2X,RW07, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0690,    ,+,00700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MATC2X,RW07,WUN05,EG,P,C,E   , ,   ,CF, ,BPK,EG,D, ,      ,2276,0133,0090,0020, ,03000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,MATC2X,RW07,WATFO,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,MATC2X,RW07,WUN07,EG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:060,5,MATC2X,RW07,WUN08,EG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:070,5,MATC2X,RW07,BPK,EG,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:080,5,MATC2X,RW07,WUE09,EG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:090,5,MATC2X,RW07,MATCH,EG,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,MATC2Y,RW25,WUW00,EG,P,C,EY  , ,   ,CF, ,BPK,EG,D, ,      ,2254,0171,2490,0010, ,     ,     ,06000, ,   ,    ,   ,EGWU,EG,P,A, , , , ;
SID:020,5,MATC2Y,RW25, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2490,    ,+,00700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MATC2Y,RW25,WUW02,EG,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,MATC2Y,RW25,CHT,EG,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:050,5,MATC2Y,RW25,WATFO,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:060,5,MATC2Y,RW25,WUN07,EG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:070,5,MATC2Y,RW25,WUN08,EG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:080,5,MATC2Y,RW25,BPK,EG,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:090,5,MATC2Y,RW25,WUE09,EG,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:100,5,MATC2Y,RW25,MATCH,EG,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,ROMEO,RW25,WUW00,EG,P,C,EY  , ,   ,CF, ,MCT,EG,D, ,      ,1475,1277,2490,0010, ,     ,     ,06000, ,   ,    ,   ,EGWU,EG,P,A, , , , ;
SID:020,5,ROMEO,RW25, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2490,    ,+,00700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ROMEO,RW25,ROMEO,EG,P,C,EE  , ,   ,CF, ,MCT,EG,D, ,      ,1484,1228,3380,0040, ,02000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:005,5,ALES1H,ALL,ALESO,EG,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ALES1H,ALL,ROTNO,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,ALES1H,ALL,ETVAX,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ALES1H,ALL,TIGER,EG,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ALES1H,ALL,LLE01,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:050,5,ALES1H,ALL,BIG,EG,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL070,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:010,5,BARM1H,ALL,BARMI,EG,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,BARM1H,ALL,SONOG,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,BARM1H,ALL,LOGAN,EG,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL250,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,BARM1H,ALL,SABER,EG,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,BARM1H,ALL,BRASO,EG,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,BARM1H,ALL,WESUL,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:070,5,BARM1H,ALL,LAM,EG,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL070,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:010,5,BIG1Z,ALL,BIG,EG,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:020,5,BIG1Z,ALL,DORKI,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,BIG1Z,ALL,OCK,EG,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL070,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:010,5,HAZE1H,ALL,HAZEL,EG,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
