STAR:010,2,DEGA1L,RW21,DEGAS,DI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,AD,DI,D, , , , , ;
STAR:020,2,DEGA1L,RW21,D339M,DI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,DEGA1L,RW21,LUMKI,DI,P,C,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,DEGA1N,RW03,DEGAS,DI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,AD,DI,D, , , , , ;
STAR:020,2,DEGA1N,RW03,D339O,DI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,DEGA1N,RW03, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1590,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,DEGA1N,RW03,NURED,DI,P,C,EEC ,L,   ,AF, ,AD,DI,D, ,      ,2635,0130,3390,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,DEGA2V,ALL,DEGAS,DI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,AD,DI,D, , , , , ;
STAR:020,2,DEGA2V,ALL,AD,DI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,EGAD1K,RW03,EGADU,DG,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,AD,DI,D, , , , , ;
STAR:020,2,EGAD1K,RW03,D119O,DI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,EGAD1K,RW03, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2990,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
