APPCH:010,A,R17,EGPAX,EGPAX,FA,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R17,EGPAX,OB1T1,FA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:010,A,R17,IBMAV,IBMAV,FA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R17,IBMAV,OB1T1,FA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:010,A,R17,TEVUS,TEVUS,FA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R17,TEVUS,OB1T1,FA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:010,R,R17, ,OB1T1,FA,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,R,R17, ,OB1F1,FA,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1720,0050,+,02000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R17, ,OB1SD,FA,P,C,E S , ,302,TF, , , , , ,      ,    ,    ,1720,0022,+,01320,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:030,R,R17, ,RW17,FA,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1720,0038, ,00096,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R17, ,RW17,FA,P,G,G M , ,010,FA, ,OBV,FA,D, ,      ,0781,0002,1720,    ,+,00460,     ,     ,-,185,    ,   , , , , , ,B,J,S;
APPCH:050,R,R17, ,OB1M1,FA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,01300,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:060,R,R17, ,OB1M2,FA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02400,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:070,R,R17, ,EGPAX,FA,P,C,E   ,R,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:080,R,R17, ,EGPAX,FA,P,C,EE H,L,010,HM, , , , , ,      ,    ,    ,0820,T010,+,03700,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R35,AVOBI,AVOBI,FA,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R35,AVOBI,OB2T1,FA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:010,A,R35,DUTLI,DUTLI,FA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R35,DUTLI,OB2T1,FA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:010,A,R35,UVIXI,UVIXI,FA,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,A,R35,UVIXI,OB2T1,FA,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:010,R,R35, ,OB2T1,FA,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03400,     ,     ,-,220,    ,   , , , , , ,B,J,S;
APPCH:020,R,R35, ,OB2F1,FA,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3520,0050,+,02000,     ,     ,-,220,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R35, ,RW35,FA,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3520,0060, ,00087,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R35, ,RW35,FA,P,G,G M , ,010,FA, ,OBV,FA,D, ,      ,1638,0017,3520,    ,+,00460,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R35, ,OB2M1,FA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,01040,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:060,R,R35, ,OB2M2,FA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     ,-,230,    ,   , , , , , ,B,J,S;
