SID:010,6,PADRZ2,EHF,PADRZ,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,PADRZ2,EHF,HFMNN,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,PADRZ2,EHF,CHKNN,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,PADRZ2,EHF,RIDDL,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,PADRZ2,EHF,LANDO,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,PADRZ2,EHF,EHF,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,PADRZ2,IKAYE,PADRZ,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,PADRZ2,IKAYE,IKAYE,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,PADRZ2,OROSZ,PADRZ,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,PADRZ2,OROSZ,HFMNN,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,PADRZ2,OROSZ,CHKNN,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,PADRZ2,OROSZ,RIDDL,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,PADRZ2,OROSZ,TWINE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,PADRZ2,OROSZ,OROSZ,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,CHASR2,IPL,IPL,K2,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL260,FL240,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,CHASR2,IPL,BLUZE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL190,17000,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,CHASR2,IPL,GUUSE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,12000,10000,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,CHASR2,IPL,TOPGN,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,CHASR2,MOMAR,MOMAR,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL260,FL240,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,CHASR2,MOMAR,DSURT,K2,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL230,FL190,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,CHASR2,MOMAR,TRIXI,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,14000,12000,     , ,270,    ,   , , , , , , , , ;
STAR:040,4,CHASR2,MOMAR,RIPPL,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,CHASR2,MOMAR,TOPGN,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,CHASR2,PKE,PKE,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,CHASR2,PKE,LNDON,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,CHASR2,PKE,WBERG,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,CHASR2,PKE,SHADI,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,CHASR2,PKE,MOMAR,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL260,FL240,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,CHASR2,PKE,DSURT,K2,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL230,FL190,     , ,   ,    ,   , , , , , , , , ;
STAR:070,4,CHASR2,PKE,TRIXI,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,14000,12000,     , ,270,    ,   , , , , , , , , ;
STAR:080,4,CHASR2,PKE,RIPPL,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:090,4,CHASR2,PKE,TOPGN,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,CHASR2,TTRUE,TTRUE,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,CHASR2,TTRUE,LINNE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,CHASR2,TTRUE,SRRFR,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,CHASR2,TTRUE,TRRSH,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,CHASR2,TTRUE,SHADI,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,CHASR2,TTRUE,MOMAR,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL260,FL240,     , ,   ,    ,   , , , , , , , , ;
STAR:070,4,CHASR2,TTRUE,DSURT,K2,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL230,FL190,     , ,   ,    ,   , , , , , , , , ;
STAR:080,4,CHASR2,TTRUE,TRIXI,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,14000,12000,     , ,270,    ,   , , , , , , , , ;
STAR:090,4,CHASR2,TTRUE,RIPPL,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,08500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:100,4,CHASR2,TTRUE,TOPGN,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07300,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,CHASR2,ALL,TOPGN,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07300,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,CHASR2,ALL,CHASR,K2,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06400,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,CHASR2,ALL,CHASR,K2,E,A,EE  , ,   ,FM, ,PGY,K2,D, ,      ,0716,0116,2500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R08L,LUGJA,LUGJA,K2,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,0965,0040,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R08L,MZB,MZB,K2,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R08L,MZB,LUGJA,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,1703,0094,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R08L, ,LUGJA,K2,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R08L, ,YAPKI,K2,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,0965,0072,+,02400,     ,     , ,   ,    ,   ,UGOYA,K2,P,C, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R08L, ,UGOYA,K2,P,C,EY M, ,031,TF, , , , , ,      ,    ,    ,0815,0052, ,00735,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R08L, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0815,    ,+,00940,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R08L, ,LUGJA,K2,P,C,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:060,R,R08L, ,LUGJA,K2,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,0965,0040,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,VOR-A,MZB,MZB,K2,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,VOR-A,MZB,HAILE,K2,E,A,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,S,VOR-A, ,HAILE,K2,E,A,E  I, ,   ,IF, ,PGY,K2,D, ,      ,3360,0103,    ,    ,+,04000,     ,18000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,S,VOR-A, ,FINLE,K2,P,C,E  F, ,   ,CF, ,PGY,K2,D, ,      ,3360,0042,1560,0061,+,02400,     ,     , ,   ,    ,   ,PGY,K2,D, , ,0, ,C;
APPCH:021,S,VOR-A, ,ZEKLU,K2,P,C,E S , ,   ,CF, ,PGY,K2,D, ,      ,3360,0020,1560,0022,+,01380,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:030,S,VOR-A, ,PGY,K2,D, ,VY M, ,   ,CF, ,PGY,K2,D, ,      ,0000,0000,1560,0020, ,02260,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,S,VOR-A, ,MZB,K2,D, ,VYM ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,S,VOR-A, ,MZB,K2,D, ,VE  ,L,   ,HM, , , , , ,      ,    ,    ,2560,T010,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
RWY:RW08L,     ,+01258,00526,R,    , ,   ;N32342566,W116593634,0000;
RWY:RW08R,     ,+01242,00521,D,    , ,   ;N32341772,W116590365,0000;
RWY:RW26L,     ,+01194,00507,D,    , ,   ;N32341464,W116582661,0000;
RWY:RW26R,     ,+01202,00508,V,    , ,   ;N32341796,W116580363,0000;
