SID:010,2,DIKR1A,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1090,    ,+,02670,     ,08180, ,   ,    ,   ,ZM,UI,P,N, , , , ;
SID:020,2,DIKR1A,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0940,    ,+,04240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,DIKR1A,RW11, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0560,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DIKR1A,RW11,DIKRA,UI,E,A,EEC , ,   ,CF, ,KTN,UI,D, ,      ,0831,0323,0860,0240,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIKR1B,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2890,    ,+,02670,     ,08180, ,   ,    ,   ,DG,UI,P,N, , , , ;
SID:020,2,DIKR1B,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2740,    ,+,04170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DIKR1B,RW29,DG,UI,P,N,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DIKR1B,RW29,DIKRA,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIKR1C,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1090,    ,+,02670,     ,08180, ,   ,    ,   ,KTN,UI,D, , , , , ;
SID:020,2,DIKR1C,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0940,    ,+,04240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DIKR1C,RW11,DIKRA,UI,E,A,EEC , ,   ,CF, ,KTN,UI,D, ,      ,0831,0323,0830,0280,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIKR1D,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2890,    ,+,02670,     ,08180, ,   ,    ,   ,KTN,UI,D, , , , , ;
SID:020,2,DIKR1D,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2740,    ,+,04170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DIKR1D,RW29,KTN,UI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DIKR1D,RW29,DIKRA,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DIKR1E,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1090,    ,+,02670,     ,08180, ,   ,    ,   ,UIAA,UI,P,A, , , , ;
SID:020,5,DIKR1E,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0940,    ,+,04240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DIKR1E,RW11,DIKRA,UI,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DIKR1F,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2890,    ,+,02670,     ,08180, ,   ,    ,   ,UIAA,UI,P,A, , , , ;
SID:020,5,DIKR1F,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2740,    ,+,04170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DIKR1F,RW29,DIKRA,UI,E,A,EEC ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIKR1M,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1090,    ,+,04240,     ,08180, ,   ,    ,   ,ZM,UI,P,N, , , , ;
SID:020,2,DIKR1M,RW11, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0410,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DIKR1M,RW11,DIKRA,UI,E,A,EEC , ,   ,CF, ,KTN,UI,D, ,      ,0831,0323,0860,0250,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIKR1N,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2890,    ,+,04170,     ,08180, ,   ,    ,   ,DG,UI,P,N, , , , ;
SID:020,2,DIKR1N,RW29,DG,UI,P,N,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DIKR1N,RW29,DIKRA,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIKR1P,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1090,    ,+,04240,     ,08180, ,   ,    ,   ,KTN,UI,D, , , , , ;
SID:020,2,DIKR1P,RW11, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0530,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DIKR1P,RW11,DIKRA,UI,E,A,EEC , ,   ,CF, ,KTN,UI,D, ,      ,0831,0323,0830,0270,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIKR1Q,RW29, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2890,    ,+,04170,     ,08180, ,   ,    ,   ,KTN,UI,D, , , , , ;
SID:020,2,DIKR1Q,RW29,KTN,UI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
