SID:010,2,AGID2A,RW35,DER35,UL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,BF,UL,P,N, , , , ;
SID:020,2,AGID2A,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3540,    ,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AGID2A,RW35,BF,UL,P,N,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AGID2A,RW35,AGIDI,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AGID2B,RW35,DER35,UL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,UHT,UL,D, , , , , ;
SID:020,2,AGID2B,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3540,    ,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AGID2B,RW35,UHT,UL,D, ,VY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AGID2B,RW35,AGIDI,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AGID2C,RW17,DER17,UL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,UHT,UL,D, , , , , ;
SID:020,2,AGID2C,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1740,    ,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AGID2C,RW17, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,2670,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AGID2C,RW17,AGIDI,UL,E,A,EEC , ,   ,CF, ,UHT,UL,D, ,      ,2374,0428,2370,0380,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AGID2D,RW17,DER17,UL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,DP,UL,P,N, , , , ;
SID:020,2,AGID2D,RW17, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1740,    ,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AGID2D,RW17,DP,UL,P,N,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AGID2D,RW17, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1950,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,AGID2D,RW17,AGIDI,UL,E,A,EEC , ,   ,CF, ,UHT,UL,D, ,      ,2374,0428,2340,0400,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AGID2M,RW17,YH001,UL,P,C,EYC , ,   ,CF, ,UHT,UL,D, ,      ,1721,0031,1740,0030, ,     ,     ,03000, ,   ,    ,   ,UUYH,UL,P,A, , , , ;
SID:020,5,AGID2M,RW17,AGIDI,UL,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AGID2Q,RW35,YH029,UL,P,C,EYC , ,   ,CF, ,UHT,UL,D, ,      ,3579,0042,3540,0030, ,     ,     ,03000,-,265,    ,   ,UUYH,UL,P,A, , , , ;
SID:020,5,AGID2Q,RW35,YH030,UL,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AGID2Q,RW35,AGIDI,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GAPR2A,RW35,DER35,UL,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,03000, ,   ,    ,   ,BF,UL,P,N, , , , ;
SID:020,2,GAPR2A,RW35, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3540,    ,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GAPR2A,RW35,BF,UL,P,N,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
