SID:010,2,ALOS1C,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1330,    ,+,01560,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,ALOS1C,RW13,D131F,LE,P,C,E   , ,   ,CF, ,LLE,LE,D, ,      ,1310,0060,1310,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALOS1C,RW13, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1310,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,2,ALOS1C,RW13,D003I,LE,P,C,E   ,L,   ,AF, ,LLE,LE,D, ,      ,0030,0090,1310,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ALOS1C,RW13,ALOSU,LE,E,A,EEC , ,   ,CF, ,LLE,LE,D, ,      ,3530,0123,3530,0030,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALOS1D,RW31,RW13,LE,P,G,G   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,ALOS1D,RW31, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3130,    ,+,01700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALOS1D,RW31, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,1430,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,ALOS1D,RW31,D093G,LE,P,C,E   , ,   ,CF, ,LLE,LE,D, ,      ,0930,0070,0930,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:045,2,ALOS1D,RW31, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0930,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:050,2,ALOS1D,RW31,D003I,LE,P,C,E   ,L,   ,AF, ,LLE,LE,D, ,      ,0030,0090,0930,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ALOS1D,RW31,ALOSU,LE,E,A,EEC , ,   ,CF, ,LLE,LE,D, ,      ,3530,0123,3530,0030,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BARB1C,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1330,    ,+,01560,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,BARB1C,RW13,D131F,LE,P,C,E   , ,   ,CF, ,LLE,LE,D, ,      ,1310,0060,1310,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BARB1C,RW13, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1310,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,2,BARB1C,RW13,D036I,LE,P,C,E   ,L,   ,AF, ,LLE,LE,D, ,      ,0360,0090,1310,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BARB1C,RW13,BARBO,LE,E,A,EEC , ,   ,CF, ,LLE,LE,D, ,      ,0201,0463,0200,0370,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BARB1D,RW31,RW13,LE,P,G,G   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,BARB1D,RW31, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3130,    ,+,01700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BARB1D,RW31, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,0500,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
