SID:010,5,OATES1,RW21,FETIN,K2,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,OATES1,RW21,HEMUT,K2,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,2127,0081, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,OATES1,RW21,ZABUS,K2,P,C,E   ,L,010,TF,Y, , , , ,      ,    ,    ,1065,0122, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,OATES1,RW21,OATES,K2,E,A,EE  ,L,010,TF,Y, , , , ,      ,    ,    ,3529,0154, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,P03,JUWSO,JUWSO,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,P,P,S;
APPCH:020,A,P03,JUWSO,EXUTY,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,1230,0068,+,08000,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:010,A,P03,MINGY,MINGY,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,P,P,S;
APPCH:020,A,P03,MINGY,BOWSU,K2,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,3010,0092,+,09500,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:030,A,P03,MINGY,EXUTY,K2,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,3030,0050,+,08000,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:010,P,P03, ,EXUTY,K2,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,18000, ,   ,    ,   , , , , , ,P,P,S;
APPCH:020,P,P03, ,LYRIT,K2,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,0330,0053,+,06600,     ,     , ,   ,    ,   ,LOMBB,K2,P,C, ,P,P,S;
APPCH:030,P,P03, ,LOMBB,K2,P,C,EY M, ,   ,TF, , , , , ,      ,    ,    ,0330,0044, ,05200,     ,     , ,   ,-300,   , , , , , ,P,P,S;
APPCH:040,P,P03, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0330,    ,+,05230,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:050,P,P03, ,MINGY,K2,E,A,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:060,P,P03, ,MINGY,K2,E,A,EE  ,R,   ,HM, , , , , ,      ,    ,    ,2200,0040,+,12000,     ,     , ,   ,    ,   , , , , , ,P,P,S;
RWY:RW03 ,     ,      ,04736,D,    , ,   ;N34503722,W111474046,0000;
RWY:RW21 ,     ,      ,04830,D,    , ,   ;N34511262,W111465636,0000;
