SID:010,4,ANEK1X,RW07C,DF967,ED,P,C,E   , ,010,CF, ,FKS,ED,D, ,      ,0175,0179,0680,0045, ,     ,     ,05000, ,   ,    ,   ,EDDF,ED,P,A, , , , ;
SID:020,4,ANEK1X,RW07C,DF966,ED,P,C,E   ,R,010,RF, , , , , ,002300,    ,    ,    ,0060, ,     ,     ,     ,-,220,    ,   ,DF965,ED,P,C, , , , ;
SID:030,4,ANEK1X,RW07C,DF964,ED,P,C,E   ,L,010,RF, , , , , ,003900,    ,    ,    ,0018, ,     ,     ,     ,-,250,    ,   ,DF963,ED,P,C, , , , ;
SID:040,4,ANEK1X,RW07C,DF157,ED,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,ANEK1X,RW07C,ANEKI,ED,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANEK1Y,RW07R,DF960,ED,P,C,E   , ,010,CF, ,FKS,ED,D, ,      ,0115,0165,0610,0024,+,00945,     ,05000, ,   ,    ,   ,EDDF,ED,P,A, , , , ;
SID:020,4,ANEK1Y,RW07R,DF969,ED,P,C,E   ,R,010,RF, , , , , ,002200,    ,    ,    ,0002,+,01005,     ,     , ,   ,    ,   ,DF958,ED,P,C, , , , ;
SID:030,4,ANEK1Y,RW07R,DF967,ED,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,ANEK1Y,RW07R,DF966,ED,P,C,E   ,R,010,RF, , , , , ,002300,    ,    ,    ,0060, ,     ,     ,     ,-,220,    ,   ,DF965,ED,P,C, , , , ;
SID:050,4,ANEK1Y,RW07R,DF964,ED,P,C,E   ,L,010,RF, , , , , ,003900,    ,    ,    ,0018, ,     ,     ,     ,-,250,    ,   ,DF963,ED,P,C, , , , ;
SID:060,4,ANEK1Y,RW07R,DF157,ED,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,ANEK1Y,RW07R,ANEKI,ED,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANEK2F,RW25C,DF134,ED,P,C,EY  , ,   ,CF, ,NVO,ED,D, ,      ,1197,0865,2460,0010,+,00800,     ,05000, ,   ,    ,   ,EDDF,ED,P,A, , , , ;
SID:020,4,ANEK2F,RW25C,DF141,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ANEK2F,RW25C,DF143,ED,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ANEK2F,RW25L,DF135,ED,P,C,EY  , ,   ,CF, ,NVO,ED,D, ,      ,1198,0868,2460,0010,+,00800,     ,05000, ,   ,    ,   ,EDDF,ED,P,A, , , , ;
SID:020,4,ANEK2F,RW25L,DF142,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ANEK2F,RW25L,DF143,ED,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,ANEK2F, ,DF143,ED,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,EDDF,ED,P,A, , , , ;
SID:010,5,ANEK2F, ,DF137,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:020,5,ANEK2F, ,DF101,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANEK2F, ,ANEKI,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANEK2L,RW18, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1760,    ,+,00800,     ,05000, ,   ,    ,   ,EDDF,ED,P,A, , , , ;
SID:030,5,ANEK2L,RW18,DF101,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
