SID:010,5,KAVTU2,RW30,AGDIG,CY,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,KAVTU2,RW30,KAVTU,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KAVTU2,RW30,DULKO,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:010,5,TUKES1,RW12,TUKES,CY,P,C,EB  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:010,6,TUKES1,FOCHE,TUKES,CY,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,TUKES1,FOCHE,KIXAB,CY,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,TUKES1,FOCHE,FOCHE,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:010,6,TUKES1,IKNOS,TUKES,CY,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,TUKES1,IKNOS,IKNOS,CY,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     ,-,210,    ,   , , , , , , , , ;
APPCH:010,A,RNVA,GOVAD,GOVAD,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,GOVAD,BIRLA,CY,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:030,A,RNVA,GOVAD,LOPGO,CY,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     ,-,230,    ,   , , , , , ,B,J,C;
APPCH:040,A,RNVA,GOVAD,MIXEG,CY,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05600,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,A,RNVA,GOVAD,UKTID,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05100,     ,     ,-,210,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVA,UQQ,UQQ,CY,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,UQQ,DULKO,CY,E,A,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:030,A,RNVA,UQQ,KAVTU,CY,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , ,B,J,C;
APPCH:040,A,RNVA,UQQ,UKTID,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05100,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVA, ,UKTID,CY,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,05100,     ,18000,-,210,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVA, ,OBNUT,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1180,0050,+,03600,     ,     , ,   ,    ,   ,RW12,CY,P,G, ,B,J,C;
APPCH:030,R,RNVA, ,RW12,CY,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1180,0050, ,00297,     ,     , ,   ,-621,   , , , , , ,B,J,C;
APPCH:040,R,RNVA, ,IGVIT,CY,P,C,E M , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVA, ,VITIX,CY,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,06300,     ,     ,-,220,    ,   , , , , , ,B,J,C;
APPCH:060,R,RNVA, ,VITIX,CY,P,C,EE H,L,010,HM, , , , , ,      ,    ,    ,0280,T010, ,     ,     ,     ,-,230,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVB,FOCHE,FOCHE,CY,E,A,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,U,C;
APPCH:020,A,RNVB,FOCHE,EMKUS,CY,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , ,B,U,C;
APPCH:030,A,RNVB,FOCHE,KIXAB,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,180,    ,   , , , , , ,B,U,C;
APPCH:010,A,RNVB,IKNOS,IKNOS,CY,E,A,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,U,C;
APPCH:020,A,RNVB,IKNOS,PIDPU,CY,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     ,-,210,    ,   , , , , , ,B,U,C;
APPCH:030,A,RNVB,IKNOS,KIXAB,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     ,-,180,    ,   , , , , , ,B,U,C;
APPCH:010,R,RNVB, ,KIXAB,CY,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,18000,-,180,    ,   , , , , , ,B,U,C;
APPCH:020,R,RNVB, ,OMVUS,CY,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2980,0050,+,03300,     ,     , ,   ,    ,   ,RW30,CY,P,G, ,B,U,C;
APPCH:030,R,RNVB, ,RW30,CY,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2980,0034, ,00289,     ,     , ,   ,-820,   , , , , , ,B,U,C;
APPCH:040,R,RNVB, ,KAVTU,CY,P,C,E M , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,U,C;
APPCH:050,R,RNVB, ,DULKO,CY,E,A,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,08000,     ,     ,-,200,    ,   , , , , , ,B,U,C;
APPCH:060,R,RNVB, ,DULKO,CY,E,A,EE H,R,010,HM, , , , , ,      ,    ,    ,0180,T010, ,     ,     ,     ,-,230,    ,   , , , , , ,B,U,C;
APPCH:010,A,RNVC,GOVAD,GOVAD,CY,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVC,GOVAD,BIRLA,CY,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:030,A,RNVC,GOVAD,LOPGO,CY,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     ,-,230,    ,   , , , , , ,B,J,C;
APPCH:040,A,RNVC,GOVAD,MIXEG,CY,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05600,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,A,RNVC,GOVAD,UKTID,CY,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05100,     ,     ,-,210,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVC,UQQ,UQQ,CY,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVC,UQQ,DULKO,CY,E,A,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
