SID:010,2,BOBM2A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00810,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,B, , , ;
SID:020,2,BOBM2A,RW01,PTZ,UL,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,BOBM2A,RW01,BOBMU,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOBM2B,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00810,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,B, , , ;
SID:020,2,BOBM2B,RW01,XO,UL,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,BOBM2B,RW01,BOBMU,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOBM2C,RW19, , , , ,    , ,   ,CD, ,PTZ,UL,D, ,      ,    ,    ,1900,0041,+,00800,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,B, , , ;
SID:015,2,BOBM2C,RW19, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2500,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:020,2,BOBM2C,RW19,BOBMU,UL,E,A,EEC , ,   ,CF, ,PTZ,UL,D, ,      ,2200,0407,2200,0330,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOBM2D,RW19, , , , ,    , ,   ,CD, ,PTZ,UL,D, ,      ,    ,    ,1900,0057, ,     ,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,B, , , ;
SID:020,2,BOBM2D,RW19, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BOBM2D,RW19,BOBMU,UL,E,A,EEC , ,   ,CF, ,PTZ,UL,D, ,      ,2200,0407,2240,0340,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BOBM2E,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00810,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,A, , , ;
SID:020,5,BOBM2E,RW01,PB307,UL,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BOBM2E,RW01,PB301,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BOBM2E,RW01,BOBMU,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BOBM2F,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1900,    ,+,00800,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,A, , , ;
SID:020,5,BOBM2F,RW19,PB301,UL,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BOBM2F,RW19,BOBMU,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GITO2A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00810,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,B, , , ;
SID:020,2,GITO2A,RW01,PTZ,UL,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,GITO2A,RW01,GITOS,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GITO2B,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00810,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,B, , , ;
SID:020,2,GITO2B,RW01,XO,UL,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,GITO2B,RW01,GITOS,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GITO2C,RW19, , , , ,    , ,   ,CD, ,PTZ,UL,D, ,      ,    ,    ,1900,0041,+,00800,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,B, , , ;
SID:020,2,GITO2C,RW19, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,3100,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,GITO2C,RW19,GITOS,UL,E,A,EEC , ,   ,CF, ,PTZ,UL,D, ,      ,2567,0407,2570,0340,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GITO2D,RW19, , , , ,    , ,   ,CD, ,PTZ,UL,D, ,      ,    ,    ,1900,0057, ,     ,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,B, , , ;
SID:020,2,GITO2D,RW19, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,2930,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,GITO2D,RW19,GITOS,UL,E,A,EEC , ,   ,CF, ,PTZ,UL,D, ,      ,2567,0407,2630,0330,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GITO2E,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00810,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,A, , , ;
SID:020,5,GITO2E,RW01,PB307,UL,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GITO2E,RW01,GITOS,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GITO2F,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1900,    ,+,00800,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,A, , , ;
SID:020,5,GITO2F,RW19,GITOS,UL,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OSNE2A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00810,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,B, , , ;
SID:015,2,OSNE2A,RW01, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2750,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,OSNE2A,RW01,OSNEN,UL,E,A,EEC , ,   ,CF, ,PTZ,UL,D, ,      ,3122,0405,3120,0360,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OSNE2B,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00810,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,B, , , ;
SID:020,2,OSNE2B,RW01, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2500,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,OSNE2B,RW01,OSNEN,UL,E,A,EEC , ,   ,CF, ,PTZ,UL,D, ,      ,3122,0405,3180,0350,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OSNE2C,RW19, , , , ,    , ,   ,CD, ,PTZ,UL,D, ,      ,    ,    ,1900,0041,+,00800,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,B, , , ;
SID:020,2,OSNE2C,RW19, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,0170,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,OSNE2C,RW19,OSNEN,UL,E,A,EEC , ,   ,CF, ,PTZ,UL,D, ,      ,3122,0405,3120,0370,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OSNE2D,RW19, , , , ,    , ,   ,CD, ,PTZ,UL,D, ,      ,    ,    ,1900,0057, ,     ,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,B, , , ;
SID:020,2,OSNE2D,RW19, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,0170,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,OSNE2D,RW19,OSNEN,UL,E,A,EEC , ,   ,CF, ,PTZ,UL,D, ,      ,3122,0405,3180,0400,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OSNE2E,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00810,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,A, , , ;
SID:020,5,OSNE2E,RW01,PB303,UL,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,OSNE2E,RW01,OSNEN,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OSNE2F,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1900,    ,+,00800,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,A, , , ;
SID:020,5,OSNE2F,RW19,PB306,UL,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,OSNE2F,RW19,PB303,UL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,OSNE2F,RW19,OSNEN,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PEME2A,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00810,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,B, , , ;
SID:020,2,PEME2A,RW01,PTZ,UL,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:040,2,PEME2A,RW01,PEMEM,UL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PEME2B,RW01, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0100,    ,+,00810,     ,03200, ,   ,    ,   ,ULPB,UL,P,A,B, , , ;
