SID:010,2,BURI5A,RW07, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0670,    ,+,02700,     ,10000, ,   ,    ,   ,UGN,UA,D,B, , , , ;
SID:020,2,BURI5A,RW07,UGN,UA,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BURI5A,RW07,UGN,UA,D,B,E  H,L,   ,HA, , , , , ,      ,    ,    ,2510,T010,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BURI5A,RW07,BURID,UA,E,A,EEC , ,   ,CF, ,AGZ,UA,D, ,      ,1505,0581,2580,0270,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BURI5B,RW25, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2470,    ,+,02700,     ,10000, ,   ,    ,   ,UGN,UA,D,B, , , , ;
SID:020,2,BURI5B,RW25,UGN,UA,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BURI5B,RW25,UGN,UA,D,B,E  H,L,   ,HA, , , , , ,      ,    ,    ,2510,T010,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BURI5B,RW25,BURID,UA,E,A,EEC , ,   ,CF, ,AGZ,UA,D, ,      ,1505,0581,2580,0270,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NINK1A,RW07, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0670,    ,+,02700,     ,10000, ,   ,    ,   ,UGN,UA,D,B, , , , ;
SID:020,2,NINK1A,RW07,UGN,UA,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NINK1A,RW07,UGN,UA,D,B,E  H,L,   ,HA, , , , , ,      ,    ,    ,2510,T010,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NINK1A,RW07,NINKO,UA,E,A,EE  , ,   ,CF, ,AGZ,UA,D, ,      ,1375,0473,2950,0250,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NINK1B,RW25, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2470,    ,+,02700,     ,10000, ,   ,    ,   ,UGN,UA,D,B, , , , ;
SID:020,2,NINK1B,RW25,UGN,UA,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NINK1B,RW25,UGN,UA,D,B,E  H,L,   ,HA, , , , , ,      ,    ,    ,2510,T010,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NINK1B,RW25,NINKO,UA,E,A,EE  , ,   ,CF, ,AGZ,UA,D, ,      ,1375,0473,2950,0250,B,FL140,FL120,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,BURI5C,RW07,BURID,UA,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   ,UGN,UA,D,B, , , , ;
STAR:020,2,BURI5C,RW07,UGN,UA,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,NINK1C,RW07,NINKO,UA,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL120,     , ,   ,    ,   ,UGN,UA,D,B, , , , ;
STAR:020,2,NINK1C,RW07,UGN,UA,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,N07,UGN,UGN,UA,D,B,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N07,UGN,UGN,UA,D,B,EY  , ,   ,FC, ,UGN,UA,D,B,      ,0000,0000,2330,0105,+,04400,     ,     ,-,140,    ,   , , , , , ,0, ,S;
APPCH:030,A,N07,UGN,FF07,UA,P,C,EE  ,R,   ,CF,Y,UGN,UA,D,B,      ,2410,0088,0610,0020,+,04400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,N,N07, ,FF07,UA,P,C,E  F, ,   ,IF, ,UGN,UA,D,B,      ,    ,    ,    ,    ,+,04400,     ,     , ,   ,    ,   ,UGN,UA,D,B, ,0, ,S;
APPCH:030,N,N07, ,EP07,UA,P,C,EY E, ,   ,CF, ,UGN,UA,D,B,      ,    ,    ,0610,0086, ,01679,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,N,N07, ,UGN,UA,D,B,EY M, ,   ,CF, ,UGN,UA,D,B,      ,    ,    ,0610,0002,+,02110,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N07, ,UGN,UA,D,B,EYM , ,   ,FC, ,UGN,UA,D,B,      ,0000,0000,0610,0031,+,02700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,N,N07, ,UGN,UA,D,B,EE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,04400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW07 ,     ,      ,01629, ,    , ,   ;N47052015,E081391904,0000;
RWY:RW25 ,     ,      ,01702, ,    , ,   ;N47054122,E081405375,0000;
