APPCH:010,A,D10,CONCH,CONCH,HL,E,A,E CC, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,07000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D10,CONCH,D291J,HL,P,C,E   , ,   ,CF, ,MTG,HL,D, ,      ,2915,0099,1170,0039,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D10,CONCH,FD10,HL,P,C,EE  , ,   ,CF, ,MTG,HL,D, ,      ,2820,0045,1170,0056,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D10,DERKA,DERKA,HL,E,A,E CC, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D10,DERKA,D015N,HL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D10,DERKA,D293N,HL,P,C,E   ,L,   ,AF, ,MTG,HL,D, ,      ,2930,0140,0150,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D10,DERKA,D291J,HL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,A,D10,DERKA,FD10,HL,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D10, ,FD10,HL,P,C,E  F, ,   ,IF, ,MTG,HL,D, ,      ,2820,0045,    ,    ,+,01500,     ,07000, ,   ,    ,   ,MTG,HL,D, , ,0, ,S;
APPCH:030,D,D10, ,MD10,HL,P,C,E  M, ,   ,CF, ,MTG,HL,D, ,      ,2820,0005,1020,0040, ,00193,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D10, ,MD10,HL,P,C,E M , ,   ,FA, ,MTG,HL,D, ,      ,2820,0005,1020,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D10, , , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,3450,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D10, ,DERKA,HL,E,A,E C , ,   ,CF, ,MTG,HL,D, ,      ,0152,0161,0150,0070, ,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D10, ,DERKA,HL,E,A,EECH,R,   ,HM, , , , , ,      ,    ,    ,2820,T010,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D28,DERKA,DERKA,HL,E,A,E CH, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000,-,210,    ,   , , , , , ,0, ,S;
APPCH:020,A,D28,DERKA,D015N,HL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D28,DERKA,D106N,HL,P,C,E   ,R,   ,AF, ,MTG,HL,D, ,      ,1062,0140,0150,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D28,DERKA,D105J,HL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,A,D28,DERKA,FD28,HL,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D28,KUTAB,KUTAB,HL,E,A,E CC, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,07000,-,210,    ,   , , , , , ,0, ,S;
APPCH:020,A,D28,KUTAB,D105J,HL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D28,KUTAB,FD28,HL,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D28, ,FD28,HL,P,C,E  F, ,   ,IF, ,MTG,HL,D, ,      ,1020,0060,    ,    ,+,01500,     ,07000, ,   ,    ,   ,MTG,HL,D, , ,0, ,S;
APPCH:030,D,D28, ,MD28,HL,P,C,E  M, ,   ,CF, ,MTG,HL,D, ,      ,1020,0020,2820,0040, ,00185,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D28, ,MTG,HL,D, ,V M , ,   ,CF, ,MTG,HL,D, ,      ,0000,0000,2820,0020, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D28, ,MTG,HL,D, ,V   , ,   ,FA, ,MTG,HL,D, ,      ,0000,0000,2820,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D28, , , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,0450,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D28, ,DERKA,HL,E,A,E C , ,   ,CF, ,MTG,HL,D, ,      ,0152,0161,0150,0070, ,02000,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:080,D,D28, ,DERKA,HL,E,A,EECH,L,   ,HM, , , , , ,      ,    ,    ,1020,T010,+,02000,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:010,A,I28,DERKA,DERKA,HL,E,A,E CC, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I28,DERKA,D015N,HL,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I28,DERKA,D103N,HL,P,C,E   ,R,   ,AF, ,MTG,HL,D, ,      ,1029,0140,0150,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:040,A,I28,DERKA,CF28,HL,P,C,EE  , ,   ,CF, ,IMTG,HL,P,I,      ,1033,0122,2830,0021,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I28,KUTAB,KUTAB,HL,E,A,E CC, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,07000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I28,KUTAB,CF28,HL,P,C,EE  , ,   ,TF, ,IMTG,HL,P,I,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I28, ,CF28,HL,P,C,E  I, ,   ,IF, ,IMTG,HL,P,I,      ,1033,0122,    ,    ,J,02000,02000,07000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I28, ,LM003,HL,P,C,E  F, ,   ,CF, ,IMTG,HL,P,I,      ,1033,0078,2830,0044,H,02000,02000,     , ,   ,-310,   ,MTG,HL,D, , ,0,N,S;
APPCH:030,I,I28, ,RW28,HL,P,G,G  M, ,   ,CF, ,IMTG,HL,P,I,      ,1032,0019,2830,0058, ,00076,     ,     , ,   ,-310,   , , , , , ,0,N,S;
APPCH:040,I,I28, ,RW28,HL,P,G,G M , ,   ,FA, ,MTG,HL,D, ,      ,1000,0017,2830,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I28, , , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,0450,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I28, ,DERKA,HL,E,A,E C , ,   ,CF, ,MTG,HL,D, ,      ,0152,0161,0150,0090, ,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,I,I28, ,DERKA,HL,E,A,EECH,L,   ,HM, , , , , ,      ,    ,    ,1020,T010,+,02000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
RWY:RW10 ,     ,      ,00030, ,    , ,   ;N32534480,E013161330,0000;
RWY:RW28 ,     ,      ,00026, ,IMTG,1,   ;N32531620,E013181780,0000;
