APPCH:020,N,N14, ,FN14,NT,P,C,E  F, ,   ,IF, ,AA,NT,D,B,      ,    ,    ,    ,    ,+,01200,     ,     , ,   ,    ,   ,AA,NT,D,B, ,0, ,S;
APPCH:030,N,N14, ,RW14,NT,P,G,G  M, ,   ,CF, ,AA,NT,D,B,      ,    ,    ,1400,0040, ,00061,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,N,N14, ,AA,NT,D,B,E M , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N14, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1400,    ,+,00530,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,N,N14, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0990,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,N,N14, ,AA,NT,D,B,EE H,E,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,N,N32, ,FN32,NT,P,C,E  F, ,   ,IF, ,AA,NT,D,B,      ,    ,    ,    ,    ,+,01200,     ,     , ,   ,    ,   ,AA,NT,D,B, ,0, ,S;
APPCH:030,N,N32, ,RW32,NT,P,G,G  M, ,   ,CF, ,AA,NT,D,B,      ,    ,    ,3120,0040, ,00056,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,N,N32, ,AA,NT,D,B,E M , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N32, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3120,    ,+,00530,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,N,N32, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3590,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,N,N32, ,AA,NT,D,B,EE H,E,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,NDBA,AA,AA,NT,D,B,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,NDBA,AA,AA,NT,D,B,EY  , ,   ,FC, ,AA,NT,D,B,      ,0000,0000,3380,0060,+,01200,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:030,A,NDBA,AA,FF140,NT,P,C,EE  ,L,   ,CF,Y,AA,NT,D,B,      ,3200,0040,1400,0020,+,01200,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,N,NDBA, ,FF140,NT,P,C,E  F, ,   ,IF, ,AA,NT,D,B,      ,    ,    ,    ,    ,+,01200,     ,     , ,   ,    ,   ,AA,NT,D,B, ,0, ,C;
APPCH:030,N,NDBA, ,AA,NT,D,B,E  M, ,   ,CF, ,AA,NT,D,B,      ,    ,    ,1400,0040, ,00620,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,N,NDBA, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0990,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,N,NDBA, ,AA,NT,D,B,EE H,E,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,A,NDBB,AA,AA,NT,D,B,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,NDBB,AA,AA,NT,D,B,EY  , ,   ,FC, ,AA,NT,D,B,      ,0000,0000,1500,0060,+,01200,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:030,A,NDBB,AA,FF312,NT,P,C,EE  ,L,   ,CF,Y,AA,NT,D,B,      ,1320,0040,3120,0020,+,01200,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,N,NDBB, ,FF312,NT,P,C,E  F, ,   ,IF, ,AA,NT,D,B,      ,    ,    ,    ,    ,+,01200,     ,     , ,   ,    ,   ,AA,NT,D,B, ,0, ,C;
APPCH:030,N,NDBB, ,AA,NT,D,B,E  M, ,   ,CF, ,AA,NT,D,B,      ,    ,    ,3120,0040, ,00620,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,N,NDBB, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3590,    ,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,N,NDBB, ,AA,NT,D,B,EE H,E,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,C;
RWY:RW14 ,     ,      ,00021, ,    , ,   ;S17204824,W145304861,0000;
RWY:RW32 ,     ,      ,00016, ,    , ,   ;S17212920,W145302379,0147;
