RWY:RW07L,     ,      ,00059, ,    , ,   ;N55423806,E021135955,0000;
RWY:RW07R,     ,      ,00059, ,    , ,   ;N55424100,E021142100,0000;
RWY:RW25L,     ,      ,00059, ,    , ,   ;N55424600,E021144800,0000;
RWY:RW25R,     ,      ,00059, ,    , ,   ;N55424406,E021143224,0000;
