SID:020,5,ELGO1B,RW14,ELGOT,ET,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,ELGO1C,RW32,RW14,ET,P,G,G   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,GRF,ET,D, , , , , ;
SID:010,2,ELGO1C,RW32, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3190,    ,+,01900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ELGO1C,RW32, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0350,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,2,ELGO1C,RW32,ELGOT,ET,E,A,EE  , ,   ,CF, ,GRF,ET,D, ,      ,3500,0150,3500,0120,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,ELGO1D,RW14,RW32,ET,P,G,G   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,GRF,ET,D, , , , , ;
SID:010,2,ELGO1D,RW14, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1390,    ,+,02200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ELGO1D,RW14,GRF,ET,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,ELGO1D,RW14,ELGOT,ET,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IC11,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3210,    ,+,01770,     ,05000, ,   ,    ,   ,GRW,ED,D,B,A, , , ;
SID:020,2,IC11,RW32, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IC11,RW32,ROXIN,ED,E,A,E   , ,   ,CF, ,ERL,ED,D, ,      ,0620,0270,3240,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IC11,RW32,BAY,ED,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IC13,RW32,RW32,ET,P,G,G   , ,   ,FA, ,ERL,ED,D, ,      ,0833,0310,3210,    ,+,02400,     ,05000, ,   ,    ,   ,GRW,ED,D,B,A, , , ;
SID:020,2,IC13,RW32, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,1700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IC13,RW32,D140J,ET,P,C,EY  , ,   ,CF, ,ERL,ED,D, ,      ,0966,0377,1400,0060, ,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IC13,RW32,RTB,ED,D,B,EE  ,R,   ,CF, ,ERL,ED,D, ,      ,1569,0111,2650,0320, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IC15,RW32,RW32,ET,P,G,G   , ,   ,FA, ,ERL,ED,D, ,      ,0833,0310,3210,    ,+,02400,     ,05000, ,   ,    ,   ,GRW,ED,D,B,A, , , ;
SID:020,2,IC15,RW32, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,1700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IC15,RW32,D140J,ET,P,C,EY  , ,   ,CF, ,ERL,ED,D, ,      ,0966,0377,1400,0060, ,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IC15,RW32,D085U,ET,P,C,E   ,R,   ,CF, ,ERL,ED,D, ,      ,1080,0270,2650,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,IC15,RW32,ERL,ED,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IC16,RW32,RW32,ET,P,G,G   , ,   ,FA, ,ERL,ED,D, ,      ,0833,0310,3210,    ,+,02400,     ,05000, ,   ,    ,   ,GRW,ED,D,B,A, , , ;
SID:020,2,IC16,RW32, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,1700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IC16,RW32,D140J,ET,P,C,EY  , ,   ,CF, ,ERL,ED,D, ,      ,0966,0377,1400,0060, ,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IC16,RW32,RDG,ED,D, ,VE  , ,   ,CF, ,ERL,ED,D, ,      ,1219,0654,1520,0340, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IC31,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1410,    ,+,01770,     ,05000, ,   ,    ,   ,GRW,ED,D,B,A, , , ;
SID:020,2,IC31,RW14, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,2940,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IC31,RW14,ROXIN,ED,E,A,E   , ,   ,CF, ,ERL,ED,D, ,      ,0620,0270,3240,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IC31,RW14,BAY,ED,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IC33,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1410,    ,+,01770,     ,05000, ,   ,    ,   ,GRW,ED,D,B,A, , , ;
SID:020,2,IC33,RW14,D140J,ET,P,C,EY  , ,   ,CF, ,ERL,ED,D, ,      ,0966,0377,1400,0100, ,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IC33,RW14,RTB,ED,D,B,EE  ,R,   ,CF, ,ERL,ED,D, ,      ,1569,0111,2650,0320, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IC35,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1410,    ,+,01770,     ,05000, ,   ,    ,   ,GRW,ED,D,B,A, , , ;
SID:020,2,IC35,RW14,D140J,ET,P,C,EY  , ,   ,CF, ,ERL,ED,D, ,      ,0966,0377,1400,0100, ,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IC35,RW14,D085U,ET,P,C,E   ,R,   ,CF, ,ERL,ED,D, ,      ,1080,0270,2650,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IC35,RW14,ERL,ED,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IC36,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1410,    ,+,01770,     ,05000, ,   ,    ,   ,GRW,ED,D,B,A, , , ;
SID:020,2,IC36,RW14,D140J,ET,P,C,EY  , ,   ,CF, ,ERL,ED,D, ,      ,0966,0377,1400,0100, ,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IC36,RW14,RDG,ED,D, ,VE  , ,   ,CF, ,ERL,ED,D, ,      ,1219,0654,1520,0340, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MIKV1A,RW32, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3190,    ,+,01900,     ,05000, ,   ,    ,   ,ETIC,ET,P,A, , , , ;
SID:020,5,MIKV1A,RW32,MIKVO,ET,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,175,    ,   , , , , , , , , ;
SID:010,5,MIKV1B,RW14, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1390,    ,+,01900,     ,05000, ,   ,    ,   ,ETIC,ET,P,A, , , , ;
SID:020,5,MIKV1B,RW14,MIKVO,ET,E,A,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,175,    ,   , , , , , , , , ;
SID:010,2,MIKV1C,RW32,RW14,ET,P,G,G   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,GRF,ET,D, , , , , ;
SID:020,2,MIKV1C,RW32, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3190,    ,+,01900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MIKV1C,RW32,IC402,ET,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,2,MIKV1C,RW32,MIKVO,ET,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MIKV1D,RW14,RW32,ET,P,G,G   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,GRF,ET,D, , , , , ;
SID:020,2,MIKV1D,RW14, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1390,    ,+,01860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MIKV1D,RW14,IC402,ET,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,2,MIKV1D,RW14,MIKVO,ET,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,NDMA,ELGOT,ELGOT,ET,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05400,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,NDMA,ELGOT,IC104,ET,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,Q,NDMA, ,IC104,ET,P,C,E  I, ,   ,IF, ,GRW,ED,D,B,      ,    ,    ,    ,    ,+,04300,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,Q,NDMA, ,IC100,ET,P,C,E  F, ,   ,CF, ,GRW,ED,D,B,      ,    ,    ,1680,0050,+,03200,     ,     , ,   ,    ,   ,GRW,ED,D,B,B,0, ,C;
APPCH:030,Q,NDMA, ,IC103,ET,P,C,E  M, ,   ,CF, ,GRF,ET,D, ,      ,    ,0012,1680,0048, ,01567,     ,     , ,   ,-320,   , , , , , ,0, ,C;
APPCH:040,Q,NDMA, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1680,    ,+,01770,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,Q,NDMA, ,LINKU,ET,P,C,E   , ,   ,CF, ,NUB,ED,D, ,      ,0798,0455,1210,0125,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,Q,NDMA, ,LINKU,ET,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,3000,0050, ,05400,     ,     ,-,230,    ,   , , , , , ,0, ,C;
APPCH:010,Q,Q32, ,IC204,ET,P,C,E  I, ,   ,IF, ,GRW,ED,D,B,      ,    ,    ,    ,    ,+,04500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,Q,Q32, ,IC200,ET,P,C,E  F, ,   ,CF, ,GRW,ED,D,B,      ,    ,    ,2940,0065,+,03300,     ,     , ,   ,    ,   ,GRW,ED,D,B,B,0, ,S;
APPCH:030,Q,Q32, ,IC203,ET,P,C,E  M, ,   ,CF, ,GRF,ET,D, ,      ,    ,0007,2940,0048, ,01597,     ,     , ,   ,-332,   , , , , , ,0, ,S;
APPCH:040,Q,Q32, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2940,    ,+,01770,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,Q,Q32, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,0750,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,Q,Q32, ,IC030,ET,P,C,E   , ,   ,CF, ,NUB,ED,D, ,      ,0587,0470,0300,0070,+,05400,     ,     ,-,200,    ,   , , , , , ,0, ,S;
APPCH:070,Q,Q32, ,IC030,ET,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2100,0050, ,05400,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:010,A,T14,IC030,IC030,ET,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T14,IC030,IC120,ET,P,C,E   ,L,   ,AF, ,GRF,ET,D, ,      ,3500,0120,0300,    ,+,04200,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T14,IC030,IC119,ET,P,C,E   ,L,   ,AF, ,GRF,ET,D, ,      ,3280,0120,3500,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T14,IC030,IC118,ET,P,C,EE B, ,   ,CF, ,GRF,ET,D, ,      ,3280,0097,1480,0023,+,03900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,T,T14, ,IC118,ET,P,C,E  I, ,   ,IF, ,GRF,ET,D, ,      ,3280,0097,    ,    ,+,03900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T14, ,IC116,ET,P,C,E  F, ,   ,CF, ,GRF,ET,D, ,      ,3280,0047,1480,0050,+,02800,     ,     , ,   ,    ,   ,GRF,ET,D, , ,0,D,S;
APPCH:030,T,T14, ,IC117,ET,P,C,E  M, ,   ,CF, ,GRF,ET,D, ,      ,3280,0012,1480,0035, ,01592,     ,     , ,   ,-326,   , , , , , ,0,D,S;
APPCH:040,T,T14, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1480,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T14, ,IC030,ET,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:060,T,T14, ,IC030,ET,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,2100,0050,-,06500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T32,BETGI,BETGI,ET,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T32,BETGI,IC114,ET,P,C,E   ,L,   ,AF, ,GRF,ET,D, ,      ,1340,0120,1500,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T32,BETGI,IC112,ET,P,C,EE B, ,   ,CF, ,GRF,ET,D, ,      ,1340,0090,3140,0030,+,03700,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,T,T32, ,IC112,ET,P,C,E  I, ,   ,IF, ,GRF,ET,D, ,      ,1340,0090,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:015,T,T32, ,IC113,ET,P,C,E S , ,   ,CF, ,GRF,ET,D, ,      ,1340,0062,3140,0028,+,02900,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T32, ,IC110,ET,P,C,E  F, ,   ,CF, ,GRF,ET,D, ,      ,1340,0035,3140,0027,+,02600,     ,     , ,   ,-320,   ,GRF,ET,D, , ,0,D,S;
APPCH:030,T,T32, ,IC111,ET,P,C,E  M, ,   ,CF, ,GRF,ET,D, ,      ,1340,0005,3140,0030, ,01584,     ,     , ,   ,-320,   , , , , , ,0,D,S;
APPCH:040,T,T32, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3140,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T32, ,IC112,ET,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,T,T32, ,IC112,ET,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,3140,0050, ,04000,     ,     ,-,240,    ,   , , , , , ,0,D,S;
RWY:RW14 ,+0300,      ,01350, ,    , ,   ;N49420847,E011560952,0000;
RWY:RW32 ,-0300,      ,01361, ,    , ,   ;N49414205,E011563972,0000;
