SID:010,4,JERID5,RW22,PGRAC,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,JERID5,RW22,JERID,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,JERID5,RW26,OFYEP,K2,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,JERID5,RW26,JERID,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,JERID5,RW30,SHAWK,K2,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,JERID5,RW30,JERID,K2,E,A,EE  ,L,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,P04,LHS,LHS,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,P,P,S;
APPCH:020,A,P04,LHS,JERID,K2,E,A,EE A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:010,A,P04,PMD,PMD,K2,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,P,P,S;
APPCH:020,A,P04,PMD,JERID,K2,E,A,EE A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:010,A,P04,ZALJE,ZALJE,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,P,P,S;
APPCH:020,A,P04,ZALJE,JERID,K2,E,A,EE A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:010,P,P04, ,JERID,K2,E,A,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,18000, ,   ,    ,   , , , , , ,P,P,S;
APPCH:011,P,P04, ,ETFIR,K2,P,C,E S , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06200,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:012,P,P04, ,AGRUF,K2,P,C,E S , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05300,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:020,P,P04, ,MLISA,K2,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   ,UCASU,K2,P,C, ,P,P,S;
APPCH:021,P,P04, ,SP04,K2,P,C,E A , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03760,     ,     , ,   ,-353,   , , , , , ,P,P,S;
APPCH:030,P,P04, ,UCASU,K2,P,C,EY M, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03019,     ,     , ,   ,-353,   , , , , , ,P,P,S;
APPCH:040,P,P04, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0292,    ,+,03201,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:050,P,P04, ,ENAMY,K2,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06600,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:060,P,P04, ,ENAMY,K2,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1972,0060,+,06600,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:010,A,P22,AMONT,AMONT,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,P,P,S;
APPCH:020,A,P22,AMONT,KEYRO,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,0430,0102,+,09000,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:030,A,P22,AMONT,PUSLE,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,0760,0246,+,09000,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:040,A,P22,AMONT,ENAMY,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,0770,0063,+,06700,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:050,A,P22,AMONT,ENAMY,K2,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,1972,0060,+,06700,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:010,A,P22,ARVIN,ARVIN,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,P,P,S;
APPCH:020,A,P22,ARVIN,KEYRO,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,0760,0138,+,09000,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:030,A,P22,ARVIN,PUSLE,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,0760,0246,+,09000,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:040,A,P22,ARVIN,ENAMY,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,0770,0063,+,06700,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:050,A,P22,ARVIN,ENAMY,K2,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,1972,0060,+,06700,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:010,A,P22,JERID,JERID,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,P,P,S;
APPCH:020,A,P22,JERID,UGONE,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,0250,0100,+,08000,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:030,A,P22,JERID,ENAMY,K2,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,0280,0217,+,06700,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:040,A,P22,JERID,ENAMY,K2,P,C,EE A,R,   ,HF, , , , , ,      ,    ,    ,1972,0060,+,06700,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:010,P,P22, ,ENAMY,K2,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06700,     ,18000, ,   ,    ,   , , , , , ,P,P,S;
APPCH:020,P,P22, ,NADIA,K2,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,1970,0100,+,04700,     ,     , ,   ,    ,   ,RW22,K2,P,G, ,P,P,S;
APPCH:030,P,P22, ,RW22,K2,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,2180,0060, ,02829,     ,     , ,   ,-294,   , , , , , ,P,P,S;
APPCH:040,P,P22, ,UGONE,K2,E,A,E M , ,   ,TF, , , , , ,      ,    ,    ,2180,0061, ,     ,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:050,P,P22, ,JERID,K2,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,2050,0100,+,08600,     ,     , ,   ,    ,   , , , , , ,P,P,S;
APPCH:060,P,P22, ,JERID,K2,E,A,EE  ,R,   ,HM, , , , , ,      ,    ,    ,0290,0070,+,08600,     ,     , ,   ,    ,   , , , , , ,P,P,S;
RWY:RW04 ,     ,      ,02780,D,    , ,   ;N35033504,W118095148,0000;
RWY:RW08 ,     ,      ,02780,D,    , ,   ;N35033318,W118095786,0000;
RWY:RW12 ,     ,      ,02795,D,    , ,   ;N35040472,W118093245,0600;
RWY:RW22 ,     ,      ,02779,D,    , ,   ;N35040409,W118090662,0000;
RWY:RW26 ,     ,      ,02735,V,    , ,   ;N35033300,W118083309,0000;
RWY:RW30 ,     ,      ,02686,V,    , ,   ;N35024759,W118075912,0900;
