SID:040,5,ARTU5E,RW12,BB069,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ARTU5E,RW12,ARTUL,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ARTUL1,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,02590,     ,04570, ,   ,    ,   ,BRT,UI,D, , , , , ;
SID:020,2,ARTUL1,RW30,D314Z,UI,P,C,E C , ,   ,CF, ,BRT,UI,D, ,      ,3141,0264,3160,0230,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ARTUL1,RW30,ARTUL,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ARTUL3,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,02600,     ,04570, ,   ,    ,   ,BRT,UI,D, , , , , ;
SID:020,2,ARTUL3,RW12,D314Z,UI,P,C,E C ,L,   ,CF,Y,BRT,UI,D, ,      ,3141,0264,3030,0310,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ARTUL3,RW12,ARTUL,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ASBO5C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,02010,     ,04570, ,   ,    ,   ,UIBB,UI,P,A, , , , ;
SID:020,5,ASBO5C,RW12,BB027,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,260,    ,   , , , , , , , , ;
SID:030,5,ASBO5C,RW12,BB028,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,265,    ,   , , , , , , , , ;
SID:040,5,ASBO5C,RW12,BB030,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ASBO5C,RW12,BB031,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ASBO5C,RW12,ASBOK,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ASBO5D,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,02010,     ,04570, ,   ,    ,   ,UIBB,UI,P,A, , , , ;
SID:020,5,ASBO5D,RW30,BB049,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ASBO5D,RW30,ASBOK,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL180,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ASBO5E,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,02010,     ,04570, ,   ,    ,   ,UIBB,UI,P,A, , , , ;
SID:020,5,ASBO5E,RW12,BB027,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ASBO5E,RW12,BB072,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,215,    ,   , , , , , , , , ;
SID:040,5,ASBO5E,RW12,ASBOK,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ASBOK1,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,02590,     ,04570, ,   ,    ,   ,BRT,UI,D, , , , , ;
SID:020,2,ASBOK1,RW30,BR27F,UI,P,C,E C , ,   ,CF, ,BRT,UI,D, ,      ,2590,0266,2530,0240,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ASBOK1,RW30,ASBOK,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ASBOK3,RW12,D117E,UI,P,C,EY  , ,   ,CF, ,BRT,UI,D, ,      ,1158,0045,1170,0040,+,02600,     ,04570, ,   ,    ,   ,BRT,UI,D, , , , , ;
SID:020,2,ASBOK3,RW12,BR27F,UI,P,C,E C ,R,   ,CF,Y,BRT,UI,D, ,      ,2590,0266,2750,0290,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ASBOK3,RW12,ASBOK,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BEKO5C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,02010,     ,04570, ,   ,    ,   ,UIBB,UI,P,A, , , , ;
SID:020,5,BEKO5C,RW12,BB023,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,265,    ,   , , , , , , , , ;
SID:030,5,BEKO5C,RW12,BB025,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BEKO5C,RW12,BB032,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BEKO5C,RW12,BB036,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BEKO5C,RW12,BEKOM,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BEKO5D,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,02010,     ,04570, ,   ,    ,   ,UIBB,UI,P,A, , , , ;
SID:020,5,BEKO5D,RW30,BB049,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BEKO5D,RW30,BB053,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BEKO5D,RW30,BB054,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BEKO5D,RW30,BEKOM,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL180,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BEKO5E,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,02010,     ,04570, ,   ,    ,   ,UIBB,UI,P,A, , , , ;
SID:020,5,BEKO5E,RW12,BB023,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BEKO5E,RW12,BB068,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,215,    ,   , , , , , , , , ;
SID:040,5,BEKO5E,RW12,BEKOM,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BEKOM1,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,02590,     ,04570, ,   ,    ,   ,BRT,UI,D, , , , , ;
SID:020,2,BEKOM1,RW30,BR27H,UI,P,C,E C , ,   ,CF, ,BRT,UI,D, ,      ,3296,0266,3340,0240,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BEKOM1,RW30,BEKOM,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BEKOM3,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,02600,     ,04570, ,   ,    ,   ,BRT,UI,D, , , , , ;
SID:020,2,BEKOM3,RW12,BR27H,UI,P,C,E C ,L,   ,CF,Y,BRT,UI,D, ,      ,3296,0266,3180,0300,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BEKOM3,RW12,BEKOM,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GOMA5C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,02010,     ,04570, ,   ,    ,   ,UIBB,UI,P,A, , , , ;
SID:020,5,GOMA5C,RW12,BB023,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,265,    ,   , , , , , , , , ;
SID:030,5,GOMA5C,RW12,BB025,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GOMA5C,RW12,BB032,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GOMA5C,RW12,BB037,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,GOMA5C,RW12,GOMAK,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GOMA5D,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,02010,     ,04570, ,   ,    ,   ,UIBB,UI,P,A, , , , ;
SID:020,5,GOMA5D,RW30,BB049,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GOMA5D,RW30,BB053,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GOMA5D,RW30,BB055,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GOMA5D,RW30,GOMAK,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL180,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GOMAK1,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,02590,     ,04570, ,   ,    ,   ,BRT,UI,D, , , , , ;
SID:020,2,GOMAK1,RW30,BR27E,UI,P,C,E C , ,   ,CF, ,BRT,UI,D, ,      ,3570,0268,0060,0250,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GOMAK1,RW30,GOMAK,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GOMAK3,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,02600,     ,04570, ,   ,    ,   ,BRT,UI,D, , , , , ;
SID:020,2,GOMAK3,RW12,BR27E,UI,P,C,E C ,L,   ,CF, ,BRT,UI,D, ,      ,3570,0268,3460,0280,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GOMAK3,RW12,GOMAK,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LASL5C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,02010,     ,04570, ,   ,    ,   ,UIBB,UI,P,A, , , , ;
SID:020,5,LASL5C,RW12,BB027,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,265,    ,   , , , , , , , , ;
SID:030,5,LASL5C,RW12,BB028,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LASL5C,RW12,BB029,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LASL5C,RW12,BB081,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LASL5C,RW12,LASLA,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LASL5D,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,02010,     ,04570, ,   ,    ,   ,UIBB,UI,P,A, , , , ;
SID:020,5,LASL5D,RW30,BB049,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,LASL5D,RW30,BB050,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LASL5D,RW30,LASLA,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL180,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LASLA1,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,02590,     ,04570, ,   ,    ,   ,BRT,UI,D, , , , , ;
SID:020,2,LASLA1,RW30,BR27G,UI,P,C,E C , ,   ,CF, ,BRT,UI,D, ,      ,2259,0266,2150,0260,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LASLA1,RW30,LASLA,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LASLA3,RW12,D117E,UI,P,C,EY  , ,   ,CF, ,BRT,UI,D, ,      ,1158,0045,1170,0040,+,02600,     ,04570, ,   ,    ,   ,BRT,UI,D, , , , , ;
SID:020,2,LASLA3,RW12,BR27G,UI,P,C,E C ,R,   ,CF, ,BRT,UI,D, ,      ,2259,0266,2440,0270,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LASLA3,RW12,LASLA,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LIDK5C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,02010,     ,04570, ,   ,    ,   ,UIBB,UI,P,A, , , , ;
SID:020,5,LIDK5C,RW12,BB027,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LIDK5C,RW12,LIDKA,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LIDK5D,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,02010,     ,04570, ,   ,    ,   ,UIBB,UI,P,A, , , , ;
SID:020,5,LIDK5D,RW30,BB049,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,LIDK5D,RW30,BB050,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LIDK5D,RW30,BB052,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LIDK5D,RW30,LIDKA,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL150,FL130,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LIDK5G,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,02010,     ,04570, ,   ,    ,   ,UIBB,UI,P,A, , , , ;
SID:020,5,LIDK5G,RW30,BB051,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LIDK5G,RW30,BB063,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,215,    ,   , , , , , , , , ;
SID:040,5,LIDK5G,RW30,LIDKA,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIDKA1,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,02590,     ,04570, ,   ,    ,   ,BRT,UI,D, , , , , ;
SID:030,2,LIDKA1,RW30,BR27B,UI,P,C,E C ,L,   ,CF,Y,BRT,UI,D, ,      ,1580,0274,1450,0300,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LIDKA1,RW30,LIDKA,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIDKA3,RW12,D117E,UI,P,C,E   , ,   ,CF, ,BRT,UI,D, ,      ,1158,0045,1170,0040,+,02600,     ,04570, ,   ,    ,   ,BRT,UI,D, , , , , ;
SID:020,2,LIDKA3,RW12,BR27B,UI,P,C,E C , ,   ,CF, ,BRT,UI,D, ,      ,1580,0274,1670,0230,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LIDKA3,RW12,LIDKA,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LIRB5C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,02010,     ,04570, ,   ,    ,   ,UIBB,UI,P,A, , , , ;
SID:020,5,LIRB5C,RW12,BB023,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,265,    ,   , , , , , , , , ;
SID:030,5,LIRB5C,RW12,BB025,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LIRB5C,RW12,BB032,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LIRB5C,RW12,BB033,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,LIRB5C,RW12,BB034,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,LIRB5C,RW12,LIRBI,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LIRB5D,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,02010,     ,04570, ,   ,    ,   ,UIBB,UI,P,A, , , , ;
SID:020,5,LIRB5D,RW30,BB049,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LIRB5D,RW30,BB053,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,LIRB5D,RW30,BB054,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LIRB5D,RW30,LIRBI,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL180,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,LIRB5E,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,02010,     ,04570, ,   ,    ,   ,UIBB,UI,P,A, , , , ;
SID:020,5,LIRB5E,RW12,BB023,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,LIRB5E,RW12,BB068,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,215,    ,   , , , , , , , , ;
SID:040,5,LIRB5E,RW12,BB069,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,LIRB5E,RW12,LIRBI,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIRBI1,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,02590,     ,04570, ,   ,    ,   ,BRT,UI,D, , , , , ;
SID:020,2,LIRBI1,RW30,BR27I,UI,P,C,E C , ,   ,CF, ,BRT,UI,D, ,      ,2969,0267,2970,0230,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LIRBI1,RW30,LIRBI,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIRBI3,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,02600,     ,04570, ,   ,    ,   ,BRT,UI,D, , , , , ;
SID:020,2,LIRBI3,RW12,BR27I,UI,P,C,E C ,L,   ,CF,Y,BRT,UI,D, ,      ,2969,0267,2870,0320,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LIRBI3,RW12,LIRBI,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NALI5C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1170,    ,+,02010,     ,04570, ,   ,    ,   ,UIBB,UI,P,A, , , , ;
SID:020,5,NALI5C,RW12,BB023,UI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NALI5C,RW12,BB083,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NALI5C,RW12,NALIL,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL170,FL110,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NALI5D,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,02010,     ,04570, ,   ,    ,   ,UIBB,UI,P,A, , , , ;
SID:020,5,NALI5D,RW30,BB049,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,215,    ,   , , , , , , , , ;
SID:030,5,NALI5D,RW30,BB056,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NALI5D,RW30,BB057,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NALI5D,RW30,BB058,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,NALI5D,RW30,BB059,UI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,NALI5D,RW30,NALIL,UI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NALI5G,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2970,    ,+,02010,     ,04570, ,   ,    ,   ,UIBB,UI,P,A, , , , ;
SID:020,5,NALI5G,RW30,BB051,UI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
