SID:010,2,EDEB1E,RW12,DLA,FK,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,00440,     ,02200, ,   ,    ,   ,DLA,FK,D, , , , , ;
SID:020,2,EDEB1E,RW12,EDEBA,FK,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EDEB1E,RW12,NLY,FK,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EDEB1N,RW12,DLA,FK,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,00700,     ,02200, ,   ,    ,   ,DLA,FK,D, , , , , ;
SID:020,2,EDEB1N,RW12, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0480,    ,-,01200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EDEB1N,RW12,DLA,FK,D, ,V   , ,   ,FA, ,DLA,FK,D, ,      ,0000,0000,0780,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EDEB1N,RW12, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1480,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,EDEB1N,RW12,DLA,FK,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,EDEB1N,RW12,NLY,FK,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MBO1W,RW12,DLA,FK,D, ,VY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,00440,     ,02200, ,   ,    ,   ,DLA,FK,D, , , , , ;
SID:020,2,MBO1W,RW12,MBO,FG,D, ,VEC ,R,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:005,5,BILO1L,RW30,IPOVO,FK,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,BILO1L,RW30,BILOS,FK,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     ,-,230,    ,   , , , , , , , , ;
STAR:020,5,BILO1L,RW30,KD402,FK,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     ,-,230,    ,   , , , , , , , , ;
STAR:030,5,BILO1L,RW30,LIPEV,FK,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL030,     ,     ,-,230,    ,   , , , , , , , , ;
STAR:005,5,BILO1M,RW12,IPOVO,FK,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,BILO1M,RW12,BILOS,FK,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     ,-,230,    ,   , , , , , , , , ;
STAR:020,5,BILO1M,RW12,KD401,FK,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     ,-,230,    ,   , , , , , , , , ;
STAR:030,5,BILO1M,RW12,MINRO,FK,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL030,     ,     ,-,230,    ,   , , , , , , , , ;
STAR:010,2,BT1D,RW30,BATA,FG,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,DLA,FK,D, , , , , ;
STAR:020,2,BT1D,RW30,D179M,FK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,BT1D,RW30, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3590,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,BT1D,RW30,DISDO,FK,P,C,EE H,L,   ,AF, ,DLA,FK,D, ,      ,1178,0110,1790,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
