SID:010,2,AMAL1A,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0500,    ,+,02000,     ,07000, ,   ,    ,   ,KPL,LG,D, , , , , ;
SID:020,2,AMAL1A,RW05,KPL,LG,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,AMAL1A,RW05, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1190,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AMAL1A,RW05,AMALA,LG,E,A,EEC , ,   ,CF, ,KPL,LG,D, ,      ,1492,0229,1490,0170,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AMAL1B,RW05, , , , ,    , ,   ,CD, ,KPL,LG,D, ,      ,    ,    ,0500,0130, ,     ,     ,07000, ,   ,    ,   ,KPL,LG,D, , , , , ;
SID:020,2,AMAL1B,RW05, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0500,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,AMAL1B,RW05,D142P,LG,P,C,EY  ,R,   ,AF, ,KPL,LG,D, ,      ,1420,0160,0500,    ,+,07000,     ,     ,-,230,    ,   , , , , , , , , ;
SID:050,2,AMAL1B,RW05,AMALA,LG,E,A,EEC , ,   ,CF, ,KPL,LG,D, ,      ,1492,0229,1490,0060,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AMAL1C,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2300,    ,+,02000,     ,07000, ,   ,    ,   ,KPL,LG,D, , , , , ;
SID:020,2,AMAL1C,RW23,KPL,LG,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,AMAL1C,RW23, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1790,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AMAL1C,RW23,AMALA,LG,E,A,EEC , ,   ,CF, ,KPL,LG,D, ,      ,1492,0229,1490,0160,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AMAL1D,RW23, , , , ,    , ,   ,CD, ,KPL,LG,D, ,      ,    ,    ,2300,0130, ,     ,     ,07000, ,   ,    ,   ,KPL,LG,D, , , , , ;
SID:020,2,AMAL1D,RW23, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2300,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,AMAL1D,RW23,D185P,LG,P,C,E   ,L,   ,AF, ,KPL,LG,D, ,      ,1850,0160,2300,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AMAL1D,RW23,D155P,LG,P,C,EY  ,L,   ,AF, ,KPL,LG,D, ,      ,1550,0160,1850,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,AMAL1D,RW23,AMALA,LG,E,A,EEC , ,   ,CF, ,KPL,LG,D, ,      ,1492,0229,1490,0060,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AMAL1L,RW23, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2300,    ,+,00420,     ,07000, ,   ,    ,   ,KHR,LG,D,B, , , , ;
SID:020,2,AMAL1L,RW23,KHR,LG,D,B,E   , ,   ,FA, ,KPL,LG,D, ,      ,0386,0012,2290,    ,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AMAL1L,RW23,KHR,LG,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,AMAL1L,RW23, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1820,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,AMAL1L,RW23,AMALA,LG,E,A,EEC , ,   ,CF, ,KPL,LG,D, ,      ,1492,0229,1520,0160,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AMAL1N,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0500,    ,+,00420,     ,07000, ,   ,    ,   ,KHR,LG,D,B, , , , ;
SID:020,2,AMAL1N,RW05,KHR,LG,D,B,E   , ,   ,FA, ,KPL,LG,D, ,      ,0386,0012,0510,    ,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AMAL1N,RW05,KHR,LG,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,AMAL1N,RW05, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1040,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,AMAL1N,RW05,AMALA,LG,E,A,EEC , ,   ,CF, ,KPL,LG,D, ,      ,1492,0229,1520,0180,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ASKO1A,RW05, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0500,    ,+,02000,     ,07000, ,   ,    ,   ,KPL,LG,D, , , , , ;
SID:020,2,ASKO1A,RW05,KPL,LG,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , , , , ;
