SID:020,2,MOU4S,RW15L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2150,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MOU4S,RW15L,D272I,LF,P,C,EY  , ,   ,CF, ,MOU,LF,D, ,      ,1540,0269,2720,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MOU4S,RW15L,MOU,LF,D, ,VEC , ,   ,CF, ,MOU,LF,D, ,      ,0000,0000,3370,0260, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,MOU5N,RW33R, , , , ,    , ,   ,CD, ,MOU,LF,D, ,      ,    ,    ,3270,0180, ,     ,     ,05000, ,   ,    ,   , , , , , , , , ;
SID:030,2,MOU5N,RW33R,MOU,LF,D, ,VEC , ,   ,CF, ,MOU,LF,D, ,      ,0000,0000,3130,0180, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SINP4S,RW15L, , , , ,    , ,   ,CD, ,SN,LF,D, ,      ,    ,    ,1470,0022, ,     ,     ,05000, ,   ,    ,   , , , , , , , , ;
SID:020,2,SINP4S,RW15L, , , , ,    , ,   ,CD, ,SN,LF,D, ,      ,    ,    ,2150,0055, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SINP4S,RW15L,SINPO,LF,E,A,EEC , ,   ,CF, ,MOU,LF,D, ,      ,2123,0271,2720,0290, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VZ4S,RW15L, , , , ,    , ,   ,CD, ,SN,LF,D, ,      ,    ,    ,1470,0022, ,     ,     ,05000, ,   ,    ,   , , , , , , , , ;
SID:020,2,VZ4S,RW15L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2150,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VZ4S,RW15L,VZ,LF,D,B,EEC , ,   ,CF, ,CFA,LF,D, ,      ,0215,0221,2500,0250, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,VZ5N,RW33R, , , , ,    , ,   ,CD, ,MOU,LF,D, ,      ,    ,    ,3270,0180, ,     ,     ,05000, ,   ,    ,   , , , , , , , , ;
SID:040,2,VZ5N,RW33R,VZ,LF,D,B,EEC ,L,   ,CF, ,MOU,LF,D, ,      ,1959,0361,2190,0300, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,BUSI4A,ALL,BUSIL,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,BUSI4A,ALL,SN,LF,D,B,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,CFA4A,ALL,CFA,LF,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,CFA4A,ALL,VZ,LF,D,B,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,CFA4A,ALL,D250V,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,CFA4A,ALL,SN,LF,D,B,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,EB4R,ALL,EB,LF,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,EB4R,ALL,ROA,LF,D, ,V C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,EB4R,ALL,SN,LF,D,B,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,MOU4A,ALL,MOU,LF,D, ,V CH, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,MOU4A,ALL,SN,LF,D,B,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,MOU4C,ALL,MOU,LF,D, ,V CH, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:015,2,MOU4C,ALL,XAPEL,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL070,03700,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,MOU4C,ALL,SN,LF,D,B,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,MOU4G,ALL,MOU,LF,D, ,V CH, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:015,2,MOU4G,ALL,GURGO,LF,E,A,E CH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,MOU4G,ALL,SN,LF,D,B,EECH, ,   ,CF, ,MOU,LF,D, ,      ,1405,0320,0910,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ONZO4R,ALL,ONZON,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,ONZO4R,ALL,ROA,LF,D, ,V C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,ONZO4R,ALL,SN,LF,D,B,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,PIBA4A,ALL,PIBAT,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,PIBA4A,ALL,SN,LF,D,B,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,SINP4A,ALL,SINPO,LF,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,SINP4A,ALL,D271T,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,SINP4A,ALL,SN,LF,D,B,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,I33RY,ROA,ROA,LF,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I33RY,ROA,D045J,LF,P,C,EY  , ,   ,CF, ,MOU,LF,D, ,      ,1442,0390,0450,0104,+,FL070,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I33RY,ROA,CI33R,LF,P,C,EE  , ,   ,CF, ,SN,LF,P,I,      ,1461,0112,3270,0050,+,03700,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:010,A,I33RY,SN1,SN,LF,D,B,EE C,L,   ,HF, , , , , ,      ,    ,    ,3270,T010,+,03700,     ,     ,+,130,    ,   , , , , , ,0,D,S;
APPCH:010,A,I33RY,SN2,SN,LF,D,B,EE C,L,   ,HF, , , , , ,      ,    ,    ,3270,T015,+,03700,     ,     ,-,130,    ,   , , , , , ,0,D,S;
APPCH:010,I,I33RY, ,CI33R,LF,P,C,E  I, ,   ,IF, ,SN,LF,P,I,      ,1461,0112,    ,    ,J,03700,03700,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I33RY, ,SN,LF,D,B,E  F, ,   ,CF, ,SN,LF,P,I,      ,1462,0092,3270,0020,H,03700,03360,     , ,   ,-300,   ,SN,LF,D,B, ,0,D,S;
APPCH:030,I,I33RY, ,RW33R,LF,P,G,G  M, ,   ,CF, ,SN,LF,P,I,      ,1461,0013,3270,0079, ,00849,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I33RY, ,RW33R,LF,P,G,G M , ,   ,FA, ,MOU,LF,D, ,      ,1380,0242,3270,    ,+,01800,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:050,I,I33RY, ,SN,LF,D,B,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03700,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I33RZ,ROA,ROA,LF,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I33RZ,ROA,D045J,LF,P,C,EY  , ,   ,CF, ,MOU,LF,D, ,      ,1442,0390,0450,0104,+,FL070,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I33RZ,ROA,CI33R,LF,P,C,EE  , ,   ,CF, ,SN,LF,P,I,      ,1461,0112,3270,0050,+,03700,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:010,A,I33RZ,SN1,SN,LF,D,B,EE C,L,   ,HF, , , , , ,      ,    ,    ,3270,T010,+,03700,     ,     ,+,130,    ,   , , , , , ,0,D,S;
APPCH:010,A,I33RZ,SN2,SN,LF,D,B,EE C,L,   ,HF, , , , , ,      ,    ,    ,3270,T015,+,03700,     ,     ,-,130,    ,   , , , , , ,0,D,S;
APPCH:010,I,I33RZ, ,CI33R,LF,P,C,E  I, ,   ,IF, ,SN,LF,P,I,      ,1461,0112,    ,    ,J,03700,03700,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I33RZ, ,SN,LF,D,B,E  F, ,   ,CF, ,SN,LF,P,I,      ,1462,0092,3270,0020,H,03700,03360,     , ,   ,-300,   ,SN,LF,D,B, ,0,D,S;
APPCH:030,I,I33RZ, ,RW33R,LF,P,G,G  M, ,   ,CF, ,SN,LF,P,I,      ,1461,0013,3270,0079, ,00849,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I33RZ, ,D327E,LF,P,C,EYM , ,   ,CF, ,MOU,LF,D, ,      ,1351,0190,3270,0053, ,     ,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:060,I,I33RZ, , , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2020,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,I,I33RZ, ,GURGO,LF,E,A,E C , ,   ,CF, ,MOU,LF,D, ,      ,1591,0230,1570,0040, ,02800,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:080,I,I33RZ, ,GURGO,LF,E,A,EECH,R,   ,HM, , , , , ,      ,    ,    ,1570,0040, ,03700,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:010,A,L33RX,FL33R,FL33R,LF,P,C,EE H,L,   ,HF, , , , , ,      ,    ,    ,3270,0039,+,03700,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:010,A,L33RX,ROA,ROA,LF,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:015,A,L33RX,ROA,TIS31,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,L33RX,ROA,TIS33,LF,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,0590,0020,-,05000,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:030,A,L33RX,ROA,CL33R,LF,P,C,EE  ,L,   ,CF, ,SN,LF,P,I,      ,1461,0108,3270,0080,+,03280,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,L,L33RX, ,CL33R,LF,P,C,E  I, ,   ,IF, ,SN,LF,P,I,      ,1461,0108,    ,    ,+,03280,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,L,L33RX, ,FL33R,LF,P,C,E  F, ,   ,CF, ,SN,LF,P,I,      ,1460,0088,3270,0020,+,03280,     ,     , ,   ,    ,   ,SN,LF,D,B, ,0,D,S;
APPCH:025,L,L33RX, ,41LOC,LF,P,C,E S , ,   ,CF, ,SN,LF,P,I,      ,1461,0052,3270,0036,+,02110,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:030,L,L33RX, ,ML33R,LF,P,C,E  M, ,   ,CF, ,SN,LF,P,I,      ,1461,0018,3270,0034, ,01018,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,L,L33RX, ,ML33R,LF,P,C,E M , ,   ,FA, ,LSE,LF,D, ,      ,3098,0592,3270,    ,+,01800,     ,     ,-,210,    ,   , , , , , ,0,D,S;
APPCH:050,L,L33RX, , , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1920,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,L,L33RX, ,D342D,LF,P,C,EY  , ,   ,CF, ,LSE,LF,D, ,      ,2944,0522,1620,0150, ,03700,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,L,L33RX, , , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,1040,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:080,L,L33RX, ,ROA,LF,D, ,VE  , ,   ,FM, ,LSE,LF,D, ,      ,2908,0495,0590,    , ,03700,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,N33RY,ROA,ROA,LF,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N33RY,ROA,D045J,LF,P,C,EY  , ,   ,CF, ,MOU,LF,D, ,      ,1442,0390,0450,0104,+,FL070,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N33RY,ROA,SN,LF,D,B,EE  , ,   ,CF, ,MOU,LF,D, ,      ,1405,0320,3270,0070,+,03700,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:010,A,N33RY,SN1,SN,LF,D,B,EE C,L,   ,HF, , , , , ,      ,    ,    ,3270,T010,+,03700,     ,     ,+,130,    ,   , , , , , ,0, ,S;
APPCH:010,A,N33RY,SN2,SN,LF,D,B,EE C,L,   ,HF, , , , , ,      ,    ,    ,3270,T015,+,03700,     ,     ,-,130,    ,   , , , , , ,0, ,S;
APPCH:020,N,N33RY, ,SN,LF,D,B,E  F, ,   ,IF, ,SN,LF,D,B,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   ,SN,LF,D,B, ,0, ,S;
APPCH:030,N,N33RY, ,MN33R,LF,P,C,E  M, ,   ,CF, ,SN,LF,D,B,      ,    ,    ,3270,0070, ,01171,     ,     , ,   ,-338,   , , , , , ,0, ,S;
APPCH:040,N,N33RY, ,MN33R,LF,P,C,E M , ,   ,FA, ,MOU,LF,D, ,      ,1382,0251,3270,    ,+,01800,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:050,N,N33RY, ,SN,LF,D,B,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,Q33RZ,ROA,ROA,LF,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,Q33RZ,ROA,D045J,LF,P,C,EY  , ,   ,CF, ,MOU,LF,D, ,      ,1442,0390,0450,0104,+,FL070,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,Q33RZ,ROA,SN,LF,D,B,EE  , ,   ,CF, ,MOU,LF,D, ,      ,1405,0320,3270,0070,+,03700,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:010,A,Q33RZ,SN1,SN,LF,D,B,EE C,L,   ,HF, , , , , ,      ,    ,    ,3270,T010,+,03700,     ,     ,+,130,    ,   , , , , , ,0, ,S;
APPCH:010,A,Q33RZ,SN2,SN,LF,D,B,EE C,L,   ,HF, , , , , ,      ,    ,    ,3270,T015,+,03700,     ,     ,-,130,    ,   , , , , , ,0, ,S;
APPCH:020,Q,Q33RZ, ,SN,LF,D,B,E  F, ,   ,IF, ,SN,LF,D,B,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   ,SN,LF,D,B, ,0, ,S;
APPCH:030,Q,Q33RZ, ,MN33R,LF,P,C,E  M, ,   ,CF, ,MOU,LF,D, ,      ,    ,0251,3270,0070, ,01171,     ,     , ,   ,-338,   , , , , , ,0, ,S;
APPCH:040,Q,Q33RZ, ,D327E,LF,P,C,EYM , ,   ,CF, ,MOU,LF,D, ,      ,1351,0190,3270,0062, ,     ,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:060,Q,Q33RZ, , , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2020,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,Q,Q33RZ, ,GURGO,LF,E,A,E C , ,   ,CF, ,MOU,LF,D, ,      ,1591,0230,1570,0040, ,02800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:080,Q,Q33RZ, ,GURGO,LF,E,A,EECH,R,   ,HM, , , , , ,      ,    ,    ,1570,0040, ,03700,     ,     ,-,210,    ,   , , , , , ,0, ,S;
APPCH:010,A,R15L,LN400,LN400,LF,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,220,    ,   , , , , , ,A,J,S;
APPCH:020,A,R15L,LN400,IN15L,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R15L,LN404,LN404,LF,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,220,    ,   , , , , , ,A,J,S;
APPCH:020,A,R15L,LN404,IN15L,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R15L,MOU,MOU,LF,D, ,V  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R15L,MOU,IN15L,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R15L, ,IN15L,LF,P,C,E  D, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R15L, ,FN15L,LF,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1470,0050,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R15L, ,RW15L,LF,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1470,0090, ,00832,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R15L, ,LN410,LF,P,C,E M , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:050,R,R15L, ,LN412,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:060,R,R15L, ,GURGO,LF,E,A,EY  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:070,R,R15L, ,GURGO,LF,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,1570,T010,+,03700,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:010,A,R33R,GURGO,GURGO,LF,E,A,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R33R,GURGO,LN500,LF,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:030,A,R33R,GURGO,IN33R,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R33R,LN500,LN500,LF,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R33R,LN500,IN33R,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R33R,LN502,LN502,LF,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04100,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R33R,LN502,IN33R,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R33R,LN504,LN504,LF,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:020,A,R33R,LN504,IN33R,LF,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R33R, ,IN33R,LF,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R33R, ,FN33R,LF,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3270,0050,+,03700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,       LPV, ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R33R, ,RW33R,LF,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,3270,0090, ,00849,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R33R, ,LN510,LF,P,C,EYM , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R33R, ,GURGO,LF,E,A,EY  ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03700,     ,     ,-,210,    ,   , , , , , ,A,J,S;
APPCH:060,R,R33R, ,GURGO,LF,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,1570,T010,+,03700,     ,     ,-,210,    ,   , , , , , ,A,J,S;
RWY:RW15 ,     ,      ,00791, ,    , ,   ;N46245705,E004010446,0000;
RWY:RW15L,     ,      ,00783, ,    , ,   ;N46251931,E004002563,0000;
RWY:RW15R,     ,      ,00786, ,    , ,   ;N46245351,E004003135,0000;
RWY:RW33 ,     ,      ,00793, ,    , ,   ;N46243696,E004012259,0000;
RWY:RW33L,     ,      ,00794, ,    , ,   ;N46242054,E004010110,0000;
RWY:RW33R,     ,      ,00797, ,SN  ,1,   ;N46242338,E004011595,0000;
