SID:010,2,AN1C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1220,    ,+,03450,     ,04900, ,   ,    ,   ,OSH,UC,D, , , , , ;
SID:020,2,AN1C,RW12,OGODA,UC,E,A,E C ,L,   ,CF,Y,OSH,UC,D, ,      ,2822,0106,2650,0130,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AN1C,RW12,AN,UT,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AN1F,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3020,    ,+,03590,     ,04900, ,   ,    ,   ,OSH,UC,D, , , , , ;
SID:030,2,AN1F,RW30,OGODA,UC,E,A,E C , ,   ,CF, ,OSH,UC,D, ,      ,2822,0106,2760,0080,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AN1F,RW30,AN,UT,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANJA1C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1220,    ,+,03450,     ,04900, ,   ,    ,   ,OSH,UC,D, , , , , ;
SID:020,2,ANJA1C,RW12,YALMK,UC,P,C,E C ,L,   ,CF,Y,OSH,UC,D, ,      ,3151,0141,2980,0150,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANJA1C,RW12,ANJAR,UC,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANJA1F,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3020,    ,+,03590,     ,04900, ,   ,    ,   ,OSH,UC,D, , , , , ;
SID:020,2,ANJA1F,RW30,YALMK,UC,P,C,E C , ,   ,CF, ,OSH,UC,D, ,      ,3151,0141,3200,0110,+,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANJA1F,RW30,ANJAR,UC,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ARLA1C,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1220,    ,+,03450,     ,04900, ,   ,    ,   ,OSH,UC,D, , , , , ;
SID:020,2,ARLA1C,RW12,DA,UC,D,B,E   ,L,   ,CF, ,OSH,UC,D, ,      ,0179,0218,0060,0210,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ARLA1C,RW12,ARLAN,UC,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ARLA1C,RW12,RILAK,UC,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ARLA1F,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3020,    ,+,03590,     ,04900, ,   ,    ,   ,OSH,UC,D, , , , , ;
SID:020,2,ARLA1F,RW30,DA,UC,D,B,E   , ,   ,CF, ,OSH,UC,D, ,      ,0179,0218,0320,0190,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ARLA1F,RW30,ARLAN,UC,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ARLA1F,RW30,RILAK,UC,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
