SID:010,5,ARS4W,RW12,SB559,ES,P,C,EY  , ,   ,CF, ,ARL,ES,D, ,      ,1625,0207,1190,0036, ,     ,     ,05000,-,230,    ,   ,ESSB,ES,P,A, , , , ;
SID:020,5,ARS4W,RW12,SB710,ES,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,5,ARS4W,RW12,SB705,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARS4W,RW12,ARS,ES,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARS4Z,RW30,SB850,ES,P,C,EY  , ,   ,CF, ,ARL,ES,D, ,      ,1855,0155,2990,0044, ,     ,     ,05000, ,   ,    ,   ,ESSB,ES,P,A, , , , ;
SID:020,5,ARS4Z,RW30,SB854,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARS4Z,RW30,ARS,ES,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NOSL4W,RW12,SB559,ES,P,C,EY  , ,   ,CF, ,ARL,ES,D, ,      ,1625,0207,1190,0036, ,     ,     ,05000,-,230,    ,   ,ESSB,ES,P,A, , , , ;
SID:015,5,NOSL4W,RW12,SB710,ES,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,NOSL4W,RW12,SB711,ES,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NOSL4W,RW12,NOSLI,ES,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NOSL4Z,RW30,SB850,ES,P,C,EY  , ,   ,CF, ,ARL,ES,D, ,      ,1855,0155,2990,0044, ,     ,     ,05000,-,230,    ,   ,ESSB,ES,P,A, , , , ;
SID:020,5,NOSL4Z,RW30,SOVAX,ES,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NOSL4Z,RW30,NOSLI,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PETE1W,RW12,SB559,ES,P,C,EY  , ,   ,CF, ,ARL,ES,D, ,      ,1625,0207,1190,0036, ,     ,     ,05000,-,230,    ,   ,ESSB,ES,P,A, , , , ;
SID:020,5,PETE1W,RW12,SB710,ES,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
