APPCH:010,A,D35,BWD,BWD,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D35,BWD,GRUPE,K4,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D35,BWD,GRUPE,K4,P,C,EE A,L,   ,PI, ,BWD,K4,D, ,      ,1708,0120,2160,0100,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D35,LLO,LLO,K4,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D35,LLO,ZANNE,K4,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D35, ,ZANNE,K4,P,C,E  I, ,   ,IF, ,BWD,K4,D, ,      ,1708,0220,    ,    ,+,05000,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D35, ,GRUPE,K4,P,C,E  F, ,   ,CF, ,BWD,K4,D, ,      ,1708,0120,3510,0100,+,03100,     ,     , ,   ,    ,   ,BWD,K4,D, ,B,0, ,S;
APPCH:030,D,D35, ,RW35,K4,P,G,G  M, ,   ,CF, ,BWD,K4,D, ,      ,1708,0064,3510,0057, ,01410,     ,     , ,   ,-282,   , , , , , ,0, ,S;
APPCH:040,D,D35, ,BWD,K4,D, ,V M , ,   ,CF, ,BWD,K4,D, ,      ,0000,0000,3510,0064,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D35, ,BWD,K4,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,1710,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,L17,ABI,ABI,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,L17,ABI,BWD,K4,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,L17,ABI,BWD,K4,D, ,V  A,R,   ,PI, ,BWD,K4,D, ,      ,0000,0000,3060,0100,+,03600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:040,A,L17,ABI,BWD,K4,D, ,VE  , ,   ,CF, ,IBWD,K4,P,I,      ,3548,0065,1710,0080,+,03100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,L17,BUILT,BUILT,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,L17,BUILT,BWD,K4,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,L17,BUILT,BWD,K4,D, ,V  A,R,   ,PI, ,BWD,K4,D, ,      ,0000,0000,3060,0100,+,03600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:040,A,L17,BUILT,BWD,K4,D, ,VE  , ,   ,CF, ,IBWD,K4,P,I,      ,3548,0065,1710,0080,+,03100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,L17,KIMRR,KIMRR,K4,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,L17,KIMRR,ELISE,K4,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,L17,KIMRR,BWD,K4,D, ,VE  , ,   ,TF, ,IBWD,K4,P,I,      ,    ,    ,1750,0100,+,03100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,L17,LLO,LLO,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,L17,LLO,BWD,K4,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,L17,LLO,BWD,K4,D, ,V  A,R,   ,PI, ,BWD,K4,D, ,      ,0000,0000,3060,0100,+,03600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:040,A,L17,LLO,BWD,K4,D, ,VE  , ,   ,CF, ,IBWD,K4,P,I,      ,3548,0065,1710,0080,+,03100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,L,L17, ,BWD,K4,D, ,V  I, ,   ,IF, ,IBWD,K4,P,I,      ,3548,0065,    ,    ,+,03100,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,L,L17, ,OWNEY,K4,P,C,E  F, ,   ,CF, ,IBWD,K4,P,I,      ,3554,0047,1750,0018,+,02600,     ,     , ,   ,    ,   ,BWD,K4,D, ,A,0,N,S;
APPCH:030,L,L17, ,RW17,K4,P,G,G  M, ,   ,CF, ,IBWD,K4,P,I,      ,3554,0010,1750,0037, ,01438,     ,     , ,   ,-297,   , , , , , ,0,N,S;
APPCH:040,L,L17, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1750,    ,+,01790,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,L,L17, ,BWD,K4,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,L,L17, ,BWD,K4,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,1710,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
