SID:010,2,ATV09D,RW01,DER01,ZU,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,WFX,ZU,D, , , , , ;
SID:020,2,ATV09D,RW01, , , , ,    , ,   ,CD, ,WFX,ZU,D, ,      ,    ,    ,0100,0089, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ATV09D,RW01,WFX,ZU,D, ,V   , ,   ,CF, ,WFX,ZU,D, ,      ,0000,0000,0130,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ATV09D,RW01, , , , ,    , ,   ,CD, ,WFX,ZU,D, ,      ,    ,    ,0530,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ATV09D,RW01,ZYG,ZU,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ATV09D,RW01,ATVAX,ZU,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,ATV19D,RW19,DER19,ZU,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,WFX,ZU,D, , , , , ;
SID:010,2,ATV19D,RW19, , , , ,    , ,   ,CD, ,ICT,ZU,D, ,      ,    ,    ,2200,0086, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ATV19D,RW19, , , , ,    , ,   ,CD, ,ICT,ZU,D, ,      ,    ,    ,2200,0170, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ATV19D,RW19, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1510,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ATV19D,RW19,ATVAX,ZU,E,A,EEC , ,   ,CF, ,BHS,ZU,D, ,      ,1464,0741,1260,0440, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ATV29D,RW02,D025C,ZU,P,C,EY  , ,   ,CF, ,ZGA,ZU,D, ,      ,2231,0215,0250,0020, ,     ,     ,     , ,   ,    ,   ,WFX,ZU,D, , , , , ;
SID:020,2,ATV29D,RW02, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0400,    ,+,02470,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ATV29D,RW02, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,1350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ATV29D,RW02,ZYG,ZU,D, ,V   , ,   ,CF, ,ZYG,ZU,D, ,      ,0000,0000,1850,0160, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ATV29D,RW02,ATVAX,ZU,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ATV39D,RW20,D205Q,ZU,P,C,EY  , ,   ,CF, ,BHS,ZU,D, ,      ,1687,0285,2050,0150, ,     ,     ,     , ,   ,    ,   ,WFX,ZU,D, , , , , ;
SID:020,2,ATV39D,RW20, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1510,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ATV39D,RW20,ATVAX,ZU,E,A,EEC , ,   ,CF, ,BHS,ZU,D, ,      ,1464,0741,1260,0370, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
