SID:010,2,BELI1D,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0620,    ,+,02650,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:020,2,BELI1D,RW06,BELIM,UH,E,A,EEC ,R,   ,CF, ,NRG,UE,D, ,      ,1880,1172,1630,0230,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,BELI2D,RW24,P,UE,P,N,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:010,2,BELI2D,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2420,    ,+,02680,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BELI2D,RW24,BELIM,UH,E,A,EEC ,L,   ,CF, ,NRG,UE,D, ,      ,1880,1172,1420,0230,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BELI3D,RW06,D062C,UE,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02650,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:030,2,BELI3D,RW06,D062C,UE,P,C,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BELI3D,RW06,BELIM,UH,E,A,EEC ,R,   ,CF, ,NRG,UE,D, ,      ,1880,1172,1630,0240,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BELI4D,RW24,P,UE,P,N,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:020,2,BELI4D,RW24,D242B,UE,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02680,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,BELI4D,RW24,D242B,UE,P,C,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BELI4D,RW24,BELIM,UH,E,A,EE  ,L,   ,CF, ,NRG,UE,D, ,      ,1880,1172,1420,0240,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DELO1D,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0620,    ,+,02650,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:020,2,DELO1D,RW06,DELOK,UE,E,A,EEC ,L,   ,CF, ,NRG,UE,D, ,      ,2068,0914,2960,0180,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DELO2D,RW24,P,UE,P,N,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:020,2,DELO2D,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2420,    ,+,02680,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DELO2D,RW24,DELOK,UE,E,A,EEC , ,   ,CF, ,NRG,UE,D, ,      ,2068,0914,3240,0170,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DELO3D,RW06,D062C,UE,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02650,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:020,2,DELO3D,RW06,D062C,UE,P,C,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DELO3D,RW06,DELOK,UE,E,A,EEC ,L,   ,CF, ,NRG,UE,D, ,      ,2068,0914,2960,0190,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DELO4D,RW24,P,UE,P,N,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:020,2,DELO4D,RW24,D242B,UE,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02680,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DELO4D,RW24,D242B,UE,P,C,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,DELO4D,RW24,DELOK,UE,E,A,EEC , ,   ,CF, ,NRG,UE,D, ,      ,2068,0914,3240,0170,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MEGE1D,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0620,    ,+,02650,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:020,2,MEGE1D,RW06,MEGEP,UH,E,A,EEC ,R,   ,CF, ,NRG,UE,D, ,      ,1925,1188,1860,0210,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MEGE2D,RW24,P,UE,P,N,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:020,2,MEGE2D,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2420,    ,+,02680,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MEGE2D,RW24,MEGEP,UH,E,A,EEC , ,   ,CF, ,NRG,UE,D, ,      ,1925,1188,1640,0200,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MEGE3D,RW06,D062C,UE,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02650,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:030,2,MEGE3D,RW06,D062C,UE,P,C,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MEGE3D,RW06,MEGEP,UH,E,A,EEC ,R,   ,CF, ,NRG,UE,D, ,      ,1925,1188,1860,0230,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MEGE4D,RW24,P,UE,P,N,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:020,2,MEGE4D,RW24,D242B,UE,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02680,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,MEGE4D,RW24,D242B,UE,P,C,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,MEGE4D,RW24,MEGEP,UH,E,A,EEC , ,   ,CF, ,NRG,UE,D, ,      ,1925,1188,1640,0200,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PEMU1D,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0620,    ,+,02650,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:020,2,PEMU1D,RW06,PEMUK,UH,E,A,EEC ,L,   ,CF,Y,NRG,UE,D, ,      ,2070,1123,2470,0260,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PEMU2D,RW24,P,UE,P,N,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:030,2,PEMU2D,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2420,    ,+,02680,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,PEMU2D,RW24,PEMUK,UH,E,A,EEC , ,   ,CF, ,NRG,UE,D, ,      ,2070,1123,2570,0200,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PEMU3D,RW06,D062C,UE,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02650,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:020,2,PEMU3D,RW06,D062C,UE,P,C,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PEMU3D,RW06,PEMUK,UH,E,A,EEC ,L,   ,CF,Y,NRG,UE,D, ,      ,2070,1123,2470,0280,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PEMU4D,RW24,P,UE,P,N,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:020,2,PEMU4D,RW24,D242B,UE,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02680,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PEMU4D,RW24,D242B,UE,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,PEMU4D,RW24,PEMUK,UH,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,UMGE1D,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0620,    ,+,02650,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:020,2,UMGE1D,RW06,UMGER,UE,E,A,EEC , ,   ,CF, ,NRG,UE,D, ,      ,1964,0751,0070,0200,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,UMGE2D,RW24,P,UE,P,N,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:010,2,UMGE2D,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2420,    ,+,02680,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,UMGE2D,RW24,UMGER,UE,E,A,EEC ,R,   ,CF,Y,NRG,UE,D, ,      ,1964,0751,0250,0240,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,UMGE3D,RW06,D062C,UE,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02650,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:020,2,UMGE3D,RW06,D062C,UE,P,C,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,UMGE3D,RW06,UMGER,UE,E,A,EEC , ,   ,CF, ,NRG,UE,D, ,      ,1964,0751,0070,0200,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,UMGE4D,RW24,P,UE,P,N,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06950, ,   ,    ,   ,P,UE,P,N, , , , ;
SID:020,2,UMGE4D,RW24,D242B,UE,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02680,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,UMGE4D,RW24,D242B,UE,P,C,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,UMGE4D,RW24,UMGER,UE,E,A,EEC ,R,   ,CF,Y,NRG,UE,D, ,      ,1964,0751,0250,0240,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,BELI1A,RW06,BELIM,UH,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   ,P,UE,P,N, , , , ;
STAR:020,2,BELI1A,RW06,P,UE,P,N,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL090,FL080,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,BELI1A,RW06,P,UE,P,N,E  H,R,   ,HF, , , , , ,      ,    ,    ,2420,T010,+,06950,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,BELI1A,RW06,D259F,UE,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04610,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,BELI1A,RW06,FN06,UE,P,C,EE  ,L,   ,CF,Y,NRG,UE,D, ,      ,1989,1023,0620,0010, ,03960,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,BELI1B,RW06,BELIM,UH,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   ,P,UE,P,N, , , , ;
STAR:020,2,BELI1B,RW06,P,UE,P,N,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL090,FL080,     , ,   ,    ,   , , , , , , , , ;
STAR:025,2,BELI1B,RW06, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2870,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,BELI1B,RW06,D266H,UE,P,C,EY  , ,   ,CF, ,NRG,UE,D, ,      ,2006,1008,2420,0050, ,04610,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,BELI1B,RW06,FN06,UE,P,C,EE  ,L,   ,CF,Y,NRG,UE,D, ,      ,1989,1023,0620,0020, ,03960,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,BELI2A,RW24,BELIM,UH,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   ,P,UE,P,N, , , , ;
