SID:010,2,ATR3A,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3270,    ,+,00510,     ,11000, ,   ,    ,   ,ROX,RP,D, ,A, , , ;
SID:020,2,ATR3A,RW32,ROX,RP,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ATR3A,RW32,ATRIA,RP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ATR3B,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1470,    ,+,00510,     ,11000, ,   ,    ,   ,ROX,RP,D, ,A, , , ;
SID:015,2,ATR3B,RW14,ROX,RP,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,ATR3B,RW14,ATRIA,RP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BUN3A,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3270,    ,+,00510,     ,11000, ,   ,    ,   ,ROX,RP,D, ,A, , , ;
SID:020,2,BUN3A,RW32,BUNGA,RP,E,A,EEC ,R,   ,CF,Y,ROX,RP,D, ,      ,1518,0177,1500,0180,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BUN3B,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1470,    ,+,00510,     ,11000, ,   ,    ,   ,ROX,RP,D, ,A, , , ;
SID:020,2,BUN3B,RW14,BUNGA,RP,E,A,EEC , ,   ,CF, ,ROX,RP,D, ,      ,1518,0177,1500,0180,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GLA3E,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3270,    ,+,00510,     ,11000, ,   ,    ,   ,ROX,RP,D, ,A, , , ;
SID:020,2,GLA3E,RW32,GALIA,RP,E,A,EEC ,R,   ,CF,Y,ROX,RP,D, ,      ,2009,0187,1990,0200,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GLA3F,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1470,    ,+,02000,     ,11000, ,   ,    ,   ,ROX,RP,D, ,A, , , ;
SID:020,2,GLA3F,RW14,GALIA,RP,E,A,EEC , ,   ,CF, ,ROX,RP,D, ,      ,2009,0187,1990,0170,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KLO3A,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3270,    ,+,00510,     ,11000, ,   ,    ,   ,ROX,RP,D, ,A, , , ;
SID:020,2,KLO3A,RW32,MUCAN,RP,E,A,E C , ,   ,CF, ,ROX,RP,D, ,      ,2853,0095,2840,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KLO3A,RW32,KLO,RP,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KLO3B,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1470,    ,+,00510,     ,11000, ,   ,    ,   ,ROX,RP,D, ,A, , , ;
SID:020,2,KLO3B,RW14,MUCAN,RP,E,A,E C ,L,   ,CF,Y,ROX,RP,D, ,      ,2853,0095,2840,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KLO3B,RW14,KLO,RP,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MIN3A,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3270,    ,+,00510,     ,11000, ,   ,    ,   ,ROX,RP,D, ,A, , , ;
SID:020,2,MIN3A,RW32,MINOR,RP,E,A,EEC , ,   ,CF, ,ROX,RP,D, ,      ,3285,0553,3270,0550,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,MIN3B,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1470,    ,+,00510,     ,11000, ,   ,    ,   ,ROX,RP,D, ,A, , , ;
SID:020,2,MIN3B,RW14,MINOR,RP,E,A,EEC ,L,   ,CF,Y,ROX,RP,D, ,      ,3285,0553,3270,0560,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NSG3C,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3270,    ,+,00510,     ,11000, ,   ,    ,   ,ROX,RP,D, ,A, , , ;
SID:020,2,NSG3C,RW32,NASAG,RP,E,A,EEC ,R,   ,CF,Y,ROX,RP,D, ,      ,1643,0173,1630,0170,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NSG3D,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1470,    ,+,02000,     ,11000, ,   ,    ,   ,ROX,RP,D, ,A, , , ;
SID:020,2,NSG3D,RW14,NASAG,RP,E,A,EEC , ,   ,CF, ,ROX,RP,D, ,      ,1643,0173,1630,0140,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SBN3A,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3270,    ,+,00510,     ,11000, ,   ,    ,   ,ROX,RP,D, ,A, , , ;
SID:020,2,SBN3A,RW32,SIBUN,RP,E,A,E C , ,   ,CF, ,ROX,RP,D, ,      ,3473,0307,3460,0310,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SBN3A,RW32,SAGRA,RP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SBN3B,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1470,    ,+,00510,     ,11000, ,   ,    ,   ,ROX,RP,D, ,A, , , ;
SID:020,2,SBN3B,RW14,SIBUN,RP,E,A,E C ,L,   ,CF,Y,ROX,RP,D, ,      ,3473,0307,3460,0310,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SBN3B,RW14,SAGRA,RP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D14,ADOLE,ADOLE,RP,P,C,E CC, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D14,ADOLE,FF14,RP,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D14,ROX1,ROX,RP,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03200,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D14,ROX1,ROX,RP,D, ,V   , ,   ,FD, ,ROX,RP,D, ,      ,0000,0000,3530,0085, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D14,ROX1,FF14,RP,P,C,EE  ,L,   ,CF,Y,ROX,RP,D, ,      ,3250,0067,1440,0020,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D14,ROX2,ROX,RP,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03200,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D14,ROX2,ROX,RP,D, ,V   , ,   ,FD, ,ROX,RP,D, ,      ,0000,0000,3350,0085, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D14,ROX2,FF14,RP,P,C,EE  ,L,   ,CF,Y,ROX,RP,D, ,      ,3250,0067,1440,0020,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D14, ,FF14,RP,P,C,E  F, ,   ,IF, ,ROX,RP,D, ,      ,3250,0067,    ,    ,+,02000,     ,13000, ,   ,    ,   ,ROX,RP,D, ,A,0, ,S;
APPCH:030,D,D14, ,MA14,RP,P,C,E  M, ,   ,CF, ,ROX,RP,D, ,      ,3250,0017,1440,0050, ,00418,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D14, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1440,    ,+,00510,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D14, ,ROX,RP,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D14, ,ROX,RP,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,3530,T010,+,03200,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:010,A,D32,ROX1,ROX,RP,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03200,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D32,ROX1,ROX,RP,D, ,V   , ,   ,FD, ,ROX,RP,D, ,      ,0000,0000,1150,0080,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D32,ROX1,FF32,RP,P,C,EE  ,R,   ,CF,Y,ROX,RP,D, ,      ,1470,0065,3270,0020,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D32,ROX2,ROX,RP,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03200,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D32,ROX2,ROX,RP,D, ,V   , ,   ,FD, ,ROX,RP,D, ,      ,0000,0000,1350,0080,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D32,ROX2,FF32,RP,P,C,EE  ,R,   ,CF,Y,ROX,RP,D, ,      ,1470,0065,3270,0020,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D32, ,FF32,RP,P,C,E  F, ,   ,IF, ,ROX,RP,D, ,      ,1470,0065,    ,    ,+,02000,     ,13000, ,   ,    ,   ,ROX,RP,D, ,B,0, ,S;
APPCH:030,D,D32, ,MA32,RP,P,C,E  M, ,   ,CF, ,ROX,RP,D, ,      ,1470,0014,3270,0051, ,00393,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D32, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3270,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D32, ,ROX,RP,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D32, ,ROX,RP,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,1150,T010,+,03200,     ,     ,-,230,    ,   , , , , , ,0, ,S;
RWY:RW14 ,     ,      ,00011, ,    , ,   ;N11361437,E122445414,0341;
RWY:RW32 ,     ,      ,00011, ,    , ,   ;N11352835,E122452711,0207;
