SID:010,5,GISK2B,RW30,GB307,OO,P,C,E   , ,010,CF, ,IZK,OO,D, ,      ,2059,0976,3040,0060,+,01500,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,GISK2B,RW30,GB309,OO,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GISK2B,RW30,GBS01,OO,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,03300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GISK2B,RW30,GBS02,OO,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,04900,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GISK2B,RW30,GISKA,OO,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GISK3B,RW12,GB127,OO,P,C,E   , ,010,CF, ,IZK,OO,D, ,      ,1994,0998,1240,0060,+,01500,     ,13000,-,220,    ,   , , , , , , , , ;
SID:020,5,GISK3B,RW12,GISKA,OO,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MOGO1A,RW12,GB127,OO,P,C,E   , ,010,CF, ,IZK,OO,D, ,      ,1994,0998,1240,0060,+,01500,     ,13000,-,220,    ,   , , , , , , , , ;
SID:020,5,MOGO1A,RW12,GB125,OO,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MOGO1A,RW12,GBS03,OO,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MOGO1A,RW12,MOGOK,OO,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,10700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MOGO2B,RW30,GB307,OO,P,C,E   , ,010,CF, ,IZK,OO,D, ,      ,2059,0976,3040,0060,+,01500,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,MOGO2B,RW30,MOGOK,OO,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,11000,07300,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VUTA2B,RW30,GB307,OO,P,C,E   , ,010,CF, ,IZK,OO,D, ,      ,2059,0976,3040,0060,+,01500,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,VUTA2B,RW30,GB306,OO,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02700,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,VUTA2B,RW30,VUTAP,OO,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,08400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VUTA3B,RW12,GB127,OO,P,C,E   , ,010,CF, ,IZK,OO,D, ,      ,1994,0998,1240,0060,+,01500,     ,13000,-,220,    ,   , , , , , , , , ;
SID:020,5,VUTA3B,RW12,GB129,OO,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,     , ,   ,    ,   , , , , , , , , ;
