SID:010,5,AKPO1E,RW07,PALRI,RK,P,C,E   , ,   ,CF, ,YDM,RK,D, ,      ,0658,0150,0660,0143,B,09000,06000,14000, ,   ,    ,   ,RKPC,RK,P,A, , , , ;
SID:020,5,AKPO1E,RW07,AKPON,RK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AKPO1N,RW31,PC861,RK,P,C,E   , ,   ,CF, ,YDM,RK,D, ,      ,3148,0050,3130,0047, ,     ,     ,14000, ,   ,    ,   ,RKPC,RK,P,A, , , , ;
SID:020,5,AKPO1N,RW31,PC871,RK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AKPO1N,RW31,PC872,RK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AKPO1N,RW31,TOREN,RK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AKPO1N,RW31,PC874,RK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AKPO1N,RW31,AKPON,RK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AKPO1W,RW25,PC841,RK,P,C,E   , ,   ,CF, ,YDM,RK,D, ,      ,2449,0093,2460,0080, ,     ,     ,14000, ,   ,    ,   ,RKPC,RK,P,A, , , , ;
SID:020,5,AKPO1W,RW25,PC842,RK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AKPO1W,RW25,PC846,RK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AKPO1W,RW25,ATIMO,RK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AKPO1W,RW25,PAPLU,RK,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AKPO1W,RW25,AKPON,RK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CJU3L,RW25,D245I,RK,P,C,E   , ,   ,CF, ,YDM,RK,D, ,      ,2450,0090,2450,0090, ,     ,     ,14000, ,   ,    ,   ,YDM,RK,D, , , , , ;
SID:020,2,CJU3L,RW25,D326I,RK,P,C,E   ,R,   ,AF, ,YDM,RK,D, ,      ,3260,0090,2450,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CJU3L,RW25,YDM,RK,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CJU3L,RW25,CJU,RK,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CJU4K,RW07, , , , ,    , ,   ,CD, ,YDM,RK,D, ,      ,    ,    ,0670,0135, ,     ,     ,14000, ,   ,    ,   ,YDM,RK,D, , , , , ;
SID:020,2,CJU4K,RW07,D073K,RK,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CJU4K,RW07,CJU,RK,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IPDA1L,RW25,D245I,RK,P,C,E   , ,   ,CF, ,YDM,RK,D, ,      ,2450,0090,2450,0090, ,     ,     ,14000, ,   ,    ,   ,YDM,RK,D, , , , , ;
SID:020,2,IPDA1L,RW25,D326I,RK,P,C,E   ,R,   ,AF, ,YDM,RK,D, ,      ,3260,0090,2450,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IPDA1L,RW25,D007I,RK,P,C,E   ,R,   ,AF, ,YDM,RK,D, ,      ,0070,0090,3260,    , ,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IPDA1L,RW25,CJ27A,RK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,IPDA1L,RW25,CJ27B,RK,P,C,E   ,R,   ,AF, ,CJU,RK,D, ,      ,0121,0270,3530,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,IPDA1L,RW25,IPDAS,RK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IPDA1W,RW25,MEXER,RK,P,C,EY  , ,   ,CF, ,YDM,RK,D, ,      ,2446,0060,2460,0047, ,     ,     ,14000,-,250,    ,   ,RKPC,RK,P,A, , , , ;
SID:020,5,IPDA1W,RW25,PC832,RK,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,10000,08000,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,IPDA1W,RW25,PC833,RK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IPDA1W,RW25,PC834,RK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IPDA1W,RW25,IPDAS,RK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IPDA4K,RW07, , , , ,    , ,   ,CD, ,YDM,RK,D, ,      ,    ,    ,0670,0065, ,     ,     ,14000, ,   ,    ,   ,YDM,RK,D, , , , , ;
SID:020,2,IPDA4K,RW07,CJU30,RK,P,C,E   , ,   ,CF, ,CJU,RK,D, ,      ,0121,0300,0130,0200, ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IPDA4K,RW07,IPDAS,RK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KAMI1W,RW25,MEXER,RK,P,C,EY  , ,   ,CF, ,YDM,RK,D, ,      ,2446,0060,2460,0047, ,     ,     ,14000,-,250,    ,   ,RKPC,RK,P,A, , , , ;
SID:020,5,KAMI1W,RW25,PC832,RK,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,B,10000,08000,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,KAMI1W,RW25,PC833,RK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KAMI1W,RW25,OLLEH,RK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KAMI1W,RW25,KAMIT,RK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,KAMI2E,RW07,DER07,RK,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,14000, ,   ,    ,   ,RKPC,RK,P,A, , , , ;
SID:010,5,KAMI2E,RW07, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0660,    ,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,KAMI2E,RW07,PC811,RK,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KAMI2E,RW07,OLLEH,RK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KAMI2E,RW07,KAMIT,RK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KAMI2N,RW31,PC861,RK,P,C,E   , ,   ,CF, ,YDM,RK,D, ,      ,3148,0050,3130,0047, ,     ,     ,14000, ,   ,    ,   ,RKPC,RK,P,A, , , , ;
SID:020,5,KAMI2N,RW31,PC871,RK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KAMI2N,RW31,PC872,RK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KAMI2N,RW31,TOREN,RK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KAMI2N,RW31,OLLEH,RK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KAMI2N,RW31,KAMIT,RK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,LIMD1E,RW07,PALRI,RK,P,C,E   , ,   ,CF, ,YDM,RK,D, ,      ,0658,0150,0660,0143, ,     ,     ,14000,-,250,    ,   ,RKPC,RK,P,A, , , , ;
SID:030,5,LIMD1E,RW07,PC813,RK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,LIMD1E,RW07,CJU,RK,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     , ,   ,    ,   , , , , , , , , ;
