SID:010,5,SOVO2D,RW13,BP914,LF,P,C,EY  , ,   ,CF, ,TBO,LF,D, ,      ,2724,0226,1250,0022, ,     ,     ,05000,-,205,    ,   ,LFBP,LF,P,A, , , , ;
SID:020,5,SOVO2D,RW13,BP915,LF,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SOVO2D,RW13,SOVOS,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SOVO2E,RW13, , , , ,    , ,   ,CD, ,PYR,LF,D, ,      ,    ,    ,1250,0020, ,     ,     ,05000, ,   ,    ,   ,LFBP,LF,P,A, , , , ;
SID:020,2,SOVO2E,RW13,ORTEZ,LF,E,A,E C ,L,   ,CF,Y,TBO,LF,D, ,      ,2723,0378,2590,0160, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SOVO2E,RW13,SOVOS,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,SOVO2V,RW31,BP931,LF,P,C,EY  , ,   ,CF, ,TBO,LF,D, ,      ,2801,0288,3050,0035, ,     ,     ,05000,-,205,    ,   ,LFBP,LF,P,A, , , , ;
SID:030,5,SOVO2V,RW31,SOVOS,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,SOVO2W,RW31, , , , ,    , ,   ,CD, ,PYR,LF,D, ,      ,    ,    ,3050,0020, ,     ,     ,05000, ,   ,    ,   ,LFBP,LF,P,A, , , , ;
SID:010,2,SOVO2W,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3050,    ,+,01320,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,SOVO2W,RW31,ORTEZ,LF,E,A,E C , ,   ,CF, ,TBO,LF,D, ,      ,2723,0378,2590,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SOVO2W,RW31,SOVOS,LF,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,USAK2D,RW13,BP913,LF,P,C,E   , ,   ,CF, ,TBO,LF,D, ,      ,2701,0212,1250,0037, ,     ,     ,05000, ,   ,    ,   ,LFBP,LF,P,A, , , , ;
