STAR:010,5,BAJA1C,ALL,BAJJA,EG,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,BAJA1C,ALL,FANFE,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,BAJA1C,ALL,BCN,EG,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:040,5,BAJA1C,ALL,CDF,EG,D,B,EE H,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL070,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:010,5,DAWL1C,ALL,DAWLY,EG,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,DAWL1C,ALL,IZLAW,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:030,5,DAWL1C,ALL,EXMOR,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,DAWL1C,ALL,CDF,EG,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL070,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:010,5,ELRE1C,ALL,ELREW,EG,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,ELRE1C,ALL,DIZIM,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ELRE1C,ALL,BCN,EG,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:040,5,ELRE1C,ALL,CDF,EG,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL070,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:010,5,FIFA1C,ALL,FIFAH,EG,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,FIFA1C,ALL,AMMAN,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,FIFA1C,ALL,BCN,EG,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:040,5,FIFA1C,ALL,CDF,EG,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL070,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:010,5,ICTA1C,ALL,ICTAM,EG,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL260,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,ICTA1C,ALL,SAWPE,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ICTA1C,ALL,CONKO,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ICTA1C,ALL,OCTIZ,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,ICTA1C,ALL,BRI,EG,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:060,5,ICTA1C,ALL,CDF,EG,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL070,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:010,5,TOJA1C,ALL,TOJAQ,EG,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,TOJA1C,ALL,COXPE,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,TOJA1C,ALL,IZLAW,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:040,5,TOJA1C,ALL,EXMOR,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,TOJA1C,ALL,CDF,EG,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL070,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:010,5,WEVB1C,ALL,WEVBE,EG,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,WEVB1C,ALL,UBCAM,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,WEVB1C,ALL,ACBAZ,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,WEVB1C,ALL,KUKIS,EG,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:050,5,WEVB1C,ALL,CDF,EG,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL070,     ,     ,-,220,    ,   , , , , , , , , ;
APPCH:010,I,I25, ,CF25,EG,P,C,E  I, ,   ,IF, ,ISAT,EG,P,I,      ,0740,0131,    ,    ,J,02500,02500,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I25, ,FF25,EG,P,C,E  F, ,   ,CF, ,ISAT,EG,P,I,      ,0740,0084,2540,0047,G,02500,02500,     , ,   ,-300,   ,EGSY,EG,P,A, ,0,D,S;
APPCH:030,I,I25, ,RW25,EG,P,G,G  M, ,   ,CF, ,ISAT,EG,P,I,      ,0740,0011,2540,0073, ,00183,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I25, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2540,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I25, , , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2540,    , ,     ,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:010,L,L25, ,CF25,EG,P,C,E  I, ,   ,IF, ,ISAT,EG,P,I,      ,0740,0131,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,L,L25, ,FF25,EG,P,C,E  F, ,   ,CF, ,ISAT,EG,P,I,      ,0740,0084,2540,0047, ,02500,     ,     , ,   ,    ,   ,EGSY,EG,P,A, ,0,D,S;
APPCH:030,L,L25, ,ML25,EG,P,C,E  M, ,   ,CF, ,ISAT,EG,P,I,      ,0740,0016,2540,0068, ,00343,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,L,L25, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2540,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,L,L25, , , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2540,    , ,     ,     ,     ,-,230,    ,   , , , , , ,0,D,S;
RWY:RW07 ,-0510,      ,00161, ,    , ,   ;N51241055,W003264316,0164;
RWY:RW25 ,+0510,      ,00133, ,ISAT,1,   ;N51242718,W003251581,0039;
