SID:010,5,BMT1A,RW09, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0920,    ,+,03000,     ,09000, ,   ,    ,   ,VVPK,VV,P,A, , , , ;
SID:020,5,BMT1A,RW09,PK980,VV,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BMT1A,RW09,PK981,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,5,BMT1A,RW09,GIALI,VV,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BMT1A,RW09,ENGIM,VV,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BMT1A,RW09,BMT,VV,D, ,VEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BMT1B,RW27, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2720,    ,+,03000,     ,09000, ,   ,    ,   ,VVPK,VV,P,A, , , , ;
SID:020,5,BMT1B,RW27,PK780,VV,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BMT1B,RW27,PK781,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,5,BMT1B,RW27,PK783,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BMT1B,RW27,PK785,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BMT1B,RW27,GIALI,VV,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BMT1B,RW27,ENGIM,VV,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BMT1B,RW27,BMT,VV,D, ,VEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CQ1M,RW09, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0920,    ,+,03000,     ,09000, ,   ,    ,   ,VVPK,VV,P,A, , , , ;
SID:020,5,CQ1M,RW09,PK980,VV,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CQ1M,RW09,PK982,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,5,CQ1M,RW09,PK984,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,CQ1M,RW09,OMGON,VV,P,C,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL120,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,CQ1M,RW09,RUXIK,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,CQ1M,RW09,CQ,VV,D,B,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CQ1N,RW27, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2720,    ,+,03000,     ,09000, ,   ,    ,   ,VVPK,VV,P,A, , , , ;
SID:020,5,CQ1N,RW27,PK780,VV,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CQ1N,RW27,PK782,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,5,CQ1N,RW27,OMGON,VV,P,C,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL120,FL100,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,CQ1N,RW27,RUXIK,VV,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,CQ1N,RW27,CQ,VV,D,B,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DAKA1A,RW09, , , , ,    , ,   ,VD, ,PLK,VV,D, ,      ,    ,    ,0920,0050, ,     ,     ,09000, ,   ,    ,   ,PLK,VV,D, , , , , ;
SID:020,2,DAKA1A,RW09, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,3360,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DAKA1A,RW09,DAKAM,VV,E,A,EEC , ,   ,CF, ,PLK,VV,D, ,      ,0057,0270,0060,0130,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DAKA1B,RW27, , , , ,    , ,   ,VD, ,PLK,VV,D, ,      ,    ,    ,2720,0050, ,     ,     ,09000, ,   ,    ,   ,PLK,VV,D, , , , , ;
SID:020,2,DAKA1B,RW27, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,0360,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DAKA1B,RW27,DAKAM,VV,E,A,EEC , ,   ,CF, ,PLK,VV,D, ,      ,0057,0270,0060,0130,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DAN1M,RW09, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0920,    ,+,03000,     ,09000, ,   ,    ,   ,VVPK,VV,P,A, , , , ;
SID:020,5,DAN1M,RW09,PK980,VV,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
