SID:010,2,ASRI1A,RW29L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2920,    ,+,04710,     ,13000, ,   ,    ,   ,KMS,OI,D, , , , , ;
SID:020,2,ASRI1A,RW29L,KMS,OI,D, ,V   , ,   ,FA, ,KMS,OI,D, ,      ,0000,0000,2840,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ASRI1A,RW29L,KMS,OI,D, ,V   ,L,   ,CF,Y,KMS,OI,D, ,      ,0000,0000,0860,0060,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ASRI1A,RW29L,ASRIL,OI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ASRI1B,RW11R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1120,    ,+,04710,     ,13000, ,   ,    ,   ,KMS,OI,D, , , , , ;
SID:020,2,ASRI1B,RW11R,KMS,OI,D, ,V   , ,   ,FA, ,KMS,OI,D, ,      ,0000,0000,1190,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ASRI1B,RW11R, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,0410,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ASRI1B,RW11R,ASRIL,OI,E,A,EEC , ,   ,CF, ,KMS,OI,D, ,      ,0708,0301,0710,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ASRI1E,RW29L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2920,    ,+,04710,     ,13000, ,   ,    ,   ,KMS,OI,D,B, , , , ;
SID:020,2,ASRI1E,RW29L,KMS,OI,D,B,E   , ,   ,FA, ,KMS,OI,D, ,      ,3025,0016,2810,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ASRI1E,RW29L,KMS,OI,D,B,E   ,L,   ,CF,Y,KMS,OI,D, ,      ,3025,0016,0780,0060,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ASRI1E,RW29L,ASRIL,OI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ASRI1G,RW11R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1120,    ,+,04710,     ,13000, ,   ,    ,   ,KMS,OI,D,B, , , , ;
SID:020,2,ASRI1G,RW11R,KMS,OI,D,B,E   , ,   ,FA, ,KMS,OI,D, ,      ,3025,0016,1190,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ASRI1G,RW11R, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,0430,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ASRI1G,RW11R,ASRIL,OI,E,A,EEC , ,   ,CF, ,KMS,OI,D, ,      ,0708,0301,0730,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOPE1A,RW29L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2920,    ,+,04710,     ,13000, ,   ,    ,   ,KMS,OI,D, , , , , ;
SID:020,2,BOPE1A,RW29L,KMS,OI,D, ,V   , ,   ,FA, ,KMS,OI,D, ,      ,0000,0000,2840,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BOPE1A,RW29L, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,0330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BOPE1A,RW29L,BOPEL,OI,E,A,EEC , ,   ,CF, ,KMS,OI,D, ,      ,3476,0300,3480,0150, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOPE1B,RW11R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1120,    ,+,04710,     ,13000, ,   ,    ,   ,KMS,OI,D, , , , , ;
SID:020,2,BOPE1B,RW11R,KMS,OI,D, ,V   , ,   ,FA, ,KMS,OI,D, ,      ,0000,0000,1190,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BOPE1B,RW11R,KMS,OI,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BOPE1B,RW11R,BOPEL,OI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOPE1E,RW29L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2920,    ,+,04710,     ,13000, ,   ,    ,   ,KMS,OI,D,B, , , , ;
SID:020,2,BOPE1E,RW29L,KMS,OI,D,B,E   , ,   ,FA, ,KMS,OI,D, ,      ,3025,0016,2810,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BOPE1E,RW29L, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,0350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
