SID:010,5,GOSI3S,RW21,YE440,UD,P,C,EY  , ,   ,CF, ,ZVR,UD,D, ,      ,1155,0057,2080,0020, ,     ,     ,11500,-,210,    ,   ,ZVR,UD,D, , , , , ;
SID:020,5,GOSI3S,RW21,GOSIS,UD,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,INDU3S,RW21,YE440,UD,P,C,EY  , ,   ,CF, ,ZVR,UD,D, ,      ,1155,0057,2080,0020, ,     ,     ,11500,-,210,    ,   ,ZVR,UD,D, , , , , ;
SID:020,5,INDU3S,RW21,INDUR,LT,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SEVA3S,RW21,YE440,UD,P,C,EY  , ,   ,CF, ,ZVR,UD,D, ,      ,1155,0057,2080,0020, ,     ,     ,11500,-,210,    ,   ,ZVR,UD,D, , , , , ;
SID:020,5,SEVA3S,RW21,YE470,UD,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SEVA3S,RW21,SEVAN,UD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TIBL3S,RW21,YE440,UD,P,C,EY  , ,   ,CF, ,ZVR,UD,D, ,      ,1155,0057,2080,0020, ,     ,     ,11500,-,210,    ,   ,ZVR,UD,D, , , , , ;
SID:020,5,TIBL3S,RW21,TIBLO,UD,E,A,EE  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,GOSI3A,RW03,GOSIS,UD,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     ,-,250,    ,   ,ZVR,UD,D, , , , , ;
STAR:020,5,GOSI3A,RW03,BANAG,UD,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:030,5,GOSI3A,RW03,EREVA,UD,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,230,    ,   , , , , , , , , ;
STAR:010,5,INDU3A,RW03,INDUR,LT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     ,-,250,    ,   ,ZVR,UD,D, , , , , ;
STAR:020,5,INDU3A,RW03,OKUDA,UD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,230,    ,   , , , , , , , , ;
STAR:010,5,SEVA3A,RW03,SEVAN,UD,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     ,-,250,    ,   ,ZVR,UD,D, , , , , ;
STAR:020,5,SEVA3A,RW03,MAXAK,UD,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:030,5,SEVA3A,RW03,EREVA,UD,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,230,    ,   , , , , , , , , ;
STAR:010,5,TIBL3A,RW03,TIBLO,UD,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     ,-,250,    ,   ,ZVR,UD,D, , , , , ;
STAR:020,5,TIBL3A,RW03,OKUDA,UD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     ,-,230,    ,   , , , , , , , , ;
RWY:RW03 ,     ,      ,02900, ,    , ,   ;N40064296,E044272421,0000;
RWY:RW21 ,     ,      ,02955, ,    , ,   ;N40074439,E044281515,1312;
