SID:010,5,MULD6S,RW27R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2710,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,MULD6S,RW27R,DV250,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MULD6S,RW27R,DV251,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MULD6S,RW27R,DV252,ED,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,MULD6S,RW27R,DV254,ED,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,MULD6S,RW27R,DOKOK,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,MULD6S,RW27R,MULDO,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MULD8F,RW27L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2710,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,MULD8F,RW27L,DV200,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MULD8F,RW27L,DV201,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MULD8F,RW27L,DV252,ED,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,MULD8F,RW27L,DV254,ED,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,MULD8F,RW27L,DOKOK,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,MULD8F,RW27L,MULDO,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NIE1Y,RW09L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0910,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,NIE1Y,RW09L,DV100,ED,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,5,NIE1Y,RW09L,DV111,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NIE1Y,RW09L,DV101,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NIE1Y,RW09L,NIE,ED,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NIE7F,RW27L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2710,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,NIE7F,RW27L,DV200,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NIE7F,RW27L,NIE,ED,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NIE7G,RW09R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0910,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,NIE7G,RW09R,DV150,ED,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NIE7G,RW09R,DV151,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NIE7G,RW09R,DV152,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NIE7G,RW09R,NIE,ED,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NIE9S,RW27R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2710,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,NIE9S,RW27R,DV250,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NIE9S,RW27R,NIE,ED,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,POVE2H,RW09R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0910,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,POVE2H,RW09R,DV157,ED,P,C,E   , ,   ,CF, ,WRB,ED,D, ,      ,0261,0644,0900,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,POVE2H,RW09R,POVEL,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,POVE2Y,RW09L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0910,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,POVE2Y,RW09L,DV105,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,POVE2Y,RW09L,POVEL,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,POVE3F,RW27L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2710,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,POVE3F,RW27L,DV202,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,POVE3F,RW27L,DV256,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,POVE3F,RW27L,DLE,ED,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,POVE3F,RW27L,POVEL,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,POVE3S,RW27R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2710,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,POVE3S,RW27R,HW,ED,D,B,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,POVE3S,RW27R,DV256,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,POVE3S,RW27R,DLE,ED,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,POVE3S,RW27R,POVEL,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VAXE1F,RW27L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2710,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,VAXE1F,RW27L,DV205,ED,P,C,E   , ,   ,CF, ,WRB,ED,D, ,      ,0121,0591,2700,0060,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,VAXE1F,RW27L,DV206,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,VAXE1F,RW27L,VAXEV,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VAXE1G,RW09R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0910,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,VAXE1G,RW09R,DV150,ED,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,VAXE1G,RW09R,DV151,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,VAXE1G,RW09R,DV152,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,VAXE1G,RW09R,NIE,ED,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,VAXE1G,RW09R,VAXEV,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VAXE1S,RW27R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2710,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,VAXE1S,RW27R,DV204,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,VAXE1S,RW27R,DV206,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,VAXE1S,RW27R,VAXEV,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VAXE1Y,RW09L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0910,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,VAXE1Y,RW09L,DV100,ED,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,5,VAXE1Y,RW09L,DV111,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,VAXE1Y,RW09L,DV101,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,VAXE1Y,RW09L,NIE,ED,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,VAXE1Y,RW09L,VAXEV,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,WERA3F,RW27L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2710,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,WERA3F,RW27L,DV202,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,WERA3F,RW27L,DV257,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,WERA3F,RW27L,ADSIN,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,WERA3F,RW27L,ROLUK,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,WERA3F,RW27L,TOLTA,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,WERA3F,RW27L,WERRA,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,WERA3G,RW09R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0910,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,WERA3G,RW09R,DV153,ED,P,C,EY  , ,   ,CF, ,WRB,ED,D, ,      ,0241,0633,0900,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,WERA3G,RW09R,DV156,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,WERA3G,RW09R,DLE,ED,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,WERA3G,RW09R,NORTA,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,WERA3G,RW09R,WERRA,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,WERA3S,RW27R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2710,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,WERA3S,RW27R,HW,ED,D,B,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,WERA3S,RW27R,DV257,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,WERA3S,RW27R,ADSIN,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,WERA3S,RW27R,ROLUK,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,WERA3S,RW27R,TOLTA,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,WERA3S,RW27R,WERRA,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,WERA3Y,RW09L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0910,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,WERA3Y,RW09L,DV103,ED,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,WERA3Y,RW09L,DV104,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,WERA3Y,RW09L,DLE,ED,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,WERA3Y,RW09L,NORTA,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,WERA3Y,RW09L,WERRA,ED,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,WRB1G,RW09R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0910,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,WRB1G,RW09R,DV153,ED,P,C,EY  , ,   ,CF, ,WRB,ED,D, ,      ,0241,0633,0900,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,WRB1G,RW09R,DV156,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,WRB1G,RW09R,DLE,ED,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,WRB1G,RW09R,NORTA,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,WRB1G,RW09R,TOLTA,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,WRB1G,RW09R,WRB,ED,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,WRB3S,RW27R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2710,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,WRB3S,RW27R,HW,ED,D,B,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,WRB3S,RW27R,DV257,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,WRB3S,RW27R,ADSIN,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,WRB3S,RW27R,ROLUK,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,WRB3S,RW27R,TOLTA,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,WRB3S,RW27R,WRB,ED,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,WRB3Y,RW09L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0910,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,WRB3Y,RW09L,DV103,ED,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,WRB3Y,RW09L,DV104,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,WRB3Y,RW09L,DLE,ED,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,WRB3Y,RW09L,NORTA,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,WRB3Y,RW09L,TOLTA,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,WRB3Y,RW09L,WRB,ED,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,WRB8F,RW27L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2710,    ,+,00600,     ,05000, ,   ,    ,   ,EDDV,ED,P,A, , , , ;
SID:020,5,WRB8F,RW27L,DV202,ED,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,WRB8F,RW27L,DV257,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,WRB8F,RW27L,ADSIN,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,WRB8F,RW27L,ROLUK,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,WRB8F,RW27L,TOLTA,ED,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,WRB8F,RW27L,WRB,ED,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,CEL09, ,CEL,ED,D,B,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL110,     ,     ,-,250,    ,   ,EDDV,ED,P,A, , , , ;
STAR:020,5,CEL09, ,DV460,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:040,5,CEL09, ,DV465,ED,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,CEL09,RW09L,DV465,ED,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,EDDV,ED,P,A, , , , ;
STAR:020,6,CEL09,RW09L,EDDV,ED,P,A,AE  , ,   ,VM, , , , , ,      ,    ,    ,2700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,CEL09,RW09R,DV465,ED,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,EDDV,ED,P,A, , , , ;
STAR:020,6,CEL09,RW09R,EDDV,ED,P,A,AE  , ,   ,VM, , , , , ,      ,    ,    ,2700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,CEL27, ,CEL,ED,D,B,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     ,-,250,    ,   ,EDDV,ED,P,A, , , , ;
STAR:020,5,CEL27, ,DV500,ED,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
