SID:040,6,NEPO1A,SIDUR,ILPUB,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,NEPO1A,SIDUR,LIXEP,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,NEPO1A,SIDUR,SIDUR,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OMNI,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0840,    ,+,03000,     ,07000, ,   ,    ,   ,SBAF,SB,P,A,B, , , ;
SID:020,2,OMNI,RW08, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0840,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PUMS1A,RW08, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0840,    ,+,00800,     ,07000, ,   ,    ,   ,SBAF,SB,P,A,A, , , ;
SID:020,5,PUMS1A,RW08,NEPOM,SB,P,C,E   , ,010,CF, ,CXI,SB,D, ,      ,1620,0072,1260,0109, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,PUMS1A,RW08,UTGAX,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,07000,05000,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,PUMS1A,RW08,UDIRA,SB,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,PUMS1A,RW08,PUMSO,SB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:010,6,PUMS1A,ADA,PUMSO,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000,-,210,    ,   ,SBAF,SB,P,A,A, , , ;
SID:020,6,PUMS1A,ADA,ADA,SB,D, ,VEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,PUMS1A,IMBAP,PUMSO,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000,-,210,    ,   ,SBAF,SB,P,A,A, , , ;
SID:020,6,PUMS1A,IMBAP,MOMVO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,PUMS1A,IMBAP,PCX,SB,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,PUMS1A,IMBAP,MOTNO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,PUMS1A,IMBAP,ISRIN,SB,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,PUMS1A,IMBAP,IMBAP,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,PUMS1A,ISRIN,PUMSO,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000,-,210,    ,   ,SBAF,SB,P,A,A, , , ;
SID:020,6,PUMS1A,ISRIN,MOMVO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,PUMS1A,ISRIN,PCX,SB,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,PUMS1A,ISRIN,MOTNO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,PUMS1A,ISRIN,ISRIN,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,PUMS1A,MUDKA,PUMSO,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000,-,210,    ,   ,SBAF,SB,P,A,A, , , ;
SID:020,6,PUMS1A,MUDKA,MOMVO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,PUMS1A,MUDKA,PCX,SB,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,PUMS1A,MUDKA,MOTNO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,PUMS1A,MUDKA,ISRIN,SB,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,PUMS1A,MUDKA,TOSAT,SB,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,6,PUMS1A,MUDKA,MUDKA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,PUMS1A,TISVA,PUMSO,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000,-,210,    ,   ,SBAF,SB,P,A,A, , , ;
SID:020,6,PUMS1A,TISVA,TISVA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,PUMS1A,UKENU,PUMSO,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000,-,210,    ,   ,SBAF,SB,P,A,A, , , ;
SID:020,6,PUMS1A,UKENU,MOMVO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,PUMS1A,UKENU,PCX,SB,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,PUMS1A,UKENU,MOTNO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,PUMS1A,UKENU,ISRIN,SB,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,PUMS1A,UKENU,UKENU,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,RNVA,EGDUT,EGDUT,SB,E,A,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06300,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,EGDUT,RJ001,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04700,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:030,A,RNVA,EGDUT,EGBAT,SB,E,A,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVA,UTBOM,UTBOM,SB,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06300,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVA,UTBOM,DOOPK,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:030,A,RNVA,UTBOM,EGBAT,SB,E,A,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVA, ,EGBAT,SB,E,A,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVA, ,AF002,SB,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1510,0057, ,01500,     ,     , ,   ,    ,   ,SBAF,SB,P,A,A,B,J,C;
APPCH:030,R,RNVA, ,AF003,SB,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,2240,0030, ,00760,     ,     , ,   ,-300,   , , , , , ,B,J,C;
APPCH:040,R,RNVA, ,AF004,SB,P,C,E M , ,010,CF, ,SCR,SB,D, ,      ,0919,0136,2740,0088, ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVA, ,DONGI,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,05000,04000,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:060,R,RNVA, ,SCR,SB,D, ,VY  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,05100,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:070,R,RNVA, ,SCR,SB,D, ,VE H,L,010,HM, , , , , ,      ,    ,    ,0870,T010, ,05100,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVB,AF012,AF012,SB,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVB,AF012,AF006,SB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVB,AF013,AF013,SB,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVB,AF013,AF006,SB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVB,AF014,AF014,SB,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVB,AF014,AF006,SB,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVB, ,AF006,SB,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVB, ,AF007,SB,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1050,0050,+,02900,     ,     ,-,140,    ,   ,SBAF,SB,P,A,A,B,J,C;
APPCH:030,R,RNVB, ,AF009,SB,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,1200,0050, ,01310,     ,     , ,   ,-300,   , , , , , ,B,J,C;
APPCH:040,R,RNVB, , , , , ,  M , ,   ,VA, , , , , ,      ,    ,    ,1450,    ,+,02100,     ,     ,-,180,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVB, ,AF011,SB,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:060,R,RNVB, ,AF012,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:070,R,RNVB, ,AF012,SB,P,C,EE H,L,010,HM, , , , , ,      ,    ,    ,0150,T010,+,06000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
RWY:RW08 ,     ,      ,00104, ,    , ,   ;S22524600,W043233600,0000;
RWY:RW26 ,     ,      ,00063, ,    , ,   ;S22521500,W043223400,0000;
