SID:010,2,NN106,RW06,DER06,ET,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,NVO,ED,D, , , , , ;
SID:020,2,NN106,RW06, , , , ,    , ,   ,CD, ,NVO,ED,D, ,      ,    ,    ,0640,0066,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NN106,RW06, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0640,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NN124,RW24,DER24,ET,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,NVO,ED,D, , , , , ;
SID:020,2,NN124,RW24, , , , ,    , ,   ,CD, ,NVO,ED,D, ,      ,    ,    ,2210,0050,+,03300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NN124,RW24, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2210,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NN224,RW24,DER24,ET,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,NVO,ED,D, , , , , ;
SID:020,2,NN224,RW24, , , , ,    , ,   ,CD, ,NVO,ED,D, ,      ,    ,    ,2370,0060,+,03300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NN224,RW24, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2370,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,I24,IZWOK,IZWOK,ET,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I24,IZWOK, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3530,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I24,IZWOK,D138K,ET,P,C,E   ,L,   ,AF, ,NVO,ED,D, ,      ,1380,0110,1730,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,A,I24,IZWOK,D064K,ET,P,C,E   ,L,   ,AF, ,NVO,ED,D, ,      ,0631,0110,1380,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,A,I24,IZWOK,CI24,ET,P,C,EE  , ,   ,CF, ,IWNN,ET,P,I,      ,0638,0086,2440,0023,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I24, ,CI24,ET,P,C,E  I, ,   ,IF, ,IWNN,ET,P,I,      ,0638,0086,    ,    ,J,02000,02000,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I24, ,FF24,ET,P,C,E  F, ,   ,CF, ,IWNN,ET,P,I,      ,0639,0066,2440,0020,H,02000,02000,     , ,   ,-300,   ,NVO,ED,D, , ,0,D,S;
APPCH:030,I,I24, ,RW24,ET,P,G,G  M, ,   ,CF, ,IWNN,ET,P,I,      ,0639,0015,2440,0051, ,00378,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I24, ,RW24,ET,P,G,G M , ,   ,FD, ,NVO,ED,D, ,      ,0586,0016,2440,0030, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I24, , , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,1270,    , ,     ,     ,     ,-,250,    ,   , , , , , ,0,D,S;
APPCH:060,I,I24, ,IZWOK,ET,P,C,E   , ,   ,CF, ,NVO,ED,D, ,      ,1730,0130,1730,0070, ,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,I,I24, ,IZWOK,ET,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,3530,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T06,IZWOK,IZWOK,ET,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T06,IZWOK, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3530,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T06,IZWOK,D252K,ET,P,C,E   ,R,   ,AF, ,NVO,ED,D, ,      ,2520,0110,1730,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,T06,IZWOK,FT06,ET,P,C,EE  , ,   ,CF, ,NVO,ED,D, ,      ,2520,0078,0720,0032,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T06, ,FT06,ET,P,C,E  F, ,   ,IF, ,NVO,ED,D, ,      ,2520,0078,    ,    ,+,03000,     ,     , ,   ,    ,   ,NVO,ED,D, , ,0,D,S;
APPCH:025,T,T06, ,21TAC,ET,P,C,E S , ,   ,CF, ,NVO,ED,D, ,      ,2520,0021,0720,0057,+,01080,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:030,T,T06, ,MT06,ET,P,C,E  M, ,   ,CF, ,NVO,ED,D, ,      ,2520,0011,0720,0010, ,00869,     ,     , ,   ,-300,   , , , , , ,0,D,S;
