SID:010,5,FRAG1G,RW19,OPLUX,SA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,05000,-,220,    ,   ,SAOU,SA,P,A, , , , ;
SID:020,5,FRAG1G,RW19,FRAGA,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ISIP1G,RW19,OPLUX,SA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,05000,-,220,    ,   ,SAOU,SA,P,A, , , , ;
SID:020,5,ISIP1G,RW19,OSARI,SA,P,C,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL065,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ISIP1G,RW19,ISIPO,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MORO1G,RW19,OPLUX,SA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,05000,-,220,    ,   ,SAOU,SA,P,A, , , , ;
SID:020,5,MORO1G,RW19,OSARI,SA,P,C,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL065,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MORO1G,RW19,MORRO,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,EDRA1R,RW01,EDRAL,SA,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   ,SAOU,SA,P,A, , , , ;
STAR:020,5,EDRA1R,RW01,ROGUB,SA,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:010,5,FRAG1R,RW01,FRAGA,SA,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   ,SAOU,SA,P,A, , , , ;
STAR:020,5,FRAG1R,RW01,ILSEN,SA,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:010,5,ISIP1R,RW01,ISIPO,SA,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   ,SAOU,SA,P,A, , , , ;
STAR:020,5,ISIP1R,RW01,ILSEN,SA,P,C,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     ,-,220,    ,   , , , , , , , , ;
STAR:010,5,KABA1R,RW01,KABAK,SA,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     , ,   ,    ,   ,SAOU,SA,P,A, , , , ;
