STAR:010,4,ALCRN1,ALLMA,ALLMA,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL230,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,ALCRN1,ALLMA,ALCRN,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,14000,12000,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ALCRN1,ALL,ALCRN,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,14000,12000,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,ALCRN1,ALL,AAMOS,K7,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ALCRN1,ALL,AAMOS,K7,E,A,EE  , ,   ,FM, ,SGJ,K7,D, ,      ,3211,0473,1600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,HOTAR1,BASLE,BASLE,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,HOTAR1,BASLE,WYTOK,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,HOTAR1,BASLE,JABOR,K7,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,HOTAR1,ALL,JABOR,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,5,HOTAR1,ALL,HOTAR,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,HOTAR1,ALL,HEBIN,K7,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,HOTAR1,ALL,KNIP,K7,P,A,AE  , ,   ,VM, , , , , ,      ,    ,    ,2530,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,POGIE2,ALL,ORL,K7,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,POGIE2,ALL,CROPY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,POGIE2,ALL,SHINR,K7,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,POGIE2,ALL,BASSS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,POGIE2,ALL,POGIE,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,2,POGIE2,ALL,MOSEL,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,2,POGIE2,ALL,CRG,K7,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,R10-Y,MADEN,MADEN,K7,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01600,     ,18000, ,   ,    ,   , , , , , ,A,P,S;
APPCH:020,A,R10-Y,MADEN,ITEGE,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01600,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:010,R,R10-Y, ,ITEGE,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01600,     ,18000, ,   ,    ,   ,RW10,K7,P,G, ,A,P,S;
APPCH:015,R,R10-Y, ,CIROT,K7,P,C,E   , ,802,TF, , , , , ,      ,    ,    ,3390,0028,+,01600,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:020,R,R10-Y, ,BUMPH,K7,P,C,E  F,R,802,RF, , , , , ,004000,    ,    ,    ,0045,+,01500,     ,     , ,   ,    ,   ,CFKDC,K7,P,C, ,A,P,S;
APPCH:025,R,R10-Y, ,APUPE,K7,P,C,E   ,R,302,RF, , , , , ,001630,    ,    ,    ,0015,+,01027,     ,     , ,   ,-300,   ,CFMKR,K7,P,C, ,A,P,S;
APPCH:030,R,R10-Y, ,RW10,K7,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0960,0030, ,00072,     ,     , ,   ,-300,   , , , , , ,A,P,S;
APPCH:040,R,R10-Y, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0960,    ,+,00600,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:050,R,R10-Y, ,MADEN,K7,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:060,R,R10-Y, ,MADEN,K7,P,C,EE H,L,020,HM, , , , , ,      ,    ,    ,0110,0040,-,06000,     ,     ,-,230,    ,   , , , , , ,A,P,S;
APPCH:010,A,R10-Z,GNV,GNV,K7,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R10-Z,GNV,FRESH,K7,E,A,E  C, ,020,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R10-Z,GNV,HOWLR,K7,E,A,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R10-Z,MONIA,MONIA,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R10-Z,MONIA,REDIE,K7,E,A,E  A, ,020,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R10-Z,MONIA,HOWLR,K7,E,A,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R10-Z, ,HOWLR,K7,E,A,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:015,R,R10-Z, ,HUTNO,K7,P,C,E S , ,010,TF, , , , , ,      ,    ,    ,0960,0047, ,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R10-Z, ,IVANZ,K7,E,A,E  F, ,010,TF, , , , , ,      ,    ,    ,0960,0053,+,01400,     ,     , ,   ,-300,   ,RW10,K7,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R10-Z, ,RW10,K7,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0960,0042, ,00072,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R10-Z, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0960,    ,+,00600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R10-Z, ,MADEN,K7,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R10-Z, ,MADEN,K7,P,C,EE H,L,020,HM, , , , , ,      ,    ,    ,0110,0040,-,06000,     ,     ,-,230,    ,   , , , , , ,A,J,S;
APPCH:010,A,R28-Y,DUWOT,DUWOT,K7,P,C,EE C,L,010,HF, , , , , ,      ,    ,    ,2760,0040,+,01600,     ,18000,-,200,    ,   , , , , , ,A,P,S;
APPCH:010,A,R28-Y,JETSO,JETSO,K7,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,13000,01700,18000, ,   ,    ,   , , , , , ,A,P,S;
APPCH:020,A,R28-Y,JETSO,DUWOT,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,01600,     ,     , ,   ,    ,   , , , , , ,A,P,S;
APPCH:010,A,R28-Y,SUBER,SUBER,K7,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,B,13000,01700,18000, ,   ,    ,   , , , , , ,A,P,S;
