APPCH:010,A,R13,CSI,CSI,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R13,CSI,DLF,K4,D, ,V   , ,020,TF, , , , , ,      ,    ,    ,2400,0881,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R13,CSI,JERUL,K4,P,C,EY  , ,020,TF, , , , , ,      ,    ,    ,2963,0209,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:040,A,R13,CSI,JERUL,K4,P,C,EE A,L,   ,HF, , , , , ,      ,    ,    ,1322,0040,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R13,DLF,DLF,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R13,DLF,JERUL,K4,P,C,EY  , ,020,TF, , , , , ,      ,    ,    ,2963,0209,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R13,DLF,JERUL,K4,P,C,EE A,L,   ,HF, , , , , ,      ,    ,    ,1322,0040,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R13,OZMOS,OZMOS,K4,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R13,OZMOS,CIVLA,K4,P,C,E  A, ,020,TF, , , , , ,      ,    ,    ,1569,0680,+,06000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R13,OZMOS,JERUL,K4,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,1571,0087,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R13, ,JERUL,K4,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R13, ,RORKY,K4,P,C,E  F, ,051,TF, , , , , ,      ,    ,    ,1322,0086,+,02700,     ,     , ,   ,    ,   ,RW13,K4,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R13, ,HIBUD,K4,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,1322,0032,V,01640,01658,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R13, ,RW13,K4,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,1322,0019, ,01049,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R13, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1322,    ,+,01252,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R13, ,AREXE,K4,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R13, ,DLF,K4,D, ,VY  , ,010,TF, , , , , ,      ,    ,    ,0686,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:070,R,R13, ,DLF,K4,D, ,VE  ,R,020,HM, , , , , ,      ,    ,    ,2670,0040,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,VOR-A,DLF,DLF,K4,D, ,VE A,R,   ,HF, , , , , ,      ,    ,    ,2686,T010,+,04000,     ,18000, ,   ,    ,   , , , , , ,0,N,C;
APPCH:020,S,VOR-A, ,DLF,K4,D, ,V  F, ,   ,IF, ,DLF,K4,D, ,      ,0000,0000,    ,    ,+,04000,     ,18000, ,   ,    ,   ,DLF,K4,D, , ,0,N,C;
APPCH:030,S,VOR-A, ,CULER,K4,P,C,EY M, ,   ,CF, ,DLF,K4,D, ,      ,2686,0078,2686,0078, ,01780,     ,     , ,   , 000,   , , , , , ,0,N,C;
APPCH:040,S,VOR-A, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2686,    ,+,01402,     ,     , ,   ,    ,   , , , , , ,0,N,C;
APPCH:050,S,VOR-A, , , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3400,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,N,C;
APPCH:060,S,VOR-A, ,DLF,K4,D, ,VY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,N,C;
APPCH:070,S,VOR-A, ,DLF,K4,D, ,VE  ,R,   ,HM, , , , , ,      ,    ,    ,2686,T010,+,04000,     ,     , ,   ,    ,   , , , , , ,0,N,C;
RWY:RW13 ,     ,      ,01002,I,    , ,   ;N29224883,W100555837,0300;
RWY:RW31 ,     ,      ,00995,D,    , ,   ;N29220318,W100551499,0000;
