SID:010,5,BISM1A,RW03,ME602,GM,P,C,E   , ,010,CF, ,RBT,GM,D, ,      ,0309,0110,0330,0100,+,02200,     ,04000,-,220,    ,   ,GMME,GM,P,A, , , , ;
SID:020,5,BISM1A,RW03,ME904,GM,P,C,E   ,R,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03800,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,BISM1A,RW03,DIRAD,GM,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,BISM1A,RW03,ME603,GM,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,BISM1A,RW03,BISMI,GM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,5,BISM1B,RW21, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2130,    ,+,01000,     ,04000,-,210,    ,   ,GMME,GM,P,A, , , , ;
SID:020,5,BISM1B,RW21,ME601,GM,P,C,E   , ,010,CF, ,RBT,GM,D, ,      ,1820,0110,1810,0080, ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:050,5,BISM1B,RW21,BISMI,GM,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,2,BISM1C,RW21,D213C,GM,P,C,EYC , ,   ,CF, ,RBT,GM,D, ,      ,2130,0027,2130,0030, ,     ,     ,04000, ,   ,    ,   ,RBT,GM,D, , , , , ;
SID:020,2,BISM1C,RW21, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1520,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,BISM1C,RW21,D182K,GM,P,C,EY  , ,   ,CF, ,RBT,GM,D, ,      ,1820,0110,1820,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
