SID:010,1,CJN4H,RW05, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0460,    ,+,02440,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,1,CJN4H,RW05,GE,LE,D,B,EB  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,CJN4H,RW23, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2260,    ,+,02440,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,1,CJN4H,RW23,GE,LE,D,B,EB  , ,   ,CF, ,TLD,LE,D, ,      ,0585,0266,2260,0070,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,CJN4H, ,GE,LE,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,2,CJN4H, ,D274M,LE,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,CJN4H, ,VTB,LE,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,CJN4H, ,CJN,LE,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,NVS3H,RW05, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0460,    ,+,02440,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,1,NVS3H,RW05,GE,LE,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,1,NVS3H,RW05, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2760,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,NVS3H,RW05,NVS,LE,D, ,VE  , ,   ,CF, ,NVS,LE,D, ,      ,0000,0000,3060,0170,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,NVS3H,RW23, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2260,    ,+,02440,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,1,NVS3H,RW23,GE,LE,D,B,E   , ,   ,CF, ,TLD,LE,D, ,      ,0585,0266,2260,0070,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,1,NVS3H,RW23, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2760,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,NVS3H,RW23,NVS,LE,D, ,VE  , ,   ,CF, ,NVS,LE,D, ,      ,0000,0000,3060,0190,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,PINA3J,RW05, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0460,    ,+,02440,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,1,PINA3J,RW05,GE,LE,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
