SID:010,4,BAYLR4,RW08, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0832,    ,+,06020,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BAYLR4,RW08, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0832,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BAYLR4,RW08,BAYLR,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BAYLR4,RW17, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1720,    ,+,06020,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BAYLR4,RW17, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1720,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BAYLR4,RW17,BAYLR,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BAYLR4,RW26, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2632,    ,+,06020,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BAYLR4,RW26, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2632,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BAYLR4,RW26,BAYLR,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BAYLR4,RW35, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3520,    ,+,06020,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BAYLR4,RW35, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3520,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BAYLR4,RW35,BAYLR,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BAYLR4, ,BAYLR,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,BAYLR4, ,BOBBA,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BAYLR4,HBU,BOBBA,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,BAYLR4,HBU,HBU,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BAYLR4,TEHRU,BOBBA,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,BAYLR4,TEHRU,TEHRU,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BRYCC4,RW08, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0832,    ,+,06020,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BRYCC4,RW08, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0832,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BRYCC4,RW08,BRYCC,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BRYCC4,RW17, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1720,    ,+,06020,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BRYCC4,RW17, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1720,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BRYCC4,RW17,BRYCC,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BRYCC4,RW26, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2632,    ,+,06020,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BRYCC4,RW26, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2632,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BRYCC4,RW26,BRYCC,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BRYCC4,RW35, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3520,    ,+,06020,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BRYCC4,RW35, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3520,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BRYCC4,RW35,BRYCC,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BRYCC4, ,BRYCC,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,BRYCC4, ,TAYOT,K3,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CONNR5,RW08, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0832,    ,+,06020,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CONNR5,RW08, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0832,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CONNR5,RW08,CONNR,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CONNR5,RW17, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1720,    ,+,06020,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CONNR5,RW17, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1720,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CONNR5,RW17,CONNR,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CONNR5,RW26, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2632,    ,+,06020,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CONNR5,RW26, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2632,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CONNR5,RW26,CONNR,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CONNR5,RW35, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3520,    ,+,06020,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CONNR5,RW35, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3520,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CONNR5,RW35,CONNR,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CONNR5, ,CONNR,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,CONNR5, ,BULDG,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CONNR5, ,DBL,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,COORZ4,RW08, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0832,    ,+,06020,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,COORZ4,RW08, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0832,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,COORZ4,RW08,COORZ,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
