SID:010,5,DEXI3A,RW15, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,1490,    ,+,03200,     ,08000, ,   ,    ,   ,SBKP,SB,P,A,B, , , ;
SID:020,5,DEXI3A,RW15,KP024,SB,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DEXI3A,RW15,DEXIB,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,DEXI3A,GERTU,DEXIB,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,08000, ,   ,    ,   ,SBKP,SB,P,A,B, , , ;
SID:020,6,DEXI3A,GERTU,GERTU,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,DEXI3A,ISMOB,DEXIB,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,08000, ,   ,    ,   ,SBKP,SB,P,A,B, , , ;
SID:020,6,DEXI3A,ISMOB,UKBEV,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,DEXI3A,ISMOB,KP179,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,DEXI3A,ISMOB,ISMOB,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,DEXI3A,VUPOG,DEXIB,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,08000, ,   ,    ,   ,SBKP,SB,P,A,B, , , ;
SID:020,6,DEXI3A,VUPOG,UKBEV,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,DEXI3A,VUPOG,KP179,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,DEXI3A,VUPOG,VUPOG,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,GILV1A,RW33, , , , ,    , ,010,VA, , , , , ,      ,    ,    ,3290,    ,+,03800,     ,08000,-,210,    ,   ,SBKP,SB,P,A,B, , , ;
