SID:010,2,JD19D,RW19,CG,UT,D,B,E   , ,   ,CF, ,TRZ,UT,D, ,      ,0668,1242,1930,0030,+,02700,     ,07220, ,   ,    ,   ,CG,UT,D,B, , , , ;
SID:020,2,JD19D,RW19,D220E,UT,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,JD19D,RW19,D300M,UT,P,C,E   ,R,   ,CF, ,TRZ,UT,D, ,      ,0617,1163,3360,0120,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,JD19D,RW19,JD,UT,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NAV19D,RW19,CG,UT,D,B,E   , ,   ,CF, ,TRZ,UT,D, ,      ,0668,1242,1930,0030,+,02700,     ,07220, ,   ,    ,   ,CG,UT,D,B, , , , ;
SID:020,2,NAV19D,RW19,D220E,UT,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,NAV19D,RW19,D265K,UT,P,C,E   , ,   ,CF, ,TRZ,UT,D, ,      ,0652,1137,3070,0070,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NAV19D,RW19,NAVOX,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,RAM19D,RW19,CG,UT,D,B,E   , ,   ,CF, ,TRZ,UT,D, ,      ,0668,1242,1930,0030,+,02700,     ,07220, ,   ,    ,   ,CG,UT,D,B, , , , ;
SID:020,2,RAM19D,RW19,D220E,UT,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,RAM19D,RW19,D310E,UT,P,C,EY  ,R,   ,CF,Y,TRZ,UT,D, ,      ,0647,1219,0340,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,RAM19D,RW19,CG,UT,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,RAM19D,RW19,RAMAN,UT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,JD1A,RW01,JD,UT,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,UTDK,UT,P,A, , , , ;
STAR:020,2,JD1A,RW01,CG,UT,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,NAVO1A,RW01,NAVOX,UT,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,UTDK,UT,P,A, , , , ;
STAR:020,2,NAVO1A,RW01,CG,UT,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,RAMA1A,RW01,RAMAN,UT,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,UTDK,UT,P,A, , , , ;
STAR:020,2,RAMA1A,RW01,CG,UT,D,B,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,I,I01, ,CF01,UT,P,C,E  I, ,   ,IF, ,ICG,UT,P,I,      ,1930,0154,    ,    ,I,06090,06090,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I01, ,FI01,UT,P,C,E  F, ,   ,CF, ,ICG,UT,P,I,      ,1928,0140,0130,0014,G,06090,06090,     , ,   ,-303,   ,CG,UT,D,B, ,0,D,S;
APPCH:030,I,I01, ,RW01,UT,P,G,G  M, ,   ,CF, ,ICG,UT,P,I,      ,1930,0020,0130,0121, ,02199,     ,     , ,   ,-303,   , , , , , ,0,D,S;
APPCH:040,I,I01, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0130,    ,+,05110,     ,     , ,   ,    ,   , , , , , ,0,D,S;
