SID:010,5,AKRI6A,RW27, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2710,    ,+,01300,     ,05000, ,   ,    ,   ,VIDP,VI,P,A, , , , ;
SID:020,5,AKRI6A,RW27, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3090,    ,+,02600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AKRI6A,RW27,BIPAN,VI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,AKRI6A,RW27,DP685,VI,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     ,-,250,    ,   , , , , , , , , ;
SID:060,5,AKRI6A,RW27,AKRIB,VI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AKRI6B,RW28, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2840,    ,+,01300,     ,05000, ,   ,    ,   ,VIDP,VI,P,A, , , , ;
SID:020,5,AKRI6B,RW28,BIPAN,VI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,AKRI6B,RW28,DP685,VI,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,AKRI6B,RW28,AKRIB,VI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AKRI6C,RW29R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2830,    ,+,01700,     ,05000, ,   ,    ,   ,VIDP,VI,P,A, , , , ;
SID:020,5,AKRI6C,RW29R,DP667,VI,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,AKRI6C,RW29R,AKRIB,VI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AKRI6D,RW29L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2830,    ,+,01700,     ,05000,-,250,    ,   ,VIDP,VI,P,A, , , , ;
SID:020,5,AKRI6D,RW29L,DP667,VI,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,AKRI6D,RW29L,AKRIB,VI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AKRI6E,RW09, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0910,    ,+,01300,     ,05000, ,   ,    ,   ,VIDP,VI,P,A, , , , ;
SID:020,5,AKRI6E,RW09,PABGU,VI,E,A,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,AKRI6E,RW09,DP421,VI,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,AKRI6E,RW09,DAGUL,VI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AKRI6E,RW09,AKRIB,VI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AKRI6F,RW10, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1040,    ,+,01300,     ,05000,-,250,    ,   ,VIDP,VI,P,A, , , , ;
SID:015,5,AKRI6F,RW10,OBDAG,VI,E,A,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04100,     ,     ,-,250,    ,   , , , , , , , , ;
SID:020,5,AKRI6F,RW10,DP421,VI,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     ,-,250,    ,   , , , , , , , , ;
SID:025,5,AKRI6F,RW10,DAGUL,VI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AKRI6F,RW10,AKRIB,VI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AKRI6G,RW11L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1030,    ,+,01700,     ,05000,-,250,    ,   ,VIDP,VI,P,A, , , , ;
SID:020,5,AKRI6G,RW11L,AVPIN,VI,E,A,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,AKRI6G,RW11L,AKRIB,VI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AKRI6H,RW11R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1030,    ,+,01700,     ,05000,-,250,    ,   ,VIDP,VI,P,A, , , , ;
SID:020,5,AKRI6H,RW11R,AVPIN,VI,E,A,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL070,     ,     ,-,250,    ,   , , , , , , , , ;
SID:070,5,AKRI6H,RW11R,AKRIB,VI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALI6A,RW27, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2710,    ,+,01300,     ,05000, ,   ,    ,   ,VIDP,VI,P,A, , , , ;
SID:020,5,ALI6A,RW27, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3090,    ,+,02600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALI6A,RW27,BIPAN,VI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,ALI6A,RW27,DP680,VI,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     ,-,250,    ,   , , , , , , , , ;
SID:050,5,ALI6A,RW27,DP681,VI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
