SID:010,2,AMALU1,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3090,    ,+,04100,     ,18500, ,   ,    ,   ,TRC,MM,D, , , , , ;
SID:020,2,AMALU1,RW31,TRC,MM,D, ,V   , ,   ,FD, ,TRC,MM,D, ,      ,0000,0000,3090,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,AMALU1,RW31, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3090,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AMALU1,RW31,D251J,MM,P,C,E   ,L,   ,AF, ,TRC,MM,D, ,      ,2519,0100,3090,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AMALU1,RW31,AMALU,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AVUVA3,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1290,    ,+,04100,     ,18500, ,   ,    ,   ,TRC,MM,D, , , , , ;
SID:020,2,AVUVA3,RW13,D129J,MM,P,C,E   , ,   ,CF, ,TRC,MM,D, ,      ,1290,0100,1290,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AVUVA3,RW13,D122O,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AVUVA3,RW13,AVUVA,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BISGA1,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3090,    ,+,04100,     ,18500, ,   ,    ,   ,TRC,MM,D, , , , , ;
SID:020,2,BISGA1,RW31,D309J,MM,P,C,EY  , ,   ,CF, ,TRC,MM,D, ,      ,3090,0100,3090,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BISGA1,RW31,D333O,MM,P,C,E   , ,   ,CF, ,TRC,MM,D, ,      ,3337,0150,0070,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BISGA1,RW31,BISGA,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EMIM2A,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1290,    ,+,04100,     ,18500, ,   ,    ,   ,TRC,MM,D, , , , , ;
SID:020,2,EMIM2A,RW13,TRC,MM,D, ,V   , ,   ,FD, ,TRC,MM,D, ,      ,0000,0000,1290,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,EMIM2A,RW13, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EMIM2A,RW13,D194J,MM,P,C,E   ,R,   ,AF, ,TRC,MM,D, ,      ,1945,0100,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EMIM2A,RW13,EMIMO,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EMIM2B,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3090,    ,+,04100,     ,18500, ,   ,    ,   ,TRC,MM,D, , , , , ;
SID:020,2,EMIM2B,RW31,TRC,MM,D, ,V   , ,   ,FD, ,TRC,MM,D, ,      ,0000,0000,3090,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,EMIM2B,RW31, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3090,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EMIM2B,RW31,D194J,MM,P,C,E   ,L,   ,AF, ,TRC,MM,D, ,      ,1945,0100,3090,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EMIM2B,RW31,EMIMO,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IPSA3A,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1290,    ,+,04100,     ,18500, ,   ,    ,   ,TRC,MM,D, , , , , ;
SID:020,2,IPSA3A,RW13,TRC,MM,D, ,V   , ,   ,FD, ,TRC,MM,D, ,      ,0000,0000,1290,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,IPSA3A,RW13, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IPSA3A,RW13,D044J,MM,P,C,E   ,L,   ,AF, ,TRC,MM,D, ,      ,0451,0100,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IPSA3A,RW13,IPSAG,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IPSA3B,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3090,    ,+,04100,     ,18500, ,   ,    ,   ,TRC,MM,D, , , , , ;
SID:020,2,IPSA3B,RW31,TRC,MM,D, ,V   , ,   ,FD, ,TRC,MM,D, ,      ,0000,0000,3090,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,IPSA3B,RW31, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3090,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IPSA3B,RW31,D044J,MM,P,C,E   ,R,   ,AF, ,TRC,MM,D, ,      ,0451,0100,3090,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IPSA3B,RW31,IPSAG,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KITON1,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3090,    ,+,04100,     ,18500, ,   ,    ,   ,TRC,MM,D, , , , , ;
SID:020,2,KITON1,RW31,D309J,MM,P,C,EY  , ,   ,CF, ,TRC,MM,D, ,      ,3090,0100,3090,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KITON1,RW31,D318O,MM,P,C,E   , ,   ,CF, ,TRC,MM,D, ,      ,3187,0150,3330,0053, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KITON1,RW31,KITON,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PODIR1,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1290,    ,+,04100,     ,18500, ,   ,    ,   ,TRC,MM,D, , , , , ;
SID:020,2,PODIR1,RW13,TRC,MM,D, ,V   , ,   ,FD, ,TRC,MM,D, ,      ,0000,0000,1290,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,PODIR1,RW13, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PODIR1,RW13,D160J,MM,P,C,E   ,R,   ,AF, ,TRC,MM,D, ,      ,1601,0100,1290,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,PODIR1,RW13,PODIR,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,RUBNA3,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3090,    ,+,04100,     ,18500, ,   ,    ,   ,TRC,MM,D, , , , , ;
SID:020,2,RUBNA3,RW31,TRC,MM,D, ,V   , ,   ,FD, ,TRC,MM,D, ,      ,0000,0000,3090,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,RUBNA3,RW31, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3090,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,RUBNA3,RW31,D209J,MM,P,C,E   ,L,   ,AF, ,TRC,MM,D, ,      ,2096,0100,3090,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,RUBNA3,RW31,RUBNA,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
