SID:140,5,BARP1W,RW06R,BARPE,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BARP1X,RW24L,DE24L,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
SID:020,5,BARP1X,RW24L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2390,    ,+,00800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BARP1X,RW24L,FJ015,LT,P,C,E   , ,   ,CF, ,SBH,LT,D, ,      ,2111,0108,2090,0089,+,03000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,5,BARP1X,RW24L,FJ018,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,07000,06000,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BARP1X,RW24L,FJ019,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BARP1X,RW24L,TETPU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BARP1X,RW24L,INPIK,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BARP1X,RW24L,ADMIV,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,BARP1X,RW24L,GUEME,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,BARP1X,RW24L,ORIAC,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,5,BARP1X,RW24L,BARPE,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BARP1Z,RW24L,DE24L,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
SID:020,5,BARP1Z,RW24L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2390,    ,+,00800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BARP1Z,RW24L,FJ015,LT,P,C,E   , ,   ,CF, ,SBH,LT,D, ,      ,2111,0108,2090,0089,+,03000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,5,BARP1Z,RW24L,FJ018,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,07000,06000,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BARP1Z,RW24L,FJ019,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BARP1Z,RW24L,TETPU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BARP1Z,RW24L,NAHUM,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BARP1Z,RW24L,RITGU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,BARP1Z,RW24L,MIVDI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,BARP1Z,RW24L,APSID,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,5,BARP1Z,RW24L,BARPE,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BARP3J,RW06L,DE06L,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
SID:020,5,BARP3J,RW06L,FJ050,LT,P,C,E   , ,   ,CF, ,SBH,LT,D, ,      ,0592,0046,0590,0050,+,01800,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,5,BARP3J,RW06L,FJ061,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BARP3J,RW06L,PEPAK,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BARP3J,RW06L,FJ062,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BARP3J,RW06L,OBIXI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BARP3J,RW06L,EFESE,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BARP3J,RW06L,VAZZO,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,BARP3J,RW06L,ABNIN,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,BARP3J,RW06L,RITGU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,5,BARP3J,RW06L,MIVDI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:120,5,BARP3J,RW06L,APSID,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:130,5,BARP3J,RW06L,BARPE,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,BARP3K,RW24R,DE24R,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
SID:010,5,BARP3K,RW24R,FJ010,LT,P,C,E   , ,   ,CF, ,SBH,LT,D, ,      ,2395,0095,2390,0074,B,04000,02550,     ,-,240,    ,   , , , , , , , , ;
SID:020,5,BARP3K,RW24R,FJ020,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BARP3K,RW24R,INGIX,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BARP3K,RW24R,TETPU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BARP3K,RW24R,INPIK,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BARP3K,RW24R,ADMIV,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BARP3K,RW24R,GUEME,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BARP3K,RW24R,ORIAC,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,BARP3K,RW24R,BARPE,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BARP3M,RW24R,DE24R,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
SID:020,5,BARP3M,RW24R,FJ010,LT,P,C,E   , ,   ,CF, ,SBH,LT,D, ,      ,2395,0095,2390,0074,B,04000,02550,     ,-,240,    ,   , , , , , , , , ;
SID:030,5,BARP3M,RW24R,FJ020,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BARP3M,RW24R,INGIX,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BARP3M,RW24R,TETPU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BARP3M,RW24R,NAHUM,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BARP3M,RW24R,RITGU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BARP3M,RW24R,MIVDI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,BARP3M,RW24R,APSID,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,BARP3M,RW24R,BARPE,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BIG1Y,RW06R,D060G,LT,P,C,E   , ,   ,CF, ,SGN,LT,D, ,      ,0600,0070,0600,0080,+,02600,     ,12000, ,   ,    ,   ,SGN,LT,D, , , , , ;
SID:020,2,BIG1Y,RW06R,D188G,LT,P,C,E   ,R,   ,AF, ,SGN,LT,D, ,      ,1877,0070,0600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BIG1Y,RW06R,YAA,LT,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BIG1Y,RW06R,YOBOR,LT,E,A,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BIG1Y,RW06R,DENIZ,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,BIG1Y,RW06R,BIG,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BIG1Z,RW24L,SG08A,LT,P,C,E   , ,   ,CF, ,SGN,LT,D, ,      ,2390,0080,2390,0060,+,02300,     ,12000, ,   ,    ,   ,SGN,LT,D, , , , , ;
SID:020,2,BIG1Z,RW24L,YOBOR,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BIG1Z,RW24L,DENIZ,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BIG1Z,RW24L,BIG,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BIG2J,RW06L,D059G,LT,P,C,E   , ,   ,CF, ,SBH,LT,D, ,      ,0590,0070,0590,0070,+,02500,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
SID:030,2,BIG2J,RW06L,D187G,LT,P,C,E   ,R,   ,AF, ,SBH,LT,D, ,      ,1875,0070,0590,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,BIG2J,RW06L,YAA,LT,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BIG2J,RW06L,YOBOR,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BIG2J,RW06L,DENIZ,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,BIG2J,RW06L,BIG,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BIG2P,RW24R,D239H,LT,P,C,EY  , ,   ,CF, ,SBH,LT,D, ,      ,2390,0080,2390,0080,+,02300,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
SID:030,2,BIG2P,RW24R,YOBOR,LT,E,A,E   , ,   ,CF, ,SBH,LT,D, ,      ,2349,0272,2340,0180, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BIG2P,RW24R,DENIZ,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BIG2P,RW24R,BIG,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BKZ1Y,RW06R,D060G,LT,P,C,E   , ,   ,CF, ,SGN,LT,D, ,      ,0600,0070,0600,0080,+,02600,     ,12000, ,   ,    ,   ,SGN,LT,D, , , , , ;
SID:020,2,BKZ1Y,RW06R,SG07B,LT,P,C,E   ,L,   ,AF, ,SGN,LT,D, ,      ,3201,0070,0600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BKZ1Y,RW06R,BKZ,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BKZ1Z,RW24L,SG08A,LT,P,C,E   , ,   ,CF, ,SGN,LT,D, ,      ,2390,0080,2390,0060,+,02300,     ,12000, ,   ,    ,   ,SGN,LT,D, , , , , ;
SID:020,2,BKZ1Z,RW24L,SG08C,LT,P,C,E   ,L,   ,AF, ,SGN,LT,D, ,      ,3201,0080,2390,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BKZ1Z,RW24L,BKZ,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BKZ3N,RW06L,D059G,LT,P,C,E   , ,   ,CF, ,SBH,LT,D, ,      ,0590,0070,0590,0080,+,02500,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
SID:020,2,BKZ3N,RW06L,D321G,LT,P,C,E   ,L,   ,AF, ,SBH,LT,D, ,      ,3218,0070,0590,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BKZ3N,RW06L,BKZ,LT,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BKZ3P,RW24R,D239H,LT,P,C,E   , ,   ,CF, ,SBH,LT,D, ,      ,2390,0080,2390,0070,+,02300,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
SID:020,2,BKZ3P,RW24R,D321H,LT,P,C,E   ,L,   ,AF, ,SBH,LT,D, ,      ,3218,0080,2390,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BKZ3P,RW24R,BKZ,LT,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EKI1Y,RW06R,D060G,LT,P,C,E   , ,   ,CF, ,SGN,LT,D, ,      ,0600,0070,0600,0080,+,02600,     ,12000, ,   ,    ,   ,SGN,LT,D, , , , , ;
SID:020,2,EKI1Y,RW06R,D188G,LT,P,C,E   ,R,   ,AF, ,SGN,LT,D, ,      ,1877,0070,0600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EKI1Y,RW06R,YAA,LT,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EKI1Y,RW06R,YOBOR,LT,E,A,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,EKI1Y,RW06R,EKI,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EKI1Z,RW24L,SG08A,LT,P,C,E   , ,   ,CF, ,SGN,LT,D, ,      ,2390,0080,2390,0060,+,02300,     ,12000, ,   ,    ,   ,SGN,LT,D, , , , , ;
SID:020,2,EKI1Z,RW24L,YOBOR,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,EKI1Z,RW24L,DENIZ,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EKI1Z,RW24L,EKI,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,EKI2J,RW06L,D059G,LT,P,C,E   , ,   ,CF, ,SBH,LT,D, ,      ,0590,0070,0590,0070,+,02500,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
SID:030,2,EKI2J,RW06L,D187G,LT,P,C,E   ,R,   ,AF, ,SBH,LT,D, ,      ,1875,0070,0590,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,EKI2J,RW06L,YAA,LT,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,EKI2J,RW06L,YOBOR,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,EKI2J,RW06L,EKI,LT,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,EKI2P,RW24R,D239H,LT,P,C,E   , ,   ,CF, ,SBH,LT,D, ,      ,2390,0080,2390,0070,+,02300,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
