SID:010,5,ASMA1W,RW06R,DE06R,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
SID:020,5,ASMA1W,RW06R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0590,    ,+,00950,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ASMA1W,RW06R,FJ053,LT,P,C,E   , ,   ,CF, ,SBH,LT,D, ,      ,0942,0056,0890,0052,+,02100,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,5,ASMA1W,RW06R,FJ061,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ASMA1W,RW06R,INRUV,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ASMA1W,RW06R,LIDMU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ASMA1W,RW06R,NOTVI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ASMA1W,RW06R,ASMAP,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ASMA1X,RW24L,DE24L,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
SID:015,5,ASMA1X,RW24L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2390,    ,+,00800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ASMA1X,RW24L,FJ015,LT,P,C,E   , ,   ,CF, ,SBH,LT,D, ,      ,2111,0108,2090,0089,+,03000,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,5,ASMA1X,RW24L,FJ016,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ASMA1X,RW24L,NENVI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ASMA1X,RW24L,IBSIN,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ASMA1X,RW24L,LECKI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ASMA1X,RW24L,VICEN,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ASMA1X,RW24L,ASMAP,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ASMA3J,RW06L,DE06L,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
SID:020,5,ASMA3J,RW06L,FJ050,LT,P,C,E   , ,   ,CF, ,SBH,LT,D, ,      ,0592,0046,0590,0050,+,01800,     ,     ,-,240,    ,   , , , , , , , , ;
SID:030,5,ASMA3J,RW06L,FJ061,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,07000,04000,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ASMA3J,RW06L,INRUV,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ASMA3J,RW06L,LIDMU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ASMA3J,RW06L,NOTVI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ASMA3J,RW06L,ASMAP,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ASMA3K,RW24R,DE24R,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
SID:020,5,ASMA3K,RW24R,FJ010,LT,P,C,E   , ,   ,CF, ,SBH,LT,D, ,      ,2395,0095,2390,0074,B,04000,02550,     ,-,240,    ,   , , , , , , , , ;
SID:030,5,ASMA3K,RW24R,FJ030,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ASMA3K,RW24R,NENVI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ASMA3K,RW24R,IBSIN,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ASMA3K,RW24R,LECKI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ASMA3K,RW24R,VICEN,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ASMA3K,RW24R,ASMAP,LT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BARP1W,RW06R,DE06R,LT,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,12000, ,   ,    ,   ,SBH,LT,D, , , , , ;
SID:020,5,BARP1W,RW06R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0590,    ,+,00950,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BARP1W,RW06R,FJ053,LT,P,C,E   , ,   ,CF, ,SBH,LT,D, ,      ,0942,0056,0890,0052,+,02100,     ,     ,-,240,    ,   , , , , , , , , ;
SID:040,5,BARP1W,RW06R,FJ061,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BARP1W,RW06R,PEPAK,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BARP1W,RW06R,FJ062,LT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BARP1W,RW06R,OBIXI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BARP1W,RW06R,EFESE,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,BARP1W,RW06R,VAZZO,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,5,BARP1W,RW06R,ABNIN,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:110,5,BARP1W,RW06R,RITGU,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:120,5,BARP1W,RW06R,MIVDI,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:130,5,BARP1W,RW06R,APSID,LT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
