APPCH:010,A,D17,APLES,APLES,K2,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D17,APLES,BYTHE,K2,P,C,E   ,L,   ,AF, ,VCV,K2,D, ,      ,0108,0122,0890,    ,+,06600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D17,APLES,WENOD,K2,P,C,EE B,L,   ,AF, ,VCV,K2,D, ,      ,3501,0122,0110,    ,+,05200,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D17, ,WENOD,K2,P,C,E  I, ,   ,IF, ,VCV,K2,D, ,      ,3501,0122,    ,    ,+,05200,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D17, ,UNCAL,K2,P,C,E  F, ,   ,CF, ,VCV,K2,D, ,      ,3501,0061,1700,0062,+,04300,     ,     , ,   ,    ,   ,VCV,K2,D, ,A,0, ,S;
APPCH:030,D,D17, ,VOYNU,K2,P,C,E  M, ,   ,CF, ,VCV,K2,D, ,      ,3501,0021,1700,0039, ,03047,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D17, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1700,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D17, , , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,3000,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D17, ,ETHER,K2,E,A,E   , ,   ,CF, ,VCV,K2,D, ,      ,2689,0190,2690,0140,+,06000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D17, ,ETHER,K2,E,A,EE H,L,   ,HM, , , , , ,      ,    ,    ,2690,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,L,L17, ,SCCAT,K2,P,C,E  I, ,   ,IF, ,IVCV,K2,P,I,      ,3455,0128,    ,    ,+,04500,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,L,L17, ,SUZZQ,K2,P,C,E  F, ,   ,CF, ,IVCV,K2,P,I,      ,3455,0068,1660,0060,+,04300,     ,     , ,   ,    ,   ,VCV,K2,D, ,B,0,N,S;
APPCH:030,L,L17, ,RW17,K2,P,G,G  M, ,   ,CF, ,IVCV,K2,P,I,      ,3455,0023,1660,0045, ,02882,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,L,L17, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1660,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,L,L17, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,3160,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,L,L17, ,ZOREN,K2,E,A,E   , ,   ,CF, ,PMD,K2,D, ,      ,0810,0150,2610,0150,+,06000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,L,L17, ,ZOREN,K2,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,2610,T010,+,06000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,R17,APLES,APLES,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R17,APLES,NANCC,K2,P,C,E  A, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R17,APLES,SCCAT,K2,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
