SID:010,4,BOOCK3,RW01, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0065,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BOOCK3,RW01,ADAXE,K6,P,C,E   , ,   ,CF, ,BAL,K6,D, ,      ,2407,0250,3340,0022, ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,4,BOOCK3,RW01,BEBLE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BOOCK3,RW01,COVTO,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BOOCK3,RW01,ALEEX,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BOOCK3,RW01,DOGUE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:070,4,BOOCK3,RW01,GUCER,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,4,BOOCK3,RW01,BOOCK,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BOOCK3,RW04, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0366,    ,+,00515,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BOOCK3,RW04, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0720,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BOOCK3,RW04,MCNAB,K6,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BOOCK3,RW04,BOOCK,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BOOCK3,RW15, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1536,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BOOCK3,RW15,LEAVY,K6,P,C,E   , ,   ,CF, ,BAL,K6,D, ,      ,2294,0279,2090,0019, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BOOCK3,RW15,FIMBI,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,4,BOOCK3,RW15,MCNAB,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BOOCK3,RW15,BOOCK,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BOOCK3,RW19, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1865,    ,+,00515,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BOOCK3,RW19,FIMBI,K6,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,4,BOOCK3,RW19,MCNAB,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BOOCK3,RW19,BOOCK,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BOOCK3,RW33, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3337,    ,+,00515,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,BOOCK3,RW33,ADAXE,K6,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,4,BOOCK3,RW33,BEBLE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BOOCK3,RW33,COVTO,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,BOOCK3,RW33,ALEEX,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,BOOCK3,RW33,DOGUE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:070,4,BOOCK3,RW33,GUCER,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,4,BOOCK3,RW33,BOOCK,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BOOCK3,COLIN,BOOCK,K6,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,BOOCK3,COLIN,COLIN,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CLTCH2,RW01, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0065,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CLTCH2,RW01,ADAXE,K6,P,C,E   , ,   ,CF, ,BAL,K6,D, ,      ,2407,0250,3340,0022, ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,4,CLTCH2,RW01,BEBLE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,CLTCH2,RW01,COVTO,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,CLTCH2,RW01,FERGI,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,CLTCH2,RW01,CUKLI,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,CLTCH2,RW01,BRUTL,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,4,CLTCH2,RW01,BUTRZ,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CLTCH2,RW15, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1536,    ,+,00515,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CLTCH2,RW15,CAPVC,K6,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CLTCH2,RW15,GAITE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,CLTCH2,RW15,DMKRT,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,CLTCH2,RW15,BUTRZ,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CLTCH2,RW19, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1865,    ,+,00515,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CLTCH2,RW19,CAPVC,K6,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,CLTCH2,RW19,GAITE,K6,P,C,E   ,R,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,CLTCH2,RW19,DMKRT,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,CLTCH2,RW19,BUTRZ,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,CLTCH2,RW33, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3337,    ,+,00515,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,CLTCH2,RW33,ADAXE,K6,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,4,CLTCH2,RW33,BEBLE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,CLTCH2,RW33,COVTO,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,CLTCH2,RW33,FERGI,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,CLTCH2,RW33,CUKLI,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
