SID:010,4,BOOCK3,RW01, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0065,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:070,4,CLTCH2,RW33,BRUTL,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,4,CLTCH2,RW33,BUTRZ,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CLTCH2, ,BUTRZ,K6,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,CLTCH2, ,CLTCH,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CLTCH2,FLASK,CLTCH,K6,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,CLTCH2,FLASK,KERRK,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,CLTCH2,FLASK,TEEMS,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,CLTCH2,FLASK,FLASK,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,CLTCH2,MAULS,CLTCH,K6,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,CLTCH2,MAULS,KERRK,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,CLTCH2,MAULS,MAULS,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DOCTR4,RW01, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0065,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DOCTR4,RW01,ADAXE,K6,P,C,E   , ,   ,CF, ,BAL,K6,D, ,      ,2407,0250,3340,0022, ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,4,DOCTR4,RW01,BEBLE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,DOCTR4,RW01,COVTO,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,DOCTR4,RW01,ALEEX,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,DOCTR4,RW01,DOGUE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:070,4,DOCTR4,RW01,RIISE,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,4,DOCTR4,RW01,DOCTR,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DOCTR4,RW04, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0366,    ,+,00515,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DOCTR4,RW04, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0720,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DOCTR4,RW04,RIISE,K6,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,DOCTR4,RW04,DOCTR,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DOCTR4,RW15, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1536,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DOCTR4,RW15,LEAVY,K6,P,C,E   , ,   ,CF, ,BAL,K6,D, ,      ,2294,0279,2090,0019, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,DOCTR4,RW15,FIMBI,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,4,DOCTR4,RW15,MOTBE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,DOCTR4,RW15,GDYUP,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,DOCTR4,RW15,HMBGR,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,DOCTR4,RW15,DOCTR,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DOCTR4,RW19, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1865,    ,+,00515,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DOCTR4,RW19,FIMBI,K6,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,4,DOCTR4,RW19,MOTBE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,DOCTR4,RW19,GDYUP,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,DOCTR4,RW19,HMBGR,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,DOCTR4,RW19,DOCTR,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DOCTR4,RW33, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3337,    ,+,00515,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,DOCTR4,RW33,ADAXE,K6,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,4,DOCTR4,RW33,BEBLE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,DOCTR4,RW33,COVTO,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,DOCTR4,RW33,ALEEX,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,DOCTR4,RW33,DOGUE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:070,4,DOCTR4,RW33,RIISE,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,4,DOCTR4,RW33,DOCTR,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,DOCTR4,AGARD,DOCTR,K6,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,DOCTR4,AGARD,AGARD,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,DOCTR4,DQO,DOCTR,K6,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,DOCTR4,DQO,DQO,K6,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,HORTO3,RW01, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0065,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,HORTO3,RW01,ADAXE,K6,P,C,E   , ,   ,CF, ,BAL,K6,D, ,      ,2407,0250,3340,0022, ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,4,HORTO3,RW01,BEBLE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,HORTO3,RW01,COVTO,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,HORTO3,RW01,FERGI,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,HORTO3,RW01,MELOE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,HORTO3,RW01,HORTO,K6,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,HORTO3,RW15, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1536,    ,+,00515,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,HORTO3,RW15,CAPVC,K6,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,HORTO3,RW15,GAITE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,HORTO3,RW15,LBOLT,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,HORTO3,RW15,RLLLL,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,HORTO3,RW15,HORTO,K6,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,HORTO3,RW19, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1865,    ,+,00515,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,HORTO3,RW19,CAPVC,K6,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,HORTO3,RW19,GAITE,K6,P,C,E   ,R,   ,TF,Y, , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,HORTO3,RW19,LBOLT,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,HORTO3,RW19,RLLLL,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,HORTO3,RW19,HORTO,K6,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,HORTO3,RW33, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3337,    ,+,00515,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,HORTO3,RW33,ADAXE,K6,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,4,HORTO3,RW33,BEBLE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,HORTO3,RW33,COVTO,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,HORTO3,RW33,FERGI,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,HORTO3,RW33,MELOE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,4,HORTO3,RW33,HORTO,K6,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,HORTO3,BUFFR,HORTO,K6,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,HORTO3,BUFFR,BUFFR,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,HORTO3,JERES,HORTO,K6,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,HORTO3,JERES,JERES,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,JDUBB2,RW01, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0065,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,JDUBB2,RW01,ADAXE,K6,P,C,E   , ,   ,CF, ,BAL,K6,D, ,      ,2407,0250,3340,0022, ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,4,JDUBB2,RW01,BEBLE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,JDUBB2,RW01,COVTO,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,JDUBB2,RW01,FERGI,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,JDUBB2,RW01,CUKLI,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:070,4,JDUBB2,RW01,HAFNR,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,JDUBB2,RW15, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1536,    ,+,00515,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,JDUBB2,RW15,CAPVC,K6,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,JDUBB2,RW15,GAITE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,JDUBB2,RW15,DMKRT,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,JDUBB2,RW15,HAFNR,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,JDUBB2,RW19, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1865,    ,+,00515,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,JDUBB2,RW19,CAPVC,K6,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,JDUBB2,RW19,GAITE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,JDUBB2,RW19,DMKRT,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,JDUBB2,RW19,HAFNR,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,JDUBB2,RW33, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3337,    ,+,00515,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,JDUBB2,RW33,ADAXE,K6,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
