STAR:010,1,ENO3,CSN,CSN,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,ENO3,CSN,OTT,K6,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,0910,0530, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,ENO3,CSN,DEALE,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,0710,0110, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,1,ENO3,CSN,GRACO,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,0710,0180, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,1,ENO3,CSN,ENO,K6,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,0710,0360, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,ENO3,GVE,GVE,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,ENO3,GVE,TAPPA,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,0980,0620, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,ENO3,GVE,COLIN,K6,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,0580,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,1,ENO3,GVE,PXT,K6,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,0580,0170, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,1,ENO3,GVE,GARED,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,0460,0300, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,1,ENO3,GVE,HEDGE,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,0460,0150, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,1,ENO3,GVE,RIDGY,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,0460,0038, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,1,ENO3,GVE,ENO,K6,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,0460,0220, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,ENO3,MRB,MRB,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,ENO3,MRB,WOOLY,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,1010,0380, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,ENO3,MRB,BAL,K6,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,1310,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,1,ENO3,MRB,SWANN,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,1040,0200, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,1,ENO3,MRB,GOLDA,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,0910,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,1,ENO3,MRB,ENO,K6,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,0910,0250, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,1,ENO3,ORF,ORF,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,1,ENO3,ORF,SAWED,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,0300,0420, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,1,ENO3,ORF,SBY,K6,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,0310,0510, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,1,ENO3,ORF,LAFLN,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,0120,0270, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,1,ENO3,ORF,ENO,K6,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,0120,0260, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ENO3,ALL,ENO,K6,D, ,VE  , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
RWY:RW01 ,     ,      ,00025,D,    , ,   ;N39070190,W075275258,0000;
RWY:RW14 ,     ,      ,00019,D,    , ,   ;N39075690,W075282627,4251;
RWY:RW19 ,     ,      ,00022,D,    , ,   ;N39083666,W075274573,0000;
RWY:RW32 ,     ,      ,00026,D,    , ,   ;N39070684,W075265725,0000;
